"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","M5","SD5","Num6","Str6","M6","SD6","Num7","Str7","M7","SD7","Num8","Str8","M8","SD8"
1,0,0,8,1,"B",1,"a c",0,1,1.49172038652638,1.40345627760253,2,"b c",0,1,2.17841464172843,3.64096184245289,3,"a d",0,1,1.10319728662771,0.639652563040065,4,"b d",0,1,1.05769147197666,0.875690089167112,5,"a",1.29745883657704,1.07255816527401,6,"b",1.61805305685254,2.62282462987416,7,"c",1.8350675141274,2.68911688886753,8,"d",1.08044437930218,0.741179368859874
2,0,0,16,1,"B",1,"a c",0,1,1.78429007163893,1.57286408071632,2,"b c",0,1,1.54176419259666,2.69463498670393,3,"a d",0,1,1.20892092992826,0.929254432902847,4,"b d",0,1,1.66632137251745,1.26478259974817,5,"a",1.49660550078359,1.30395954637455,6,"b",1.60404278255706,2.07158274360356,7,"c",1.6630271321178,2.17385444311733,8,"d",1.43762115122285,1.11617945291612
3,0,0,8,1,"B",1,"a c",0,1,1.16537934786106,0.941215756271506,2,"b c",0,1,1.79041598268963,2.13648380837466,3,"a d",0,1,1.22897881967477,0.811285680919983,4,"b d",0,1,2.15324186167186,2.07427197967756,5,"a",1.19717908376791,0.84949712429165,6,"b",1.97182892218074,2.04282062579651,7,"c",1.47789766527534,1.62718231559173,8,"d",1.69111034067332,1.59462784781477
4,0,0,8,1,"B",1,"a c",0,1,0.737503837515374,0.529004211706309,2,"b c",0,1,1.75191118448576,2.74219796629239,3,"a d",0,1,0.67327783629871,0.490370032254544,4,"b d",0,1,1.94130637580805,2.10484901884145,5,"a",0.705390836907042,0.493872958609363,6,"b",1.84660878014691,2.36352499039289,7,"c",1.24470751100057,1.97842622739621,8,"d",1.30729210605338,1.61508618206787
5,0,0,32,1,"B",1,"a c",0,1,1.63543958294138,1.84423664986454,2,"b c",0,1,1.5494690117353,1.4434031619845,3,"a d",0,1,1.89329435591505,2.1787288660171,4,"b d",0,1,1.97931381966753,2.44421695994107,5,"a",1.76436696942821,2.00655252960101,6,"b",1.76439141570141,2.00294287945443,7,"c",1.59245429733834,1.64336821075932,8,"d",1.93630408779129,2.29724170752383
6,0,0,8,1,"B",1,"a c",0,1,1.11551484510779,0.410951967513895,2,"b c",0,1,2.12332596131513,2.37761727848647,3,"a d",0,1,1.22608896945567,1.45777571702282,4,"b d",0,1,1.17947118196084,1.06580408915268,5,"a",1.17080190728173,1.03623830827713,6,"b",1.65139857163799,1.84547127375681,7,"c",1.61942040321146,1.72851286913985,8,"d",1.20278007570826,1.23385660040961
7,0,0,32,1,"B",1,"a c",0,1,1.61352974441478,1.49990138762081,2,"b c",0,1,1.2487195877469,1.23247166779085,3,"a d",0,1,1.8990540372214,1.72677746250649,4,"b d",0,1,1.20510157224064,1.32899648326272,5,"a",1.75629189081809,1.61087469020073,6,"b",1.22691057999377,1.2716206413553,7,"c",1.43112466608084,1.37413055527846,8,"d",1.55207780473102,1.56799778386193
8,0,0,24,1,"B",1,"a c",0,1,1.86790102880512,1.89437102096532,2,"b c",0,1,3.79863741942713,9.43378476742864,3,"a d",0,1,1.19010219738634,1.18219170606526,4,"b d",0,1,1.65274800615658,1.2704746409921,5,"a",1.52900161309573,1.59917510221519,6,"b",2.72569271279186,6.74662613250412,7,"c",2.83326922411613,6.80141796541929,8,"d",1.42142510177146,1.23630544088169
9,0,0,16,1,"B",1,"a c",0,1,1.42403016980334,0.922686703076075,2,"b c",0,1,0.779974696629407,0.67123311079323,3,"a d",0,1,1.45187440386322,1.5556429920169,4,"b d",0,1,1.46623606645059,1.3237193985635,5,"a",1.43795228683328,1.25822251058764,6,"b",1.12310538154,1.0896794641019,7,"c",1.10200243321637,0.858487590533129,8,"d",1.45905523515691,1.42087572417435
10,0,0,16,1,"B",1,"a c",0,1,1.61739609739573,1.91817934933309,2,"b c",0,1,0.936559159489068,0.767673628620295,3,"a d",0,1,1.29365682872893,1.49513920409009,4,"b d",0,1,1.37465052288287,2.1854426956504,5,"a",1.45552646306233,1.6997272622759,6,"b",1.15560484118597,1.62657002052908,7,"c",1.2769776284424,1.47822183647142,8,"d",1.3341536758059,1.84239058467633
11,0,0,40,1,"B",1,"a c",0,1,1.40510444640112,1.21060238451587,2,"b c",0,1,1.25051659558063,0.861213667899035,3,"a d",0,1,2.0503049202269,2.05757500446414,4,"b d",0,1,1.49746294644132,1.40225315678057,5,"a",1.72770468331401,1.70848004582559,6,"b",1.37398977101097,1.16288468798081,7,"c",1.32781052099087,1.04675862295741,8,"d",1.77388393333411,1.77146834872689
