"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","Ms5","SDs5","M5","SD5","Num6","Str6","Ms6","SDs6","M6","SD6","Num7","Str7","Ms7","SDs7","M7","SD7","Num8","Str8","Ms8","SDs8","M8","SD8","Num9","Str9","M9","SD9","Num10","Str10","M10","SD10","Num11","Str11","M11","SD11","Num12","Str12","M12","SD12","Num13","Str13","M13","SD13","Num14","Str14","M14","SD14","Num15","Str15","M15","SD15","Num16","Str16","M16","SD16","Num17","Str17","M17","SD17","Num18","Str18","M18","SD18","Num19","Str19","M19","SD19","Num20","Str20","M20","SD20","Num21","Str21","M21","SD21","Num22","Str22","M22","SD22","Num23","Str23","M23","SD23","Num24","Str24","M24","SD24","Num25","Str25","M25","SD25","Num26","Str26","M26","SD26"
1,0,0,32,1,"B",1,"a c e",0,1,-0.670897216848908,4.13825925947212,2,"b c e",0,1,0.336464792250158,17.06297855208,3,"a d e",0,1,0.301487195987515,3.28397436519425,4,"b d e",0,1,-1.09520955843755,4.10977792279626,5,"a c f",0,1,0.0365086058407883,2.08352902067083,6,"b c f",0,1,-16.110869988691,89.4852651212502,7,"a d f",0,1,-10.2724663142062,58.0796115791239,8,"b d f",0,1,-0.812406179010245,6.68842546148906,9,"a,c",-0.31719430550406,3.26953600223338,10,"b,c",-7.88720259822041,64.437706153185,11,"a,d",-4.98548955910933,41.1527805225766,12,"b,d",-0.9538078687239,5.50852765395907,13,"a,e",-0.184705010430697,3.73811025249281,14,"b,e",-0.379372383093698,12.3326228393095,15,"a,f",-5.11797885418269,41.0971464323666,16,"b,f",-8.46163808385061,63.4169206424026,17,"c,e",-0.167216212299375,12.3266517816914,18,"d,e",-0.39686118122502,3.7567501523782,19,"c,f",-8.0371806914251,63.3135773879549,20,"d,f",-5.54243624660821,41.2866767415184,21,"a",-2.6513419323067,29.170226924928,22,"b",-4.42050523347216,45.682893594033,23,"c",-4.10219845186224,45.6015743213841,24,"d",-2.96964871391662,29.3130727328526,25,"e",-0.282038696762198,9.07685343725017,26,"f",-6.78980846901665,53.2510531299689
2,0,0,32,1,"B",1,"a c e",0,1,0.0737791015708824,4.6769218303215,2,"b c e",0,1,-9.93714040815055,35.3331287002183,3,"a d e",0,1,-16.5360822859361,88.485762240266,4,"b d e",0,1,-0.999047663747942,6.16109521453071,5,"a c f",0,1,0.256392252557331,3.0209074791577,6,"b c f",0,1,0.330518464374358,5.12734708185479,7,"a d f",0,1,-43.1631585302428,244.554141539413,8,"b d f",0,1,-1.22744939463267,8.86137000301943,9,"a,c",0.165085677064107,3.90668420877795,10,"b,c",-4.8033109718881,25.5737672286558,11,"a,d",-29.8496204080895,182.924836033736,12,"b,d",-1.1132485291903,7.57167531667424,13,"a,e",-8.23115159218263,62.7180532923764,14,"b,e",-5.46809403594925,25.5592351054821,15,"a,f",-21.4533831388427,172.950841398637,16,"b,f",-0.448465465129154,7.22436000446584,17,"c,e",-4.93168065328983,25.5053393660046,18,"d,e",-8.76756497484204,62.7113261251478,19,"c,f",0.293455358465844,4.1746981415122,20,"d,f",-22.1953039624377,172.956571845478,21,"a",-14.8422673655127,129.744266489349,22,"b",-2.9582797505392,18.8760239750796,23,"c",-2.31911264741199,18.3908876892954,24,"d",-15.4814344686399,129.751760633749,25,"e",-6.84962281406594,47.7208510352018,26,"f",-10.9509243019859,122.37358124002
3,0,0,16,1,"B",1,"a c e",0,1,-0.49617041371728,3.25235962113324,2,"b c e",0,1,4.48316802361473,32.0510576037877,3,"a d e",0,1,-0.141384961912185,2.51843027724863,4,"b d e",0,1,0.348768188146519,3.56328952483283,5,"a c f",0,1,0.770235066944625,6.489437139019,6,"b c f",0,1,-1.19451913860707,2.68258153714784,7,"a d f",0,1,-0.495098615465024,1.71118805985892,8,"b d f",0,1,-1.66367217790894,13.488571777342,9,"a,c",0.137032326613672,5.09012270917573,10,"b,c",1.64432444250383,22.5580878210926,11,"a,d",-0.318241788688604,2.12557955173348,12,"b,d",-0.657451994881209,9.75833529938147,13,"a,e",-0.318777687814732,2.86700919939909,14,"b,e",2.41596810588063,22.5304496342621,15,"a,f",0.1375682257398,4.71245069790233,16,"b,f",-1.42909565825801,9.56948783648824,17,"c,e",1.99349880494873,22.5517845224699,18,"d,e",0.103691613117167,3.04543471324247,19,"c,f",-0.212142035831225,4.98551981945892,20,"d,f",-1.07938539668698,9.47657640456346,21,"a",-0.090604731037466,3.87619302413589,22,"b",0.49343622381131,17.2799710873054,23,"c",0.89067838455875,16.2394912578939,24,"d",-0.487846891784907,7.00779622611655,25,"e",1.04859520903295,15.9914309044947,26,"f",-0.645763716259103,7.52405869409243
4,0,0,8,1,"B",1,"a c e",0,1,-0.159067475084823,5.62109903164589,2,"b c e",0,1,0.655689714593741,1.23958629271383,3,"a d e",0,1,0.0899409982650765,4.92340288214144,4,"b d e",0,1,349.856212922212,987.504477306417,5,"a c f",0,1,-0.55883037926741,1.67364063560081,6,"b c f",0,1,0.490287729720803,3.07617547128493,7,"a d f",0,1,-5.58244283839507,11.3934975626779,8,"b d f",0,1,-0.854630283271618,3.07694109900573,9,"a,c",-0.358948927176116,4.01184938752835,10,"b,c",0.572988722157272,2.2672367795319,11,"a,d",-2.74625092006499,8.97056494733745,12,"b,d",174.50079131947,698.484755454492,13,"a,e",-0.0345632384098731,5.1062352258348,14,"b,e",175.255951318403,698.280288831291,15,"a,f",-3.07063660883124,8.2834644377546,16,"b,f",-0.182171276775408,3.05230156051555,17,"c,e",0.248311119754459,3.95464803842358,18,"d,e",174.973076960238,698.363377623017,19,"c,f",-0.0342713247733034,2.45289074056596,20,"d,f",-3.21853656083334,8.42363468220226,21,"a",-1.55259992362056,6.94235074805862,22,"b",87.5368900208137,493.842682721502,23,"c",0.107019897490578,3.2402585226315,24,"d",85.8772701997026,494.184028717664,25,"e",87.6106940399965,493.837365388717,26,"f",-1.62640394280332,6.31365845177041
5,0,0,40,1,"B",1,"a c e",0,1,-1.34521834663521,4.27890174787414,2,"b c e",0,1,0.264736338554243,3.15707439668645,3,"a d e",0,1,0.94996562376632,5.61862424050748,4,"b d e",0,1,-0.0387796284349152,8.74172696978142,5,"a c f",0,1,0.53853567900375,3.33100302448292,6,"b c f",0,1,-2.73699124591506,20.0000102372109,7,"a d f",0,1,1.75816461929238,11.1655202462106,8,"b d f",0,1,-2.70329082131261,10.3045650046124,9,"a,c",-0.403341333815731,3.92613646523491,10,"b,c",-1.23612745368041,14.3062971754818,11,"a,d",1.35406512152935,8.79178065559042,12,"b,d",-1.37103522487376,9.58866984448107,13,"a,e",-0.197626361434446,5.09479380782379,14,"b,e",0.112978355059664,6.53215405968822,15,"a,f",1.14835014914806,8.2097213232497,16,"b,f",-2.72014103361384,15.8078721863997,17,"c,e",-0.540241004040485,3.82299458377793,18,"d,e",0.455592997665703,7.31829229363721,19,"c,f",-1.09922778345566,14.3409324624828,20,"d,f",-0.472563101010116,10.9089180117503,21,"a",0.475361893856809,6.84400555529513,22,"b",-1.30358133927709,12.1399422710547,23,"c",-0.81973439374807,10.4654061861056,24,"d",-0.00848505167220674,9.27119316103087,25,"e",-0.0423240031873912,5.84135651261726,26,"f",-0.785895442232886,12.7047726374541
6,0,0,16,1,"B",1,"a c e",0,1,-0.029718935559987,1.99494341789673,2,"b c e",0,1,-3.04304046100029,17.0371968424542,3,"a d e",0,1,0.0332275347121962,1.48277475233248,4,"b d e",0,1,-6.07768648576282,21.1669147356471,5,"a c f",0,1,-1.52762277510633,6.09655422066863,6,"b c f",0,1,1.07342558160695,3.25996220298557,7,"a d f",0,1,10.4318504011005,42.9330208801293,8,"b d f",0,1,0.839250140159797,2.00365184382235,9,"a,c",-0.778670855333159,4.52650372944353,10,"b,c",-0.98480743969667,12.2460840200909,11,"a,d",5.23253896790637,30.345693430458,12,"b,d",-2.61921817280151,15.2013853362304,13,"a,e",0.00175429957610461,1.72932954719097,14,"b,e",-4.56036347338156,18.9636647022202,15,"a,f",4.4521138129971,30.7699139913602,16,"b,f",0.956337860883373,2.66439074462427,17,"c,e",-1.53637969828014,12.0299746403382,18,"d,e",-3.02222947552531,15.0828889027244,19,"c,f",-0.22709859674969,4.98725318538265,20,"d,f",5.63555027063017,30.291608215756,21,"a",2.2269340562866,21.7343320746461,22,"b",-1.80201280624909,13.7178195801481,23,"c",-0.881739147514914,9.15892312039662,24,"d",1.30666039755243,24.1347544459705,25,"e",-2.27930458690273,13.5540965783271,26,"f",2.70422583694024,21.7365215779569
7,0,0,24,1,"B",1,"a c e",0,1,-0.295695209472077,3.62891654119459,2,"b c e",0,1,0.0274975556319064,2.0401271536407,3,"a d e",0,1,2.85327647395815,15.8528172087237,4,"b d e",0,1,-0.736342239186923,3.0263756996676,5,"a c f",0,1,-2.29900256644398,14.5733675541333,6,"b c f",0,1,-0.00431307184946951,2.67520587341334,7,"a d f",0,1,0.720889176255707,3.52246831559545,8,"b d f",0,1,-1.13430530108222,5.67924275480509,9,"a,c",-1.29734888795803,10.5546769490126,10,"b,c",0.0115922418912184,2.35356490203419,11,"a,d",1.78708282510693,11.4111886361897,12,"b,d",-0.935323770134572,4.50624555356732,13,"a,e",1.27879063224304,11.487321218416,14,"b,e",-0.354422341777508,2.58220586219184,15,"a,f",-0.789056695094137,10.5987011713329,16,"b,f",-0.569309186465845,4.42854535965853,17,"c,e",-0.134098826920085,2.91682568016641,18,"d,e",1.05846711738561,11.4347844704546,19,"c,f",-1.15165781914672,10.4297058057879,20,"d,f",-0.206708062413257,4.76806158155755,21,"a",0.24486696857445,11.0426453450113,22,"b",-0.461865764121677,3.60738844895505,23,"c",-0.642878323033405,7.63463168223438,24,"d",0.425879527486178,8.73732782998739,25,"e",0.462184145232764,8.32210437561202,26,"f",-0.679182940779991,8.08022245638543
8,0,0,8,1,"B",1,"a c e",0,1,1.17374321112369,1.86975191017718,2,"b c e",0,1,-0.219917854995578,2.02543158220319,3,"a d e",0,1,-1.97073641590471,6.69622637560579,4,"b d e",0,1,5.08029871364795,11.840450212464,5,"a c f",0,1,2.09035184135111,4.09716719669245,6,"b c f",0,1,1.19480013342383,1.90506788681036,7,"a d f",0,1,-2.29965668928492,6.68665342271409,8,"b d f",0,1,0.360142880149401,1.3305681612362,9,"a,c",1.6320475262374,3.11276880206756,10,"b,c",0.487441139214124,2.03514627123499,11,"a,d",-2.13519655259482,6.46677779561007,12,"b,d",2.72022079689868,8.49661185190416,13,"a,e",-0.398496602390511,5.01928911070067,14,"b,e",2.43019042932619,8.65047059603989,15,"a,f",-0.104652423966907,5.81707538675725,16,"b,f",0.777471506786614,1.64488050056603,17,"c,e",0.476912678064054,2.01589652127696,18,"d,e",1.55478114887162,9.98037523657675,19,"c,f",1.64257598738747,3.12111614953526,20,"d,f",-0.969756904567761,4.85572071127503,21,"a",-0.251574513178709,5.34658526444616,22,"b",1.6038309680564,6.18243072462071,23,"c",1.05974433272576,2.65152566949926,24,"d",0.29251212215193,7.82628952869915,25,"e",1.01584691346784,7.10377076886375,26,"f",0.336409541409853,4.22887581255752
9,0,0,24,1,"B",1,"a c e",0,1,-1.65784611678381,10.2167618515338,2,"b c e",0,1,-0.285033705379769,1.84547864939535,3,"a d e",0,1,-2.7454946660316,25.5693689862878,4,"b d e",0,1,-0.329155249338201,5.07897164649366,5,"a c f",0,1,-1.04558385645624,3.77749711248524,6,"b c f",0,1,-11.0771013645727,46.8000569267647,7,"a d f",0,1,1.4516843001679,4.40585891108679,8,"b d f",0,1,2.74334694233074,36.3934564588705,9,"a,c",-1.35171498662003,7.62622525310042,10,"b,c",-5.68106753497622,33.2148391752537,11,"a,d",-0.646905182931851,18.2739745566845,12,"b,d",1.20709584649627,25.7523866420654,13,"a,e",-2.20167039140771,19.2697632030752,14,"b,e",-0.307094477358985,3.78030585964717,15,"a,f",0.203050221855829,4.25141016423793,16,"b,f",-4.16687721112096,42.0564019789241,17,"c,e",-0.971439911081791,7.29578673671504,18,"d,e",-1.5373249576849,18.2771813152327,19,"c,f",-6.06134261051445,33.233992088402,20,"d,f",2.09751562124932,25.6530085420878,21,"a",-0.99931008477594,13.9323563869999,22,"b",-2.23698584423997,29.7639906345509,23,"c",-3.51639126079812,24.0689638849469,24,"d",0.28009533178221,22.2302077971839,25,"e",-1.25438243438335,13.8450169205297,26,"f",-1.98191349463257,29.813214283346
10,0,0,32,1,"B",1,"a c e",0,1,7.35427031116103,27.5152780044522,2,"b c e",0,1,-1.49904069887926,6.83400111730028,3,"a d e",0,1,-15.3344781258265,81.8578760415711,4,"b d e",0,1,-5.9945858033138,52.3648753618402,5,"a c f",0,1,-0.347535886317704,3.18399540208217,6,"b c f",0,1,1.6190874126548,7.21381020952258,7,"a d f",0,1,-0.196805183579507,3.1170416789828,8,"b d f",0,1,0.32025633229867,4.049554124051,9,"a,c",3.50336721242166,19.8138816021697,10,"b,c",0.0600233568877698,7.14541152139743,11,"a,d",-7.76564165470302,57.9668280425121,12,"b,d",-2.83716473550756,36.9793779011793,13,"a,e",-3.99010390733276,61.6477890146503,14,"b,e",-3.74681325109653,37.1132233405006,15,"a,f",-0.272170534948606,3.12651374876045,16,"b,f",0.969671872476733,5.83988439142248,17,"c,e",2.92761480614088,20.3819538903196,18,"d,e",-10.6645319645702,68.327211190349,19,"c,f",0.635775763168546,5.61936155985721,20,"d,f",0.0617255743595813,3.59416988710708,21,"a",-2.13113722114068,43.5154520991331,22,"b",-1.3885706893099,26.5668181524076,23,"c",1.78169528465472,14.9353358856541,24,"d",-5.30140319510529,48.4904253506859,25,"e",-3.86845857921464,50.6808675038195,26,"f",0.348750668764064,4.70696235147965
