"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","M5","SD5","Num6","Str6","M6","SD6","Num7","Str7","M7","SD7","Num8","Str8","M8","SD8","offsetSd","offsetProp"
1,0,0,40,1,"W",1,"a c",0.00538997903208166,1,-0.566325968392764,7.80410798369284,2,"b c",-1.91519486269562,1,0.860085098202682,20.9622247120969,3,"a d",-0.569669842961985,1,-1.53246911067018,3.24740757691291,4,"b d",-0.527355565921971,1,-1.61969608087997,7.54682030522056,5,"a",-1.04939753953147,5.95894093651477,6,"b",-0.379805491338642,15.7034993263463,7,"c",0.146879564904959,15.7323872412487,8,"d",-1.57608259577508,5.77276245851414,0.5,0.5
2,0,0,16,1,"W",1,"a c",-0.367301029249292,1,-0.715326855444819,3.06797305237655,2,"b c",-1.58473705694789,1,-0.358670268889284,4.36931961743644,3,"a d",-0.162653961460155,1,-1.88464970557084,5.11338189671183,4,"b d",-0.668567887863409,1,-4.01523886934228,11.0656209199933,5,"a",-1.29998828050783,4.19033266636336,6,"b",-2.18695456911578,8.48156968773144,7,"c",-0.536998562167052,3.71817168002883,8,"d",-2.94994428745656,8.54822164674347,0.9,0.9
3,0,0,8,1,"W",1,"a c",-0.285285271376197,1,-10.0447015439058,22.7417283827597,2,"b c",0.603567568499444,1,4.59697244804285,12.9247698877965,3,"a d",-0.871075085945595,1,-0.81690626582965,1.22851656151349,4,"b d",1.76863329405786,1,6.88458659801673,13.5267160751533,5,"a",-5.43080390486771,16.2716052521281,6,"b",5.74077952302979,12.8350685883345,7,"c",-2.72386454793145,19.4030335679072,8,"d",3.03384016609354,10.0949527797,0.1,0.1
4,0,0,8,1,"W",1,"a c",1.32719672684248,1,1.41073288679518,2.18506678095867,2,"b c",0.649601552610105,1,1.60771322702553,3.52974680043616,3,"a d",0.720144658477458,1,1.36763304422275,2.87225439226813,4,"b d",0.0746699622893909,1,-6.32679614666088,17.7747132711031,5,"a",1.38918296550897,2.46546770821532,6,"b",-2.35954145981767,13.0399963354297,7,"c",1.50922305691036,2.83772925893008,8,"d",-2.47958155121906,12.925811134937,0.5,0.5
5,0,0,24,1,"W",1,"a c",-0.165307689176872,1,0.176355662788341,2.04912697364095,2,"b c",-0.290185210701528,1,-0.60555260449519,1.98378346643098,3,"a d",0.526080006727902,1,-1.3731370117084,9.76801955655552,4,"b d",-0.101183637515524,1,3.67101124637318,18.0141772637406,5,"a",-0.598390674460031,7.02565672108835,6,"b",1.532729320939,12.8607315111289,7,"c",-0.214598470853425,2.0338930543888,8,"d",1.14893711733239,14.5599211743604,0.9,0.9
6,0,0,8,1,"W",1,"a c",-0.550995296528991,1,-2.68276664369483,6.09636490800857,2,"b c",0.19634456649574,1,0.541503881240297,1.24064185833025,3,"a d",-1.72149167699364,1,-1.62024018428179,0.73167880484255,4,"b d",1.49864805138087,1,2.08077315818816,1.47471369492424,5,"a",-2.15150341398831,4.23023232351125,6,"b",1.31113851971423,1.53786017019949,7,"c",-1.07063138122727,4.56448378138235,8,"d",0.230266486953184,2.21752022963689,0.1,0.1
7,0,0,24,1,"W",1,"a c",0.948728648601986,1,-0.55186634258509,7.65875223968461,2,"b c",-2.21348861493831,1,-1.71811434777538,2.05190329065822,3,"a d",-0.531998397678609,1,-17.3073435587237,74.8939515474991,4,"b d",-2.67220542592937,1,1.77838510375489,13.4026366274106,5,"a",-8.92960495065438,53.3410230695612,6,"b",0.0301353779897561,9.64811583593368,7,"c",-1.13499034518023,5.57780146486156,8,"d",-7.7644792274844,54.0905618351418,0.5,0.5
8,0,0,16,1,"W",1,"a c",0.637075634983995,1,0.8446390697554,1.6913074922792,2,"b c",0.511458739837373,1,0.0239994105773284,3.038358447133,3,"a d",-1.42352247481275,1,-2.44986161007293,2.84142526211369,4,"b d",-0.944903587075503,1,-0.458001825319303,5.65542297303565,5,"a",-0.802611270158766,2.84459394539423,6,"b",-0.217001207370987,4.47246077675981,7,"c",0.434319240166364,2.45455299065733,8,"d",-1.45393171769612,4.51735949521295,0.9,0.9
9,0,0,16,1,"W",1,"a c",-0.952573873966933,1,2.08164432053771,11.5850130302875,2,"b c",0.74739085783258,1,0.739221062923878,1.92978882896867,3,"a d",-1.39943840474051,1,-1.38402900246491,1.2572353298096,4,"b d",-1.20691565640108,1,-21.3098728468936,79.0598946101028,5,"a",0.348807659036397,8.29493558366359,6,"b",-10.2853258919849,56.1398500429597,7,"c",1.41043269173079,8.1980839208373,8,"d",-11.3469509246793,55.9253614549372,0.1,0.1
10,0,0,8,1,"W",1,"a c",0.510594615293337,1,-0.212985225731036,1.32215961562401,2,"b c",-0.405586142557587,1,0.181869801194972,1.53315920395263,3,"a d",0.934108916135695,1,-0.408713355216466,4.66751386869099,4,"b d",-0.0590659714851192,1,-1.18888543735092,1.91456025890701,5,"a",-0.310849290473751,3.31551685611716,6,"b",-0.503507818077974,1.81895036772236,7,"c",-0.015557712268032,1.39796099912496,8,"d",-0.798799396283693,3.46980557386942,0.5,0.5
