"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","M5","SD5","Num6","Str6","M6","SD6","Num7","Str7","M7","SD7","Num8","Str8","M8","SD8","offsetSd","offsetProp"
1,0,0,32,1,"W",1,"a c",0,1,0.296215754343704,1.34066275511992,2,"b c",0,1,0.416090275353983,1.62971702978863,3,"a d",0,1,-0.0710444731436187,2.22549286456567,4,"b d",0,1,-0.227994295616247,1.3758996079932,5,"a",0.112585640600043,1.83187877234698,6,"b",0.0940479898688681,1.53094491070274,7,"c",0.356153014848843,1.48154734233327,8,"d",-0.149519384379933,1.83708532440096,0.5,0.5
2,0,0,16,1,"W",1,"a c",0,1,0.304587954678749,1.80085137133861,2,"b c",0,1,0.252226058177577,1.69960917934741,3,"a d",0,1,-0.431976412361459,1.64934088152783,4,"b d",0,1,-0.194920474611354,1.63070691409297,5,"a",-0.0636942288413552,1.73940184018969,6,"b",0.0286527917831114,1.65410209739858,7,"c",0.278407006428163,1.72269471494847,8,"d",-0.313448443486407,1.61786916700815,0.9,0.9
3,0,0,24,1,"W",1,"a c",0,1,-0.00717842447406639,0.912792888756538,2,"b c",0,1,0.281960021973016,1.05990347615242,3,"a d",0,1,-0.0540786119197439,1.18885015633073,4,"b d",0,1,0.497649861344265,1.85543554185604,5,"a",-0.0306285181969052,1.04878017519389,6,"b",0.38980494165864,1.49877327954008,7,"c",0.137390798749475,0.98935500087586,8,"d",0.22178562471226,1.56654507928223,0.1,0.1
4,0,0,8,1,"W",1,"a c",0,1,0.0360383347389227,0.696867683658206,2,"b c",0,1,0.616930931391513,1.05377841329646,3,"a d",0,1,0.935811306381276,1.12835266939185,4,"b d",0,1,-0.00574117752854371,1.27099564644499,5,"a",0.4859248205601,1.01816815269216,6,"b",0.305594876931485,1.17280388710673,7,"c",0.326484633065218,0.913683366941397,8,"d",0.465035064426366,1.25873884181662,0.5,0.5
5,0,0,40,1,"W",1,"a c",0,1,-0.523380095386145,1.3125854530256,2,"b c",0,1,-0.206538526859873,1.4383729475712,3,"a d",0,1,-0.359154465283665,2.18270354457876,4,"b d",0,1,-0.0800440175082908,1.56847121364937,5,"a",-0.441267280334905,1.79145418343744,6,"b",-0.143291272184082,1.49662804925541,7,"c",-0.364959311123009,1.37743049444479,8,"d",-0.219599241395978,1.89371253012059,0.9,0.9
6,0,0,8,1,"W",1,"a c",0,1,-0.211641646148834,1.53131352942825,2,"b c",0,1,0.0513397897242955,1.68425338412746,3,"a d",0,1,-0.404982608684867,2.32738443709729,4,"b d",0,1,-0.288159988466505,0.825863208857225,5,"a",-0.308312127416851,1.90579815327413,6,"b",-0.118410099371105,1.29337689555643,7,"c",-0.0801509282122694,1.56094097804154,8,"d",-0.346571298575686,1.6881146999515,0.1,0.1
7,0,0,32,1,"W",1,"a c",0,1,0.306198808724787,1.06950703078306,2,"b c",0,1,0.184966932940847,1.55820936765095,3,"a d",0,1,0.28901449721397,1.43485196906839,4,"b d",0,1,-0.0455012514472008,1.33315277939842,5,"a",0.297606652969378,1.2553803833332,6,"b",0.069732840746823,1.44318070847321,7,"c",0.245582870832817,1.3271455708693,8,"d",0.121756622883384,1.38420456944585,0.5,0.5
8,0,0,16,1,"W",1,"a c",0,1,-0.151707745448731,1.73660925901071,2,"b c",0,1,0.488381039696153,2.33913793815351,3,"a d",0,1,0.0832440262077874,2.05329802270084,4,"b d",0,1,0.123787019151032,1.43320666781269,5,"a",-0.0342318596204716,1.87444001106627,6,"b",0.306084029423593,1.91722367394605,7,"c",0.168336647123711,2.05244448595553,8,"d",0.10351552267941,1.74193868373406,0.9,0.9
9,0,0,16,1,"W",1,"a c",0,1,-0.0501640746494707,1.37240352125806,2,"b c",0,1,0.0322720180299115,1.42956978858724,3,"a d",0,1,0.0177084442879403,1.05636813416797,4,"b d",0,1,0.437102477871325,1.12462084190113,5,"a",-0.0162278151807652,1.20520282500393,6,"b",0.234687247950618,1.28185511846673,7,"c",-0.00894602830977959,1.37912763168808,8,"d",0.227405461079632,1.09422849440646,0.1,0.1
10,0,0,16,1,"W",1,"a c",0,1,0.0152320189139204,1.94176651598982,2,"b c",0,1,0.159919436936797,1.49550375632544,3,"a d",0,1,0.196317128842124,2.18612146493977,4,"b d",0,1,0.161238339264916,1.59354299404609,5,"a",0.105774573878022,2.0360152295809,6,"b",0.160578888100857,1.52017269076183,7,"c",0.0875757279253588,1.70646121198713,8,"d",0.17877773405352,1.88189539982179,0.5,0.5
