"Data_Set","Num_Responses_per_Condition","BW","Trial","C1","Cstr1","C2","Cstr2","DF_ART_Omni","DF_Param","DF_ART_Con","T_ART_Omni","T_Param","T_ART_Con","P_ART_Omni","P_Param","P_ART_Con","P_Nonparam"
1,8,"between","1","5","a","6","b",28,28,28,-1.48982544790985,-1.22513318227887,-1.48982544790985,0.147449390259136,0.230731597728911,0.147449390259136,0.20987132187094
1,8,"between","2","7","c","8","d",28,28,28,1.29344791602225,0.881509666231438,1.29344791602225,0.206425623478051,0.385546770950052,0.206425623478051,0.18350676188255
1,8,"between","3","1","a c","2","b c",28,28,28,0.0255906007630383,-1.02894663653983,-1.35311750124293,0.97976539902015,0.312311719459395,0.186843019674101,0.194871794871795
1,8,"between","4","1","a c","3","a d",28,28,28,-0.486221414497733,0.460674807179955,0.541247000497171,0.63059406038749,0.648590038778257,0.592618072391564,0.645376845376845
1,8,"between","5","1","a c","4","b d",28,28,28,0.255906007630384,-0.242978518372302,0.0541247000497166,0.799894133052584,0.8097932464194,0.957220156338949,0.959129759129759
1,8,"between","6","2","b c","3","a d",28,28,28,-0.511812015260771,1.48962144371978,-1.8943645017401,0.612795791298838,0.147502769821536,0.0685484130815721,0.0498834498834499
1,8,"between","7","2","b c","4","b d",28,28,28,0.230315406867346,0.785968118167524,1.40724220129265,0.81952113325343,0.438487340512515,0.170359994696828,0.278632478632479
1,8,"between","8","3","a d","4","b d",28,28,28,0.742127422128117,-0.703653325552257,-0.487122300447455,0.464190502286426,0.487459397972259,0.629963554645206,0.798445998445998
2,24,"between","9","5","a","6","b",92,92,92,0.0650723697272652,-0.622999891397226,0.0650723697272654,0.948257569685816,0.534825931008938,0.948257569685816,0.881148272719304
2,24,"between","10","7","c","8","d",92,92,92,1.43830969334181,1.3228320752795,1.43830969334181,0.15373935677408,0.18916992046344,0.15373935677408,0.130675595526658
2,24,"between","11","1","a c","2","b c",92,92,92,0.184805343147897,-1.09047548534391,-0.336283552660439,0.853788499576561,0.27835161609348,0.73742285531794,0.720663932954535
