"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","Ms5","SDs5","M5","SD5","Num6","Str6","Ms6","SDs6","M6","SD6","Num7","Str7","Ms7","SDs7","M7","SD7","Num8","Str8","Ms8","SDs8","M8","SD8","Num9","Str9","Ms9","SDs9","M9","SD9","Num10","Str10","M10","SD10","Num11","Str11","M11","SD11","Num12","Str12","M12","SD12","Num13","Str13","M13","SD13","Num14","Str14","M14","SD14","Num15","Str15","M15","SD15"
1,0,0,40,1,"B",1,"a d",0,1,0.620690021370088,1.42132894123214,2,"b d",0,1,-0.213009092092101,1.47159133397236,3,"c d",0,1,0.611108737937952,2.2506269666671,4,"a e",0,1,-0.444812431080653,4.13776737653189,5,"b e",0,1,0.19139338944696,1.74213246632464,6,"c e",0,1,0.35275588167556,2.84980636265655,7,"a f",0,1,-0.289969601855059,1.31293842145244,8,"b f",0,1,0.0270837046644133,1.29540715664536,9,"c f",0,1,-0.137233967052295,1.48778715044076,10,"a",-0.0380306705218749,2.65724518642221,11,"b",0.00182266733975771,1.5106843006552,12,"c",0.275543550853739,2.26809615157346,13,"d",0.339596555738646,1.78489527890928,14,"e",0.0331122800139556,3.06381643431104,15,"f",-0.13337328808098,1.36280684424013
2,0,0,16,1,"B",1,"a d",0,1,-0.108454561758669,0.753609283483249,2,"b d",0,1,-0.0185287091751954,1.84642583700656,3,"c d",0,1,0.375624235538015,1.30734798945765,4,"a e",0,1,0.172418543525376,1.43968145340856,5,"b e",0,1,0.641940206189249,1.31060657385547,6,"c e",0,1,0.209770808716725,1.43604453597829,7,"a f",0,1,-0.465436297619703,1.17723868535689,8,"b f",0,1,-0.27869913477931,1.41703733598969,9,"c f",0,1,0.905235131151919,1.36408315919019,10,"a",-0.133824105284332,1.16388770335357,11,"b",0.114904120744915,1.55899933584208,12,"c",0.496876725135553,1.37379579826412,13,"d",0.0828803215347167,1.36379539701349,14,"e",0.341376519477117,1.3835525431873,15,"f",0.0536998995843021,1.43290204817672
3,0,0,16,1,"B",1,"a d",0,1,-0.500806747491766,1.17152439728662,2,"b d",0,1,0.148114240735242,1.10296972872953,3,"c d",0,1,-0.135986428123465,0.89403013500403,4,"a e",0,1,-0.0947680048153727,2.1522224537353,5,"b e",0,1,-0.0672846051543569,1.72624259620264,6,"c e",0,1,0.220874744239262,1.30704879013048,7,"a f",0,1,-0.206582663938884,1.69274916157687,8,"b f",0,1,-0.0231565651528408,1.21498907694363,9,"c f",0,1,0.170225948605175,1.54051259039662,10,"a",-0.267385805415341,1.69138384504451,11,"b",0.0192243568093482,1.34879058065313,12,"c",0.0850380882403242,1.25821258255863,13,"d",-0.162892978293329,1.07397338870814,14,"e",0.0196073780898443,1.73072067714901,15,"f",-0.0198377601621834,1.47213696550957
4,0,0,24,1,"B",1,"a d",0,1,0.173905186840403,1.22916876276331,2,"b d",0,1,-0.245723701862404,1.11669525220237,3,"c d",0,1,-0.240866981888744,1.65497412197395,4,"a e",0,1,0.0306364451669396,1.24259167678149,5,"b e",0,1,-0.0713547544920057,1.13337504708202,6,"c e",0,1,-0.351574023110944,1.86034331818261,7,"a f",0,1,-0.0943062356956609,1.25605325130133,8,"b f",0,1,-0.204479994877171,1.27775133182738,9,"c f",0,1,-0.282193817880688,1.70417666667661,10,"a",0.0367451321038938,1.22998605691997,11,"b",-0.173852817077194,1.16386392326791,12,"c",-0.291544940960125,1.71793775423967,13,"d",-0.104228498970248,1.34903023878668,14,"e",-0.130764110812003,1.4366306275763,15,"f",-0.193660016151173,1.40953579163563
5,0,0,32,1,"B",1,"a d",0,1,0.247204177253735,1.39349547943429,2,"b d",0,1,0.2834428976126,0.937063228782246,3,"c d",0,1,0.391386810100931,2.04206988129209,4,"a e",0,1,-0.167626578252907,1.63103503109655,5,"b e",0,1,0.391718409972097,1.03411247167522,6,"c e",0,1,0.35761172594789,1.18522023075972,7,"a f",0,1,0.21343158146381,1.7979477581623,8,"b f",0,1,0.0572142239606268,1.12750296690113,9,"c f",0,1,0.100785547491044,1.79035662808593,10,"a",0.097669726821546,1.61007663969393,11,"b",0.244125177181775,1.0343846450028,12,"c",0.283261361179955,1.69768231847045,13,"d",0.307344628322422,1.51153112711838,14,"e",0.193901185889027,1.31972509439799,15,"f",0.123810450971827,1.58746021209614
6,0,0,32,1,"B",1,"a d",0,1,0.0578073048522523,1.40435018291798,2,"b d",0,1,0.0314424733125086,1.35021711379447,3,"c d",0,1,0.244588927254974,1.3629862811853,4,"a e",0,1,0.102135546151536,1.95431578542843,5,"b e",0,1,-0.346213222836979,1.79402856858621,6,"c e",0,1,0.166218617054639,1.17750364274372,7,"a f",0,1,-0.389113221732346,1.97648832046859,8,"b f",0,1,0.082394694519102,1.90540424073863,9,"c f",0,1,0.0311352592137799,1.33556094046247,10,"a",-0.0763901235761861,1.79286704270987,11,"b",-0.0774586850017895,1.69316403475528,12,"c",0.147314267841131,1.28396264347805,13,"d",0.111279568473245,1.36153042469366,14,"e",-0.0259530198769347,1.67377736094067,15,"f",-0.0918610893331548,1.75687489166305
7,0,0,24,1,"B",1,"a d",0,1,-0.0328121692148507,0.964482188730515,2,"b d",0,1,0.24060688154961,1.39836606423004,3,"c d",0,1,0.355344490483092,1.28649416581585,4,"a e",0,1,1.62924637755026,3.70991109501145,5,"b e",0,1,0.146708806921487,1.52172811599301,6,"c e",0,1,0.412158237544441,1.22507985049018,7,"a f",0,1,-0.41101512292366,1.38068351530832,8,"b f",0,1,-0.0611068594982126,0.966573193733144,9,"c f",0,1,-0.805227286535538,2.38541475110852,10,"a",0.39513969513725,2.48472535988358,11,"b",0.108736276324295,1.30474369368185,12,"c",-0.0125748528360016,1.78458800957235,13,"d",0.18771306760595,1.22385493631094,14,"e",0.729371140672063,2.4733383315035,15,"f",-0.42578308965247,1.69031950247872
8,0,0,16,1,"B",1,"a d",0,1,0.0209023143619396,1.06321387240564,2,"b d",0,1,-0.571239803836335,1.29282914935204,3,"c d",0,1,0.129913450604318,1.47927820194033,4,"a e",0,1,-0.466574319247915,1.63525701825684,5,"b e",0,1,0.0765898964020802,2.10933506654253,6,"c e",0,1,-0.117727974269851,1.06999243183557,7,"a f",0,1,-0.175164089921684,1.46087083690975,8,"b f",0,1,0.0975070527608534,1.23390639835314,9,"c f",0,1,-0.223129304128809,1.39018631595358,10,"a",-0.206945364935886,1.39150004609011,11,"b",-0.132380951557801,1.59303156676031,12,"c",-0.0703146092647807,1.30496232182903,13,"d",-0.140141346290026,1.29981007405059,14,"e",-0.169237465705229,1.64023579343866,15,"f",-0.100262113763213,1.34319726263198
9,0,0,32,1,"B",1,"a d",0,1,-0.2445650143444,1.66025803175232,2,"b d",0,1,0.520902649041576,3.97395264839782,3,"c d",0,1,0.145797003932274,1.06797678471731,4,"a e",0,1,-0.366557731098554,1.07740184338547,5,"b e",0,1,0.287570987674997,1.25392040465347,6,"c e",0,1,0.198372481124624,1.18191266501584,7,"a f",0,1,0.233052310220065,1.66956113425798,8,"b f",0,1,-0.131536890053645,1.38988148290154,9,"c f",0,1,0.219772677459205,2.17143768936596,10,"a",-0.12602347840763,1.50183143290479,11,"b",0.225645582220976,2.52395447779322,12,"c",0.187980720838701,1.5387089032073,13,"d",0.140711546209817,2.55414121514912,14,"e",0.0397952459003556,1.19685589020392,15,"f",0.107096032541875,1.76277579273682
10,0,0,8,1,"B",1,"a d",0,1,-0.00607378191109895,0.620484906434544,2,"b d",0,1,0.225070610194637,1.21844872262631,3,"c d",0,1,-0.320362297476282,1.45101111221613,4,"a e",0,1,-0.192335406118537,0.842490407155471,5,"b e",0,1,-0.467146103196169,1.0843260144181,6,"c e",0,1,-0.140500940770375,2.06330564840582,7,"a f",0,1,1.14518247164504,1.63166154947243,8,"b f",0,1,0.192256114418161,1.38082804770197,9,"c f",0,1,0.406848909056324,0.999776416179929,10,"a",0.315591094538469,1.22824039792646,11,"b",-0.0166064595277902,1.22313927641082,12,"c",-0.0180047763967776,1.52986107043481,13,"d",-0.0337884897309144,1.1233600584918,14,"e",-0.266660816695027,1.37512942918881,15,"f",0.581429165039843,1.36696939472148
