"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","M5","SD5","Num6","Str6","M6","SD6","Num7","Str7","M7","SD7","Num8","Str8","M8","SD8"
1,0,0,8,1,"B",1,"a c",0,1,-0.00979600475658508,0.998971382429248,2,"b c",0,1,0.0592020644435271,1.11478388248352,3,"a d",0,1,-0.0825286741224345,0.688978624831245,4,"b d",0,1,-0.193919351988474,0.736741618788504,5,"a",-0.0461623394395098,0.829843669754773,6,"b",-0.0673586437724734,0.922135240563158,7,"c",0.024703029843471,1.02319276212963,8,"d",-0.138224013055454,0.691471370377112
2,0,0,16,1,"B",1,"a c",0,1,0.149962609012954,1.0198318071547,2,"b c",0,1,-0.162041697466873,1.00516696390491,3,"a d",0,1,-0.0836674283856366,0.79225987283331,4,"b d",0,1,0.236004926567559,0.773357123625961,5,"a",0.0331475903136585,0.906119932063985,6,"b",0.0369816145503429,0.905078091606256,7,"c",-0.0060395442269597,1.00859270530853,8,"d",0.0761687490909611,0.787070466936721
3,0,0,8,1,"B",1,"a c",0,1,-0.175274942626958,0.8939737947347,2,"b c",0,1,-0.0261354158338434,1.1737559108884,3,"a d",0,1,-0.010897878804709,0.749738808177582,4,"b d",0,1,0.212328137396023,1.20352482780501,5,"a",-0.0930864107158335,0.801546890271663,6,"b",0.09309636078109,1.15500892092647,7,"c",-0.100705179230401,1.01084832300839,8,"d",0.100715129295657,0.9754787357549
4,0,0,8,1,"B",1,"a c",0,1,-0.535879393765539,0.745177004922128,2,"b c",0,1,-0.337843536225147,1.37796517649364,3,"a d",0,1,-0.651596751092583,0.786517108456491,4,"b d",0,1,0.129171239063617,1.14502158294528,5,"a",-0.593738072429061,0.742556284783106,6,"b",-0.104336148580765,1.24743599361863,7,"c",-0.436861464995343,1.07503210425066,8,"d",-0.261212756014483,1.03105705399676
5,0,0,32,1,"B",1,"a c",0,1,0.0421473972845983,0.922863999266846,2,"b c",0,1,0.0111514046126486,0.96054312128161,3,"a d",0,1,0.0685430568517461,1.13597889717278,4,"b d",0,1,0.115806314303569,1.10313817430118,5,"a",0.0553452270681722,1.02676139164441,6,"b",0.0634788594581088,1.0274139743439,7,"c",0.0266494009486235,0.934517314875203,8,"d",0.0921746855776575,1.11101240493678
6,0,0,8,1,"B",1,"a c",0,1,0.043066719828268,0.40306959461109,2,"b c",0,1,0.255851598030107,1.05245467149192,3,"a d",0,1,-0.252415140252592,0.976724107784586,4,"b d",0,1,-0.204057023669612,0.926256585287639,5,"a",-0.104674210212162,0.737763452801334,6,"b",0.0258972871802472,0.986757263045377,7,"c",0.149459158929187,0.777688504611849,8,"d",-0.228236081961102,0.919889223090549
7,0,0,32,1,"B",1,"a c",0,1,0.0740662568067088,0.966621179706367,2,"b c",0,1,-0.216637349752151,1.02256303217452,3,"a d",0,1,0.239374030720858,0.922275558455206,4,"b d",0,1,-0.3388319812113,1.11255617774941,5,"a",0.156720143763784,0.940876293642041,6,"b",-0.277734665481726,1.06178057214545,7,"c",-0.0712855464727213,0.997869785414295,8,"d",-0.0497289752452208,1.05476042688173
8,0,0,24,1,"B",1,"a c",0,1,0.168589209539811,1.04421546422789,2,"b c",0,1,0.00458663546461181,1.40307111119795,3,"a d",0,1,-0.240033054623852,0.961907051233382,4,"b d",0,1,0.191980897069204,0.879921880511662,5,"a",-0.0357219225420205,1.01440309887126,6,"b",0.0982837662669079,1.16242074692704,7,"c",0.0865879225022116,1.22630421362181,8,"d",-0.0240260787773242,0.937728917264156
9,0,0,16,1,"B",1,"a c",0,1,0.134321925794831,0.723111381930622,2,"b c",0,1,-0.463509072960569,0.621428443482759,3,"a d",0,1,-0.130177087304034,1.05812282608802,4,"b d",0,1,-0.114516658921049,1.13871582732039,5,"a",0.0020724192453984,0.901564725995399,6,"b",-0.289012865940809,0.919625999135193,7,"c",-0.164593573582869,0.7294533070088,8,"d",-0.122346873112541,1.0813138177969
10,0,0,16,1,"B",1,"a c",0,1,-0.107487485956794,1.11891932007655,2,"b c",0,1,-0.473286974786536,1.01878327294458,3,"a d",0,1,-0.250107064719033,1.11353801335568,4,"b d",0,1,-0.367521874627053,1.10633954920174,5,"a",-0.178797275337914,1.10046812670059,6,"b",-0.420404424706795,1.04754841880071,7,"c",-0.290387230371665,1.06890011542327,8,"d",-0.308814469673043,1.09352347763676
11,0,0,40,1,"B",1,"a c",0,1,-0.0106666664196071,0.886697847548713,2,"b c",0,1,-0.0324777037324839,0.774702298805023,3,"a d",0,1,0.181617802793852,1.15238174296011,4,"b d",0,1,-0.0537628895241412,1.00790017620809,5,"a",0.0854755681871223,1.02620056125614,6,"b",-0.0431202966283125,0.893252423285108,7,"c",-0.0215721850760455,0.827371824079758,8,"d",0.0639274566348553,1.08218071461647
12,0,0,24,1,"B",1,"a c",0,1,-0.203709449757291,1.14927350257624,2,"b c",0,1,0.167920579897398,0.919630362279978,3,"a d",0,1,-0.186779931231009,0.900378689339159,4,"b d",0,1,0.324074161851624,1.11155418494229,5,"a",-0.19524469049415,1.02134871996922,6,"b",0.245997370874511,1.01228496122086,7,"c",-0.0178944349299467,1.0466557385531,8,"d",0.0686471153103077,1.03343113831921
