"Data_Set","Num_Responses_per_Condition","BW","Trial","C1","Cstr1","C2","Cstr2","DF_ART_Omni","DF_Param","DF_ART_Con","T_ART_Omni","T_Param","T_ART_Con","P_ART_Omni","P_Param","P_ART_Con","P_Nonparam"
1,8,"between","1","5","a","6","b",28,28,28,0.505251977620459,0.0664275884247326,0.505251977620459,0.617335992416703,0.947509458334744,0.617335992416703,0.642022222684723
1,8,"between","2","7","c","8","d",28,28,28,0.179912326953459,0.510600828282942,0.179912326953459,0.858517134293636,0.613632882526832,0.858517134293636,0.925995689195583
1,8,"between","3","1","a c","2","b c",28,28,28,0.178318630739433,-0.152900983812834,0.127346841547328,0.859756665540175,0.879572920203276,0.899576063735704,0.959129759129759
1,8,"between","4","1","a c","3","a d",28,28,28,-0.356637261478868,0.161176926112504,-0.12734684154733,0.724036988454892,0.873111387751284,0.899576063735703,0.959129759129759
1,8,"between","5","1","a c","4","b d",28,28,28,0.0764222703168995,0.408020706391334,0.407509892951451,0.939626610744594,0.686361797294967,0.686732513056447,0.720901320901321
1,8,"between","6","2","b c","3","a d",28,28,28,-0.534955892218301,0.314077909925339,0.254693683094657,0.596903588136301,0.755790057466335,0.800821049229333,0.798445998445998
1,8,"between","7","2","b c","4","b d",28,28,28,-0.101896360422533,0.560921690204168,0.280163051404123,0.919565161570458,0.579312530175653,0.781411913128964,0.798445998445998
1,8,"between","8","3","a d","4","b d",28,28,28,0.433059531795767,0.246843780278829,0.53485673449878,0.66828930763649,0.806830009563181,0.596971253462009,0.645376845376845
2,16,"between","9","5","a","6","b",60,60,60,0.104903561735813,-0.016945770834581,0.104903561735812,0.916802238724685,0.986536102938063,0.916802238724685,1
2,16,"between","10","7","c","8","d",60,60,60,-0.499692976927025,-0.363347442078836,-0.499692976927025,0.619118870324629,0.717622424590955,0.619118870324629,0.607530734525206
2,16,"between","11","1","a c","2","b c",60,60,60,0.795518956911348,0.975106531929654,0.816802395007558,0.429447686179203,0.33342251619363,0.417272764025793,0.445036228847858
2,16,"between","12","1","a c","3","a d",60,60,60,0.711287537944264,0.730163561178488,0.450649597245549,0.479662301418748,0.468131603263555,0.653866446729413,0.589580811312111
2,16,"between","13","1","a c","4","b d",60,60,60,-0.0467952327594904,-0.268907909690297,-0.366152797762009,0.962831838621715,0.788923072373244,0.715538991458126,0.668930879611627
2,16,"between","14","2","b c","3","a d",60,60,60,-0.0842314189670839,-0.244942970751166,0.366152797762009,0.933152854951103,0.807336394918204,0.715538991458126,0.668930879611627
2,16,"between","15","2","b c","4","b d",60,60,60,-0.842314189670839,-1.24401444161995,-1.18295519276957,0.402957191013364,0.218332428674082,0.241493186217699,0.27032576790602
2,16,"between","16","3","a d","4","b d",60,60,60,-0.758082770703755,-0.999071470868785,-0.816802395007559,0.451368836279505,0.321772345182281,0.417272764025793,0.445036228847858
3,8,"between","17","5","a","6","b",28,28,28,-0.323066303057425,-0.514681434230451,-0.323066303057425,0.749045393866602,0.610814767248752,0.749045393866602,0.809125348441329
3,8,"between","18","7","c","8","d",28,28,28,-0.540838486048707,-0.556803899962594,-0.540838486048707,0.592895901242272,0.582085038650669,0.592895901242272,0.615563482282295
3,8,"between","19","1","a c","2","b c",28,28,28,0.101357507568448,-0.291525651496585,-0.254764519887321,0.919989010475004,0.772798219222223,0.800766880855522,0.878477078477078
3,8,"between","20","1","a c","3","a d",28,28,28,-0.0506787537842245,-0.321310732656081,-0.433099683808445,0.959941315820706,0.750361159444471,0.668260485313869,0.720901320901321
3,8,"between","21","1","a c","4","b d",28,28,28,0.0506787537842236,-0.757654545749836,-0.535005491763373,0.959941315820706,0.454987386372163,0.596869742738428,0.573737373737374
3,8,"between","22","2","b c","3","a d",28,28,28,-0.152036261352672,-0.0297850811594959,0.178335163921124,0.880248557963483,0.976449748997179,0.859743804628843,0.720901320901321
