"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","Ms5","SDs5","M5","SD5","Num6","Str6","Ms6","SDs6","M6","SD6","Num7","Str7","Ms7","SDs7","M7","SD7","Num8","Str8","Ms8","SDs8","M8","SD8","Num9","Str9","M9","SD9","Num10","Str10","M10","SD10","Num11","Str11","M11","SD11","Num12","Str12","M12","SD12","Num13","Str13","M13","SD13","Num14","Str14","M14","SD14","Num15","Str15","M15","SD15","Num16","Str16","M16","SD16","Num17","Str17","M17","SD17","Num18","Str18","M18","SD18","Num19","Str19","M19","SD19","Num20","Str20","M20","SD20","Num21","Str21","M21","SD21","Num22","Str22","M22","SD22","Num23","Str23","M23","SD23","Num24","Str24","M24","SD24","Num25","Str25","M25","SD25","Num26","Str26","M26","SD26","offsetSd","offsetProp"
1,0,0,40,1,"W",1,"a c e",0,1,-0.149085370041768,1.48742783677989,2,"b c e",0,1,0.00278052663951944,1.6645594280108,3,"a d e",0,1,-0.0458469667372046,1.32475193384677,4,"b d e",0,1,-0.0530023461678775,1.51064757674642,5,"a c f",0,1,0.0272481437045127,1.46828756468045,6,"b c f",0,1,-0.283777192250318,1.99664831553401,7,"a d f",0,1,0.0325989947919426,1.22883099324172,8,"b d f",0,1,-0.167564833250574,1.44170810969599,9,"a,c",-0.0609186131686279,1.47118293017101,10,"b,c",-0.140498332805399,1.83213041708688,11,"a,d",-0.00662398597263096,1.27019291831222,12,"b,d",-0.110283589709226,1.46833690423166,13,"a,e",-0.0974661683894865,1.40046160715825,14,"b,e",-0.025110909764179,1.57962496753944,15,"a,f",0.0299235692482277,1.345270373989,16,"b,f",-0.225671012750446,1.73135657011561,17,"c,e",-0.0731524217011245,1.57031824442354,18,"d,e",-0.049424656452541,1.4117273363165,19,"c,f",-0.128264524272902,1.74838506702251,20,"d,f",-0.0674829192293158,1.33480515156164,21,"a",-0.0337712995706294,1.37030889438415,22,"b",-0.125390961257312,1.65506847311648,23,"c",-0.100708472987014,1.65673529563981,24,"d",-0.0584537878409284,1.3695077257895,25,"e",-0.0612885390768328,1.4884746395963,26,"f",-0.0978737217511092,1.55080346759789,0.5,0.5
2,0,0,40,1,"W",1,"a c e",0,1,0.358194763008903,2.19617993421203,2,"b c e",0,1,-0.0580031521050699,1.80774957353407,3,"a d e",0,1,0.0858673270421495,1.52701527955689,4,"b d e",0,1,0.466400092855194,1.49487923846579,5,"a c f",0,1,0.46506120301871,1.91073241601216,6,"b c f",0,1,0.137898951477954,1.65612025535117,7,"a d f",0,1,-0.0770304454757575,1.59404332707728,8,"b d f",0,1,0.147036137025161,1.71634803597561,9,"a,c",0.411627983013807,2.04604741154336,10,"b,c",0.0399478996864422,1.72540427365002,11,"a,d",0.00441844078319598,1.55314281458481,12,"b,d",0.306718114940178,1.60726173671842,13,"a,e",0.222031045025526,1.88440482286193,14,"b,e",0.204198470375062,1.66916279756276,15,"a,f",0.194015378771476,1.76950359334182,16,"b,f",0.142467544251558,1.67580126353239,17,"c,e",0.150095805451917,2.00953373970114,18,"d,e",0.276133709948672,1.51359764305303,19,"c,f",0.301480077248332,1.7842219051631,20,"d,f",0.0350028457747018,1.64966540652966,21,"a",0.208023211898501,1.82215442127568,22,"b",0.17333300731331,1.66750512156328,23,"c",0.225787941350124,1.89575644430038,24,"d",0.155568277861687,1.58273565465931,25,"e",0.213114757700294,1.77445626811148,26,"f",0.168241461511517,1.71805627642387,0.9,0.9
3,0,0,24,1,"W",1,"a c e",0,1,0.0164822125537293,1.48057074164144,2,"b c e",0,1,0.070092913786893,1.12995733385604,3,"a d e",0,1,0.357705541375912,1.61956435148767,4,"b d e",0,1,0.103374540100714,1.42816349091621,5,"a c f",0,1,-0.16867787898305,0.966425814150208,6,"b c f",0,1,-0.235437223998827,1.48245313793317,7,"a d f",0,1,0.0538468883659267,1.17466323054721,8,"b d f",0,1,-0.370709632975777,3.07405172302163,9,"a,c",-0.0760978332146603,1.24037561525298,10,"b,c",-0.0826721551059667,1.3130524310861,11,"a,d",0.205776214870919,1.40797784700387,12,"b,d",-0.133667546437532,2.38324962999834,13,"a,e",0.187093876964821,1.5446820491039,14,"b,e",0.0867337269438033,1.27405990591632,15,"a,f",-0.0574154953085615,1.07001586916529,16,"b,f",-0.303073428487302,2.38840814717049,17,"c,e",0.0432875631703112,1.30317970484189,18,"d,e",0.230540040738313,1.51599221733965,19,"c,f",-0.202057551490938,1.23840445917327,20,"d,f",-0.158431372304925,2.3120609577523,21,"a",0.0648391908281295,1.3274063982079,22,"b",-0.108169850771749,1.91407454770102,23,"c",-0.0793849941603135,1.27049530310315,24,"d",0.0360543342166937,1.95446185671229,25,"e",0.136913801954312,1.40928306460524,26,"f",-0.180244461897932,1.84496879807248,0.1,0.1
4,0,0,8,1,"W",1,"a c e",0,1,-1.75422775325117,3.83073370802213,2,"b c e",0,1,-0.278485811183464,0.781143740688483,3,"a d e",0,1,0.46405308445513,1.3234138263098,4,"b d e",0,1,0.357041656326563,1.34503284731103,5,"a c f",0,1,0.279509461800882,1.6562465936043,6,"b c f",0,1,-0.549374205049579,0.559574143209549,7,"a d f",0,1,0.580541425344862,1.32308211140031,8,"b d f",0,1,-0.0598794541035027,0.902177311946424,9,"a,c",-0.737359145725146,3.03828968208289,10,"b,c",-0.413930008116522,0.671152414149669,11,"a,d",0.522297254899996,1.27979350257456,12,"b,d",0.14858110111153,1.1271365988511,13,"a,e",-0.645087334398022,2.99627205909671,14,"b,e",0.0392779225715493,1.11207532645278,15,"a,f",0.430025443572872,1.4564425686957,16,"b,f",-0.304626829576541,0.768016940455182,17,"c,e",-1.01635678221732,2.7773392676693,18,"d,e",0.410547370390846,1.29020846881671,19,"c,f",-0.134932371624349,1.2686508460226,20,"d,f",0.26033098562068,1.14285743763085,21,"a",-0.107530945412575,2.38090527648447,22,"b",-0.132674453502496,0.956212068467474,23,"c",-0.575644576920834,2.17063687387862,24,"d",0.335439178005763,1.20136931194723,25,"e",-0.302904705913236,2.2501771485604,26,"f",0.0626993069981654,1.20461259132546,0.5,0.5
5,0,0,24,1,"W",1,"a c e",0,1,-0.904891282141696,1.64835438997136,2,"b c e",0,1,-0.16121933582846,1.41981476439288,3,"a d e",0,1,0.813711492755155,2.82138997715458,4,"b d e",0,1,-0.268636698685629,1.37493927069136,5,"a c f",0,1,0.320636719880631,2.94387313443816,6,"b c f",0,1,-0.202868964316701,1.57286876151998,7,"a d f",0,1,0.20271390720365,3.04230348056205,8,"b d f",0,1,-0.449573590690313,1.61623021848635,9,"a,c",-0.292127281130532,2.44010217268116,10,"b,c",-0.182044150072581,1.48242174448238,11,"a,d",0.508212699979403,2.91891997524386,12,"b,d",-0.359105144687971,1.48720782650424,13,"a,e",-0.0455898946932705,2.4452357443304,14,"b,e",-0.214928017257044,1.38367454845128,15,"a,f",0.261675313542141,2.96207538645016,16,"b,f",-0.326221277503507,1.5825580696193,17,"c,e",-0.533055308985078,1.56758614577287,18,"d,e",0.272537397034763,2.26266561645898,19,"c,f",0.0588838777819652,2.34981084520391,20,"d,f",-0.123429841743332,2.43234144815604,21,"a",0.108042709424435,2.706055786747,22,"b",-0.270574647380276,1.47965998100856,23,"c",-0.237085715601556,2.00897843286951,24,"d",0.0745537776457159,2.34510053668372,25,"e",-0.130258955975157,1.97802044946877,26,"f",-0.0322729819806832,2.38057672725412,0.9,0.9
6,0,0,8,1,"W",1,"a c e",0,1,-0.116761009032098,1.52100503747034,2,"b c e",0,1,0.321630895600062,1.0437535374773,3,"a d e",0,1,0.474217779537829,0.562218236053951,4,"b d e",0,1,-0.198383468373838,1.34218228077432,5,"a c f",0,1,-0.504220986356552,1.89218205468302,6,"b c f",0,1,0.671186020313031,1.58538607240909,7,"a d f",0,1,-0.0483927260878398,1.42627139073615,8,"b d f",0,1,1.32460012214565,3.87771671700592,9,"a,c",-0.310490997694325,1.67047230248684,10,"b,c",0.496408457956546,1.30916890328554,11,"a,d",0.212912526724995,1.08150706384654,12,"b,d",0.563108326885905,2.91141314545781,13,"a,e",0.178728385252865,1.14902403215049,14,"b,e",0.0616237136131121,1.19213485835854,15,"a,f",-0.276306856222196,1.63571266156613,16,"b,f",0.997893071229339,2.88165174284294,17,"c,e",0.102434943283982,1.28033574360357,18,"d,e",0.137917155581995,1.05300737867635,19,"c,f",0.0834825169782391,1.79226002599853,20,"d,f",0.638103698028904,2.91017750394322,21,"a",-0.0487892354846654,1.40957141316168,22,"b",0.529758392421226,2.2207913207018,23,"c",0.0929587301311105,1.53217858612122,24,"d",0.38801042680545,2.16773151294025,25,"e",0.120176049432989,1.15327491948843,26,"f",0.360793107503572,2.39408393022967,0.1,0.1
7,0,0,8,1,"W",1,"a c e",0,1,-0.0208329554214821,0.710919034863076,2,"b c e",0,1,0.251578286629521,1.06937864544782,3,"a d e",0,1,0.402597192543039,1.77375414362442,4,"b d e",0,1,-0.149123285885646,0.993159400417095,5,"a c f",0,1,0.0624149690164703,0.710018958367885,6,"b c f",0,1,-0.223411047929112,1.11098337351856,7,"a d f",0,1,0.131582210266293,1.05120948794991,8,"b d f",0,1,-0.0835749218187872,1.05451021366335,9,"a,c",0.0207910067974941,0.687723318168974,10,"b,c",0.0140836193502043,1.08158657156356,11,"a,d",0.267089701404666,1.41545075340069,12,"b,d",-0.116349103852216,0.990141001730816,13,"a,e",0.190882118560778,1.32359207748987,14,"b,e",0.0512275003719377,1.018227249511,15,"a,f",0.0969985896413817,0.867306735076373,16,"b,f",-0.15349298487395,1.04887709789556,17,"c,e",0.115372665604019,0.888431857055879,18,"d,e",0.126736953328697,1.4176404678644,19,"c,f",-0.0804980394563209,0.912712546577047,20,"d,f",0.0240036442237529,1.02321071840496,21,"a",0.14394035410108,1.10179131770042,22,"b",-0.051132742251006,1.02216140838726,23,"c",0.0174373130738492,0.891578032415639,24,"d",0.0753702987762248,1.21727356797729,25,"e",0.121054809466358,1.16378509389118,26,"f",-0.028247197616284,0.955247482191093,0.5,0.5
8,0,0,16,1,"W",1,"a c e",0,1,-1.27772366384603,3.54640679953898,2,"b c e",0,1,0.0601065678938868,1.69057842644417,3,"a d e",0,1,-0.268647871840176,1.25153434310636,4,"b d e",0,1,-0.713419006303022,1.10233261136472,5,"a c f",0,1,-0.814011768594169,1.62778624479417,6,"b c f",0,1,0.0874806458485491,2.08131916523256,7,"a d f",0,1,-0.486025672467358,1.34472028749756,8,"b d f",0,1,-0.395742589647433,0.966182359582401,9,"a,c",-1.0458677162201,2.72456311071741,10,"b,c",0.0737936068712179,1.86526109885533,11,"a,d",-0.377336772153767,1.28260304647175,12,"b,d",-0.554580797975227,1.03233261575798,13,"a,e",-0.773185767843103,2.66576843989268,14,"b,e",-0.326656219204567,1.45784444878048,15,"a,f",-0.650018720530764,1.47812009736484,16,"b,f",-0.154130971899442,1.61494037496619,17,"c,e",-0.608808547976072,2.81610670898603,18,"d,e",-0.491033439071599,1.18191618428888,19,"c,f",-0.36326556137281,1.89417759395745,20,"d,f",-0.440884131057396,1.1527236097396,21,"a",-0.711602244186933,2.13908708558785,22,"b",-0.240393595552005,1.52861524518907,23,"c",-0.486037054674441,2.38392100680612,24,"d",-0.465958785064497,1.15838464737793,25,"e",-0.549920993523835,2.14317226816847,26,"f",-0.402074846215103,1.55590778429107,0.9,0.9
9,0,0,16,1,"W",1,"a c e",0,1,0.0665191102341692,1.03657286017824,2,"b c e",0,1,0.0451882900488276,1.54063081058126,3,"a d e",0,1,-0.0506228849701981,1.44358319078116,4,"b d e",0,1,1.28638309937136,2.91850781771151,5,"a c f",0,1,-0.0769006778672196,1.54140042896798,6,"b c f",0,1,0.181422425775425,1.24316682923687,7,"a d f",0,1,0.0729099231444029,1.13113614055937,8,"b d f",0,1,-0.462656047549202,1.41483471196118,9,"a,c",-0.00519078381652522,1.29416223416072,10,"b,c",0.113305357912126,1.37879779115024,11,"a,d",0.0111435190871024,1.27725895769313,12,"b,d",0.411863525911079,2.42476989705034,13,"a,e",0.00794811263198555,1.23766186720826,14,"b,e",0.665785694710094,2.38065445112735,15,"a,f",-0.00199537736140837,1.3321134008317,16,"b,f",-0.140616810886889,1.35035254716492,17,"c,e",0.0558537001414984,1.2917110291252,18,"d,e",0.617880107200582,2.36455673182481,19,"c,f",0.0522608739541026,1.38371324088561,20,"d,f",-0.1948730622024,1.2890736950763,21,"a",0.00297636763528859,1.27551984599752,22,"b",0.262584441911603,1.96244323000714,23,"c",0.0540572870478005,1.32783854513816,24,"d",0.211503522499091,1.93303408537935,25,"e",0.33686690367104,1.91113280817301,26,"f",-0.0713060941241486,1.33240906043615,0.1,0.1
10,0,0,24,1,"W",1,"a c e",0,1,0.28116440883531,1.29728387054056,2,"b c e",0,1,-0.502138703221693,1.5773700539878,3,"a d e",0,1,-0.0138202660584202,1.4630293040322,4,"b d e",0,1,0.417928385224824,1.58378907254655,5,"a c f",0,1,0.280822548501503,1.46283488927643,6,"b c f",0,1,0.0648129015331912,1.03214315565847,7,"a d f",0,1,-0.161247715578622,1.45836405666522,8,"b d f",0,1,-0.0705061437996589,1.73493309551242,9,"a,c",0.280993478668406,1.36775264145357,10,"b,c",-0.218662900844251,1.34943465253229,11,"a,d",-0.0875339908185212,1.44699445629482,12,"b,d",0.173711120712583,1.66174462878454,13,"a,e",0.133672071388445,1.37595147552647,14,"b,e",-0.0421051589984341,1.63132511062569,15,"a,f",0.0597874164614404,1.46214270796159,16,"b,f",-0.00284662113323386,1.41385182904285,17,"c,e",-0.110487147193191,1.48249878854594,18,"d,e",0.202054059583202,1.52399434509505,19,"c,f",0.172817725017347,1.25714677263349,20,"d,f",-0.115876929689141,1.58614771823398,21,"a",0.0967297439249426,1.41269764859069,22,"b",-0.022475890065834,1.5185392021567,23,"c",0.0311652889120778,1.37459142605716,24,"d",0.0430885649470308,1.55540422936073,25,"e",0.0457834561950053,1.5036844397844,26,"f",0.0284703976641033,1.43095681023434,0.5,0.5
