"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","Ms5","SDs5","M5","SD5","Num6","Str6","Ms6","SDs6","M6","SD6","Num7","Str7","Ms7","SDs7","M7","SD7","Num8","Str8","Ms8","SDs8","M8","SD8","Num9","Str9","M9","SD9","Num10","Str10","M10","SD10","Num11","Str11","M11","SD11","Num12","Str12","M12","SD12","Num13","Str13","M13","SD13","Num14","Str14","M14","SD14","Num15","Str15","M15","SD15","Num16","Str16","M16","SD16","Num17","Str17","M17","SD17","Num18","Str18","M18","SD18","Num19","Str19","M19","SD19","Num20","Str20","M20","SD20","Num21","Str21","M21","SD21","Num22","Str22","M22","SD22","Num23","Str23","M23","SD23","Num24","Str24","M24","SD24","Num25","Str25","M25","SD25","Num26","Str26","M26","SD26"
1,0,0,40,1,"B",1,"a c e",-0.621513765033784,1,-0.267970187071409,2.10178861678532,2,"b c e",-0.673572715389527,1,-0.562020585032642,1.0499444463233,3,"a d e",-0.0895532977821589,1,-0.42924343808426,1.56004426110175,4,"b d e",-0.230536114086923,1,-0.332529161781107,1.3243173241287,5,"a c f",-1.306124121385,1,-1.3274828975023,1.1138054319468,6,"b c f",-0.600402334774743,1,-0.56108935745881,1.32715052524591,7,"a d f",1.20727201120656,1,0.959871475222535,1.4222786821807,8,"b d f",0.626752962326551,1,0.322409577143305,1.42323451900125,9,"a,c",-0.797726542286856,1.75425840993257,10,"b,c",-0.561554971245726,1.18900436898462,11,"a,d",0.265314018569137,1.63970042013829,12,"b,d",-0.00505979231890102,1.40512622527,13,"a,e",-0.348606812577834,1.84088265563428,14,"b,e",-0.447274873406874,1.19304479721972,15,"a,f",-0.183805711139885,1.71336492133501,16,"b,f",-0.119339890157753,1.43774384985385,17,"c,e",-0.414995386052025,1.65737845155011,18,"d,e",-0.380886299932683,1.43862494745868,19,"c,f",-0.944286127480557,1.27696699789489,20,"d,f",0.64114052618292,1.44965122876046,21,"a",-0.266206261858859,1.77459247204797,22,"b",-0.283307381782313,1.32714345942403,23,"c",-0.679640756766291,1.49849451314699,24,"d",0.130127113125118,1.52814446793768,25,"e",-0.397940842992354,1.54706782467333,26,"f",-0.151572800648819,1.57692010435567
2,0,0,32,1,"B",1,"a c e",-0.952010205775314,1,-0.302074795720081,1.67779415063671,2,"b c e",1.01303670109754,1,0.499468067749089,1.17753705617059,3,"a d e",0.325545167391122,1,0.0656630644084369,1.54795347791288,4,"b d e",0.133111825321558,1,0.149292528843443,1.45967962279666,5,"a c f",-0.746230242448285,1,-1.21720556911548,1.63591761525105,6,"b c f",-1.31997841756962,1,-1.8181047296096,1.90104676917106,7,"a d f",-0.798114071737069,1,-0.696496254972441,1.22396977972703,8,"b d f",-0.0819738539561147,1,-0.356155070238968,1.27016679672759,9,"a,c",-0.759640182417779,1.7072545427629,10,"b,c",-0.659318330930254,1.95568378490102,11,"a,d",-0.315416595282002,1.43657612677583,12,"b,d",-0.103431270697762,1.38100074986428,13,"a,e",-0.118205865655822,1.61200578385687,14,"b,e",0.324380298296266,1.32734947877405,15,"a,f",-0.956850912043959,1.45701583191358,16,"b,f",-1.08712989992428,1.76492783573493,17,"c,e",0.098696636014504,1.49352424395746,18,"d,e",0.10747779662594,1.49307110738635,19,"c,f",-1.51765514936254,1.78518435290827,20,"d,f",-0.526325662605705,1.24917440076029,21,"a",-0.537528388849891,1.58724804358207,22,"b",-0.381374800814008,1.70915931867855,23,"c",-0.709479256674017,1.82912858001698,24,"d",-0.209423932989882,1.40753202606093,25,"e",0.103087216320222,1.48741348036095,26,"f",-1.02199040598412,1.61325377634983
3,0,0,8,1,"B",1,"a c e",-0.310485438629281,1,-0.536385563097447,2.11708122895108,2,"b c e",-0.167784372588759,1,0.0282570552621679,0.846363013955552,3,"a d e",-0.116782692080231,1,-0.165157302688332,1.31986853063418,4,"b d e",1.01725345818924,1,1.75691597631114,1.3189731788706,5,"a c f",-1.80863640472744,1,-1.23073357401762,0.992453521622163,6,"b c f",-0.283249711179265,1,-0.605680444641941,1.06886556261493,7,"a d f",-0.448191330882308,1,-0.394565600971274,1.20451258109369,8,"b d f",1.68983143199063,1,2.41832070659576,1.28545122846158,9,"a,c",-0.883559568557536,1.63701873536369,10,"b,c",-0.288711694689886,0.987222859388601,11,"a,d",-0.279861451829803,1.22639953094371,12,"b,d",2.08761834145345,1.30369604382579,13,"a,e",-0.35077143289289,1.71502852769769,14,"b,e",0.892586515786656,1.3939199127423,15,"a,f",-0.812649587494449,1.15028719227697,16,"b,f",0.906320130976909,1.93463762347768,17,"c,e",-0.25406425391764,1.58458886603549,18,"d,e",0.795879336811406,1.61554253121656,19,"c,f",-0.918207009329782,1.0473722274607,20,"d,f",1.01187755281224,1.88630088530537,21,"a",-0.581710510193669,1.45551125670878,22,"b",0.899453323381782,1.65869206884971,23,"c",-0.586135631623711,1.3636684590782,24,"d",0.903878444811824,1.7310715713165,25,"e",0.270907541446883,1.66202893416162,26,"f",0.0468352717412299,1.79271469697764
4,0,0,32,1,"B",1,"a c e",-0.468503193444661,1,-0.457652556740764,0.924633179297051,2,"b c e",-0.18554337997606,1,-0.134161652530078,1.52888428447485,3,"a d e",1.69243191724619,1,1.82682442558821,1.07852987517628,4,"b d e",0.773255114501543,1,0.806186590273451,0.962897811369608,5,"a c f",0.332773568663378,1,0.0494270177524217,1.50940228232745,6,"b c f",0.840576756382876,1,0.278179923143749,1.40716542673211,7,"a d f",0.266777626398389,1,0.151657105431083,1.21387490996225,8,"b d f",-0.228201095292704,1,-0.278828327569347,1.20464087592001,9,"a,c",-0.204112769494171,1.26769738683218,10,"b,c",0.0720091353068354,1.47231629246745,11,"a,d",0.989240765509648,1.41778531440374,12,"b,d",0.263679131352052,1.21213706620882,13,"a,e",0.684585934423724,1.52265813300138,14,"b,e",0.336012468871686,1.35314165278724,15,"a,f",0.100542061591752,1.3596955180171,16,"b,f",-0.000324202212798733,1.32936093122085,17,"c,e",-0.295907104635421,1.26390542179577,18,"d,e",1.31650550793083,1.13717549667118,19,"c,f",0.163803470448086,1.4521355357741,20,"d,f",-0.0635856110691322,1.21908952087775,21,"a",0.392563998007738,1.4673689358644,22,"b",0.167844133329444,1.34663787500885,23,"c",-0.0660518170936678,1.37540378429022,24,"d",0.62645994843085,1.36332078424205,25,"e",0.510299201647705,1.44534375516657,26,"f",0.0501089296894767,1.34026624600649
5,0,0,40,1,"B",1,"a c e",1.82771519470436,1,1.72835911121592,1.39255508379231,2,"b c e",0.0711452850933145,1,0.250483492396904,1.30733490022045,3,"a d e",-1.07932020570737,1,-0.648674423438884,1.4315719752448,4,"b d e",0.943617316725948,1,1.22872652888689,1.37244258534595,5,"a c f",0.406897334936065,1,0.369196245493485,1.80062147665863,6,"b c f",0.527408702617549,1,-0.143221569294851,1.84879911893279,7,"a d f",-1.69127084486941,1,-1.33365351560367,1.37322557850055,8,"b d f",0.96744101714877,1,1.03197884432321,1.30138750816873,9,"a,c",1.0487776783547,1.73942708846791,10,"b,c",0.0536309615510265,1.60324117806563,11,"a,d",-0.991163969521276,1.43577550479987,12,"b,d",1.13035268660505,1.33257772846979,13,"a,e",0.539842343888519,1.84377666823486,14,"b,e",0.739605010641898,1.41982078220821,15,"a,f",-0.482228635055091,1.80710765355637,16,"b,f",0.444378637514181,1.69502980728113,17,"c,e",0.989421301806413,1.53428068661586,18,"d,e",0.290026052724004,1.68342466103315,19,"c,f",0.112987338099317,1.83152070670732,20,"d,f",-0.150837335640227,1.78431736670695,21,"a",0.0288068544167136,1.89061244423919,22,"b",0.59199182407804,1.56558646444601,23,"c",0.551204319952865,1.74055546750568,24,"d",0.0695943585418883,1.74322277700725,25,"e",0.639723677265208,1.64338406405927,26,"f",-0.0189249987704551,1.80722937971359
6,0,0,40,1,"B",1,"a c e",-0.303443395135814,1,-0.713304117783147,1.44915852091579,2,"b c e",0.432765439810914,1,0.639711947037752,1.63193815722961,3,"a d e",1.14701513450737,1,1.11997567104784,1.19120099874535,4,"b d e",0.833753621116417,1,1.16251957991915,1.50859423690232,5,"a c f",1.55474728990516,1,1.29218281686016,1.68930522409317,6,"b c f",1.10361429474798,1,1.06625689541971,0.996175675308018,7,"a d f",2.26216354390981,1,2.01506101435147,1.54961041940426,8,"b d f",-0.117539085074615,1,-0.159587022533813,1.18923780158867,9,"a,c",0.289439349538505,1.86112204722014,10,"b,c",0.85298442122873,1.36041109171577,11,"a,d",1.56751834269966,1.44526023243912,12,"b,d",0.501466278692671,1.50473892372951,13,"a,e",0.203335776632348,1.60875801207081,14,"b,e",0.901115763478453,1.58350127411515,15,"a,f",1.65362191560581,1.65122814614494,16,"b,f",0.453334936442948,1.25240687109738,17,"c,e",-0.0367960853726975,1.67778134683835,18,"d,e",1.1412476254835,1.35073369155052,19,"c,f",1.17921985613993,1.38262022835338,20,"d,f",0.927736995908829,1.75524336627044,21,"a",0.92847884611908,1.78038063421221,22,"b",0.6772253499607,1.44070267616914,23,"c",0.571211885383617,1.64937250761043,24,"d",1.03449231069616,1.56483964095631,25,"e",0.5522257700554,1.62918853107746,26,"f",1.05347842602438,1.58002202206606
7,0,0,32,1,"B",1,"a c e",0.89930740786642,1,1.09453991805444,1.28279854148342,2,"b c e",2.17725505574308,1,2.14100211283278,1.64003214379029,3,"a d e",0.143161861636241,1,0.37051499857309,1.52507068031242,4,"b d e",1.63729786276638,1,1.28167077091889,1.43359314709118,5,"a c f",1.09668912335226,1,0.740035230644036,1.43111654175948,6,"b c f",-0.64898973355666,1,-0.91530291159902,1.46034502232193,7,"a d f",0.926210209540178,1,0.752269192153061,1.15729809702763,8,"b d f",1.6022754225315,1,1.22697378883548,1.07452934578314,9,"a,c",0.917287574349239,1.35993956128749,10,"b,c",0.612849600616882,2.17834839853913,11,"a,d",0.561392095363075,1.35665522198494,12,"b,d",1.25432227987718,1.25705469299255,13,"a,e",0.732527458313766,1.44475617958274,14,"b,e",1.71133644187584,1.58818526141734,15,"a,f",0.746152211398549,1.29107332856402,16,"b,f",0.155835438618228,1.66825371701873,17,"c,e",1.61777101544361,1.55285161881333,18,"d,e",0.826092884745989,1.53837269255258,19,"c,f",-0.0876338404774916,1.65924096335765,20,"d,f",0.989621490494269,1.13331953406237,21,"a",0.739339834856157,1.36468380015507,22,"b",0.933585940247032,1.80040907398634,23,"c",0.765068587483061,1.81513321948541,24,"d",0.907857187620129,1.34828256147368,25,"e",1.2219319500948,1.58999399283836,26,"f",0.450993825008389,1.51501003143173
8,0,0,8,1,"B",1,"a c e",-0.492302191208584,1,-0.774823309720114,0.9159917111434,2,"b c e",1.44143838376172,1,1.23681939265726,0.468743278977895,3,"a d e",-0.273913154101442,1,-0.183746772936894,0.670294162348279,4,"b d e",0.635065217746359,1,0.374167502445611,0.635518720914914,5,"a c f",1.61954452016829,1,0.819334575145533,2.34610522375506,6,"b c f",1.55228484502832,1,0.860394320855145,1.21071367726891,7,"a d f",1.2209625616107,1,2.2029696525176,2.1348756758705,8,"b d f",-0.67412628310459,1,-0.585218643440693,1.19050617868623,9,"a,c",0.0222556327127092,1.90732117900502,10,"b,c",1.0486068567562,0.907950748595085,11,"a,d",1.00961143979035,1.96357802816948,12,"b,d",-0.105525570497541,1.0465820608227,13,"a,e",-0.479285041328504,0.833299923679894,14,"b,e",0.805493447551435,0.699614335582343,15,"a,f",1.51115211383157,2.28168229187469,16,"b,f",0.137587838707226,1.37939879075085,17,"c,e",0.230998041468572,1.25427676327582,18,"d,e",0.0952103647543584,0.693653204211005,19,"c,f",0.839864448000339,1.80364454952869,20,"d,f",0.808875504538453,2.2048578137871,21,"a",0.515933536251531,1.96913001263965,22,"b",0.471540643129331,1.12811292410855,23,"c",0.535431244734456,1.55916545405937,24,"d",0.452042934646406,1.64819387615165,25,"e",0.163104203111465,0.999402738482365,26,"f",0.824369976269396,1.9815736424813
9,0,0,24,1,"B",1,"a c e",-0.240829025446481,1,-0.0957207066250621,1.27594365630484,2,"b c e",0.743463080661498,1,0.484013303535626,0.90033960808471,3,"a d e",1.06736201943398,1,1.28375470087239,1.26538514562834,4,"b d e",0.0920089134170782,1,0.362744473422312,1.2052199478106,5,"a c f",0.0203495164975717,1,0.222983498204778,0.962843977286713,6,"b c f",-0.30217022520557,1,-0.201510480104286,1.42752742179017,7,"a d f",0.97183307284929,1,1.56888462694198,1.00049946137138,8,"b d f",-0.469955912049741,1,-0.994539521585127,1.25620279349858,9,"a,c",0.0636313957898579,1.12973528655523,10,"b,c",0.14125141171567,1.23040878124858,11,"a,d",1.42631966390718,1.13761751689852,12,"b,d",-0.315897524081408,1.39764582826941,13,"a,e",0.594016997123662,1.43740131767134,14,"b,e",0.423378888478969,1.05416402087937,15,"a,f",0.895934062573377,1.18575727851106,16,"b,f",-0.598025000844707,1.38925956622074,17,"c,e",0.194146298455282,1.13101255351038,18,"d,e",0.823249587147349,1.30803959147326,19,"c,f",0.0107365090502458,1.22348570874221,20,"d,f",0.287172552678424,1.71459161372216,21,"a",0.744975529848519,1.31940340948133,22,"b",-0.0873230561828689,1.32973945295142,23,"c",0.102441403752764,1.17555968026895,24,"d",0.555211069912887,1.54062293927356,25,"e",0.508697942801315,1.25671200190287,26,"f",0.148954530864335,1.48806078077729
10,0,0,8,1,"B",1,"a c e",1.15981813615148,1,1.86400367587135,2.03196568151575,2,"b c e",0.129281063255067,1,0.0280487504907021,1.24429017930856,3,"a d e",-0.722700888125589,1,-0.597394088862831,1.12825046565345,4,"b d e",-0.588873481274459,1,-0.255973687436397,1.37093488696567,5,"a c f",0.125114380664149,1,-0.10468396381738,1.42487030441906,6,"b c f",0.779436444119733,1,1.00907028720047,1.19458694111365,7,"a d f",-0.947406970232773,1,-1.4441054119734,1.91808061473616,8,"b d f",0.716848293497535,1,0.93837713054213,0.706851163683197,9,"a,c",0.879659856026987,1.97681399390642,10,"b,c",0.518559518845585,1.28261932760983,11,"a,d",-1.02074975041811,1.58180396517924,12,"b,d",0.341201721552866,1.22091776214788,13,"a,e",0.633304793504262,2.03382646479796,14,"b,e",-0.113962468472848,1.27322997617208,15,"a,f",-0.774394687895388,1.772779731879,16,"b,f",0.973723708871299,0.948919588512821,17,"c,e",0.946026213181028,1.88366522185496,18,"d,e",-0.426683888149614,1.22564683888056,19,"c,f",0.452193161691545,1.39434207990012,20,"d,f",-0.252864140715634,1.86110352474284,21,"a",-0.0705449471955635,2.00837692163121,22,"b",0.429880620199226,1.23507782343778,23,"c",0.699109687436286,1.64940591669653,24,"d",-0.339774014432624,1.55262996431555,25,"e",0.259671162515707,1.71173121951393,26,"f",0.0996645104879554,1.65680696484259
