"Data_Set","Num_Responses_per_Condition","BW","Trial","C1","Cstr1","C2","Cstr2","DF_ART_Omni","DF_Param","DF_ART_Con","T_ART_Omni","T_Param","T_ART_Con","P_ART_Omni","P_Param","P_ART_Con","P_Nonparam"
1,8,"between","1","5","a","6","b",28,28,28,-1.88951322383526,-2.23388413434137,-1.88951322383526,0.069218836470204,0.0336566351545278,0.069218836470204,0.0731153282175784
1,8,"between","2","7","c","8","d",28,28,28,-0.689818622294068,-0.10725307502011,-0.689818622294068,0.495986278017654,0.91535302729238,0.495986278017654,0.32261573863689
1,8,"between","3","1","a c","2","b c",28,28,28,-1.71228865794041,-3.46881585364074,-3.69590708105839,0.0978990462115885,0.00170947190309162,0.000943669579274266,0.00186480186480186
1,8,"between","4","1","a c","3","a d",28,28,28,-2.823774278007,-1.96506061051275,-3.03253914343252,0.00864468188459848,0.0593991790010722,0.00518209021733102,0.0104118104118104
1,8,"between","5","1","a c","4","b d",28,28,28,-0.0300401518936925,-1.65543399642765,-2.36917120580666,0.976248134083275,0.109003720185684,0.0249597442057959,0.0379176379176379
1,8,"between","6","2","b c","3","a d",28,28,28,-1.11148562006658,1.50375524312799,-0.663367937625864,0.275812518165415,0.1438412078232,0.51252000430243,0.645376845376845
1,8,"between","7","2","b c","4","b d",28,28,28,1.68224850604672,1.81338185721309,1.32673587525173,0.103641773044881,0.0805059878653811,0.195315341997105,0.234498834498834
1,8,"between","8","3","a d","4","b d",28,28,28,2.79373412611331,0.309626614085098,0.663367937625864,0.00929432717081095,0.759137515183607,0.512520004302429,0.645376845376845
2,32,"between","9","5","a","6","b",124,124,124,7.18488392467795,6.07708557931141,7.18488392467795,5.50131807466024e-11,1.39176998451486e-08,5.50131807466024e-11,1.86097845449227e-06
2,32,"between","10","7","c","8","d",124,124,124,-6.6797657592424,-5.67920816805963,-6.6797657592424,7.2083447987962e-10,9.10577285986104e-08,7.2083447987962e-10,7.07035571480381e-06
2,32,"between","11","1","a c","2","b c",124,124,124,2.56749565920773,6.37438148169688,6.38299388752714,0.0114310092572268,3.28365543140112e-09,3.14758629780077e-09,4.19522568661878e-09
2,32,"between","12","1","a c","3","a d",124,124,124,3.02851007315387,-1.9385735486902,-1.86188326686007,0.00299071881459507,0.0548255559516626,0.0649869073261162,0.0665934974970477
2,32,"between","13","1","a c","4","b d",124,124,124,-0.134758059461179,0.281341815577082,0.245989133207026,0.89302166012547,0.778917182145123,0.806097356826822,0.846699504837427
2,32,"between","14","2","b c","3","a d",124,124,124,0.46101441394614,-8.31295503038708,8.24487715438721,0.645595848632681,1.39453217349455e-13,2.01498096697092e-13,2.39501424320565e-10
2,32,"between","15","2","b c","4","b d",124,124,124,-2.70225371866891,-6.09303966611979,-6.13700475432011,0.00785237419961626,1.2890730876871e-08,1.04308133139926e-08,1.11083897800939e-08
2,32,"between","16","3","a d","4","b d",124,124,124,-3.16326813261505,2.21991536426728,2.1078724000671,0.00196221995198011,0.028241979423319,0.0370554686524599,0.0361805570917143
3,16,"between","17","5","a","6","b",60,60,60,-6.05926541804698,-5.83786594331387,-6.05926541804698,9.7801948561809e-08,2.28819114220804e-07,9.78019485618101e-08,1.5813865944216e-07
3,16,"between","18","7","c","8","d",60,60,60,-0.63202591505684,-0.433617732368948,-0.63202591505684,0.529770936079648,0.666121150482874,0.529770936079648,0.534928151385112
3,16,"between","19","1","a c","2","b c",60,60,60,0.343312506265387,-3.81608417347038,-3.96704156148284,0.732563430539372,0.00032312246309748,0.00019674155083123,0.00144279203651944
3,16,"between","20","1","a c","3","a d",60,60,60,0.0371148655422041,0.00529638370403481,-0.154869490388218,0.970516630377127,0.995791687701888,0.877444011507489,0.867207775652105
3,16,"between","21","1","a c","4","b d",60,60,60,-0.00927871638555083,-4.43460863517605,-4.93199761697866,0.992627544674485,3.99890763250227e-05,6.77720478641297e-06,2.96865449228846e-05
3,16,"between","22","2","b c","3","a d",60,60,60,-0.306197640723183,3.82138055717442,-3.81217207109462,0.760514157077046,0.000317598347332567,0.000327261834642575,0.00259280127238887
3,16,"between","23","2","b c","4","b d",60,60,60,-0.352591222650938,-0.618524461705668,-0.964956055495825,0.725630517677665,0.538570807226957,0.338440122205211,0.539149690110503
3,16,"between","24","3","a d","4","b d",60,60,60,-0.0463935819277549,-4.43990501888009,-4.77712812659044,0.963150625156456,3.92561892271971e-05,1.18702698311574e-05,2.3617473196888e-05
4,40,"between","25","5","a","6","b",156,156,156,-2.16957771500585,-2.50183771737065,-2.16957771500585,0.0315525085911667,0.0133864314036703,0.0315525085911668,0.0327942974033883
4,40,"between","26","7","c","8","d",156,156,156,-2.84843985251804,-1.81227989420896,-2.84843985251804,0.004986157708622,0.0718659139103864,0.004986157708622,0.00505565904669506
4,40,"between","27","1","a c","2","b c",156,156,156,1.37824082149154,-1.32424925665375,-0.829375412456165,0.170102458550636,0.187357198198792,0.40815928692409,0.524281294761873
4,40,"between","28","1","a c","3","a d",156,156,156,0.330103133818779,-0.836658243875885,-1.31900668005077,0.741764909461399,0.404064491063585,0.189099758892605,0.151002143431178
4,40,"between","29","1","a c","4","b d",156,156,156,0.0168665834797925,-3.05054181798426,-3.61727589529075,0.986564603780663,0.00268501985646855,0.000401569402182008,0.000426191804375129
4,40,"between","30","2","b c","3","a d",156,156,156,-1.04813768767276,0.487591012777867,0.489631267594605,0.29619634195069,0.626524086074315,0.625082654328119,0.562432945062963
4,40,"between","31","2","b c","4","b d",156,156,156,-1.36137423801175,-1.7262925613305,-2.78790048283458,0.175358530112414,0.0862745624250946,0.00596517021613285,0.0153607559782232
