"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","M5","SD5","Num6","Str6","M6","SD6","Num7","Str7","M7","SD7","Num8","Str8","M8","SD8"
1,0,0,8,1,"B",1,"a c",-0.326233360705649,1,-0.634940260965864,1.02720177338123,2,"b c",1.3297992629225,1,1.9431797039258,2.06250612004835,3,"a d",1.2724293214294,1,0.825547180841649,1.57496815130253,4,"b d",0.414641434456408,1,0.595424110285229,1.02401100174245,5,"a",0.0953034599378927,1.48955857883455,6,"b",1.26930190710551,1.72014516343327,7,"c",0.654119721479966,2.0615582304463,8,"d",0.710485645563439,1.2888157089762
2,0,0,32,1,"B",1,"a c",0.0745649833651906,1,0.116114453577614,1.03245535029465,2,"b c",-1.98935169586337,1,-1.95239426118165,1.60548802080806,3,"a d",0.61982574789471,1,0.745188237627329,1.44340905308999,4,"b d",-0.0561287395290008,1,0.0248180667801817,1.00616764466851,5,"a",0.430651345602472,1.28460325111091,6,"b",-0.963788097200736,1.66112801593644,7,"c",-0.91813990380202,1.69691542634789,8,"d",0.385003152203756,1.28651630421725
3,0,0,16,1,"B",1,"a c",-0.873262111744435,1,-1.05490247064762,0.991097496768299,2,"b c",0.00837095999603331,1,0.477713245903264,1.39793968969913,3,"a d",-0.880871723252545,1,-1.05702960425807,1.03072974277013,4,"b d",0.59625901661066,1,0.726125038722602,1.07825900973577,5,"a",-1.05596603745285,0.994666534468678,6,"b",0.601919142312933,1.23454099308963,7,"c",-0.28859461237218,1.42374938714193,8,"d",-0.165452282767735,1.37738436394071
4,0,0,40,1,"B",1,"a c",-0.0376341714670479,1,-0.612616261133697,1.29247740563105,2,"b c",-0.681660478755657,1,-0.16506855298555,1.895998228319,3,"a d",-0.324270272246319,1,-0.329856442565937,1.10330948409567,4,"b d",0.0601604404345152,1,0.418355055171829,1.62939830967127,5,"a",-0.471236351849817,1.20243876187478,6,"b",0.126643251093139,1.78086822564446,7,"c",-0.388842407059624,1.62789355594596,8,"d",0.0442493063029458,1.43294600058975
5,0,0,32,1,"B",1,"a c",-1.06620017351302,1,-1.55081475216473,2.05870683275954,2,"b c",-0.238456353279063,1,-0.41775522199107,1.94900959070569,3,"a d",1.49522344384323,1,1.64465784332675,1.32934242117039,4,"b d",1.17215854698947,1,1.24449725851485,2.13358058366608,5,"a",0.0469215455810109,2.35548970310993,6,"b",0.41337101826189,2.19336760786876,7,"c",-0.9842849870779,2.06899047857752,8,"d",1.4445775509208,1.77487265212525
6,0,0,40,1,"B",1,"a c",-1.11312295310141,1,-0.730345925625844,1.34338401235074,2,"b c",0.616966475689082,1,0.544606090765654,1.1927498067961,3,"a d",0.51349371648542,1,0.448418098598876,1.13653730102197,4,"b d",0.369459103731026,1,0.439052313083708,1.53605098434194,5,"a",-0.140963913513484,1.37126570242457,6,"b",0.491829201924681,1.36745590443773,7,"c",-0.0928699174300946,1.41589542463119,8,"d",0.443735205841292,1.34257155111942
7,0,0,40,1,"B",1,"a c",0.121040232381148,1,0.0637575985988543,1.62092383424269,2,"b c",-1.63742195215184,1,-1.22747035905204,2.40833096572335,3,"a d",-0.531043106001539,1,-0.44920468354431,1.41345951770918,4,"b d",0.953679791971826,1,0.322594021460369,2.40686065772773,5,"a",-0.192723542472728,1.532961969349,6,"b",-0.452438168795834,2.51623187752324,7,"c",-0.581856380226592,2.14067310285786,8,"d",-0.0633053310419704,1.99922915570239
8,0,0,40,1,"B",1,"a c",-0.884684914538616,1,-0.663908686290912,1.49135892374361,2,"b c",-1.53844141715852,1,-0.871688396382514,4.37002810644713,3,"a d",-1.04437540714156,1,-1.07893261527801,1.67607068967139,4,"b d",-1.71813619032349,1,-1.6888536308822,1.23683209519659,5,"a",-0.871420650784459,1.59010432220713,6,"b",-1.28027101363236,3.21744503644398,7,"c",-0.767798541336713,3.24601807612258,8,"d",-1.3838931230801,1.49539279737307
9,0,0,40,1,"B",1,"a c",0.303360960757848,1,0.126045636533587,1.35706080836594,2,"b c",1.28173742118351,1,1.15495840485615,1.21391041133698,3,"a d",0.602222795170429,1,0.448051640770094,1.39822288342242,4,"b d",-0.307022264536836,1,-0.311342294117708,1.77717887364009,5,"a",0.28704863865184,1.37860123037587,6,"b",0.421808055369223,1.6825483271678,7,"c",0.640502020694871,1.38008318473462,8,"d",0.068354673326193,1.63411366527406
10,0,0,8,1,"B",1,"a c",-1.78693810009257,1,-2.03189557090941,1.08068151804072,2,"b c",1.78466281602476,1,1.5446215860077,1.24720436178104,3,"a d",1.76358634774588,1,1.82065535570617,1.36177393948539,4,"b d",0.689600221934096,1,0.523993104986831,2.15436908875664,5,"a",-0.105620107601619,2.31696209447545,6,"b",1.03430734549726,1.78034648724219,7,"c",-0.243636992450857,2.16378740082065,8,"d",1.1723242303465,1.8653949179682
11,0,0,32,1,"B",1,"a c",0.64942193391407,1,0.333705998832983,2.03870062121901,2,"b c",-0.641118156058402,1,-0.99248674293517,1.36818960622846,3,"a d",0.464459770665112,1,0.274900869480965,1.26165748148144,4,"b d",-0.309200447143362,1,-0.328738209181349,1.5788230018625,5,"a",0.304303434156974,1.68205186121968,6,"b",-0.66061247605826,1.50318373672755,7,"c",-0.329390372051094,1.84741831308192,8,"d",-0.0269186698501919,1.4499501579942
12,0,0,24,1,"B",1,"a c",1.56836473435279,1,1.62566360250362,1.48610711160908,2,"b c",1.29675556994775,1,0.995655968223766,1.15808017290937,3,"a d",-0.237596251443612,1,-0.166027358418333,1.63628073514149,4,"b d",-1.22415013568071,1,-1.05834692048367,1.51021466924516,5,"a",0.729818122042645,1.79181498851951,6,"b",-0.0313454761299529,1.6880732387174,7,"c",1.31065978536369,1.35587914648802,8,"d",-0.612187139451003,1.62161306093981
13,0,0,40,1,"B",1,"a c",-0.124261326376048,1,-0.1230852416581,1.65372878016536,2,"b c",0.175741654501771,1,-0.0575013269817279,1.61806233475172,3,"a d",1.69277379447271,1,1.52165613028693,1.60303832505924,4,"b d",0.642132717206933,1,1.36394779189897,2.2261771139228,5,"a",0.699285444314414,1.81756884103441,6,"b",0.65322323245862,2.06169394577468,7,"c",-0.0902932843199139,1.62594028997818,8,"d",1.44280196109295,1.92910977879342
14,0,0,24,1,"B",1,"a c",0.353536709469366,1,0.452014348930954,2.33394612470552,2,"b c",0.450424513742423,1,0.449907992671043,1.59030296715313,3,"a d",0.659550870534498,1,0.592530738235056,1.24882322782665,4,"b d",-1.03142072760739,1,-1.36625353498812,1.22918112739119,5,"a",0.522272543583005,1.85308718559094,6,"b",-0.458172771158538,1.6790331379,7,"c",0.450961170800999,1.97568473543048,8,"d",-0.386861398376532,1.57549236484426
