"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","M5","SD5","Num6","Str6","M6","SD6","Num7","Str7","M7","SD7","Num8","Str8","M8","SD8","offsetSd","offsetProp"
1,0,0,24,1,"W",1,"a c",0,1,0.199467954665384,1.50166405860411,2,"b c",0,1,0.705085997026942,1.3624433273319,3,"a d",0,1,0.571653777199075,1.62653143901605,4,"b d",0,1,0.00603894393548585,0.995170392941735,5,"a",0.385560865932229,1.5599785539933,6,"b",0.355562470481214,1.23198652768217,7,"c",0.452276975846163,1.44123521825797,8,"d",0.288846360567281,1.36417943722465,0.5,0.5
2,0,0,32,1,"W",1,"a c",0,1,0.552191644839679,1.94675459772657,2,"b c",0,1,0.291773279044622,2.07935098505119,3,"a d",0,1,0.20588010032741,2.13874997454794,4,"b d",0,1,-0.0242180873982299,1.9835100292071,5,"a",0.379035872583544,2.03620468384061,6,"b",0.133777595823196,2.0220844105896,7,"c",0.42198246194215,2.00240037332493,8,"d",0.0908310064645901,2.0494389127361,0.9,0.9
3,0,0,16,1,"W",1,"a c",0,1,-0.504682609323412,2.21393606838906,2,"b c",0,1,-0.116051791621033,1.52763427662755,3,"a d",0,1,-0.156663875156096,1.12516718882043,4,"b d",0,1,0.569604034689769,1.30404999309852,5,"a",-0.330673242239754,1.73653017101617,6,"b",0.226776121534368,1.43991693657886,7,"c",-0.310367200472222,1.88145415853189,8,"d",0.206470079766837,1.25361328636723,0.1,0.1
4,0,0,16,1,"W",1,"a c",0,1,0.248425363234151,1.46851903153678,2,"b c",0,1,0.10880870536489,3.14186069196528,3,"a d",0,1,0.173712371705701,1.97265433645292,4,"b d",0,1,-0.690129557253002,2.6279613593096,5,"a",0.211068867469926,1.71109619085873,6,"b",-0.290660425944056,2.87799471791033,7,"c",0.178617034299521,2.41349361149652,8,"d",-0.25820859277365,2.32748634716262,0.5,0.5
5,0,0,40,1,"W",1,"a c",0,1,0.144978725811492,1.50797189452329,2,"b c",0,1,0.0442082573748452,1.59222918334773,3,"a d",0,1,0.365230589529956,2.08442814029524,4,"b d",0,1,0.26759450115651,2.08737449602332,5,"a",0.255104657670724,1.81102179016511,6,"b",0.155901379265678,1.84801893442467,7,"c",0.0945934915931687,1.54166128139751,8,"d",0.316412545343233,2.07323999326586,0.9,0.9
6,0,0,40,1,"W",1,"a c",0,1,0.0516965834905631,1.41514449317142,2,"b c",0,1,0.0184385841086647,1.9254248130264,3,"a d",0,1,0.102982646056589,1.10433179514304,4,"b d",0,1,0.0660413289967651,1.59603570205966,5,"a",0.0773396147735761,1.26149262888941,6,"b",0.0422399565527149,1.75735113048027,7,"c",0.0350675837996139,1.6790142268007,8,"d",0.084511987526677,1.36379757203978,0.1,0.1
7,0,0,24,1,"W",1,"a c",0,1,-0.279933173071986,1.7179152520654,2,"b c",0,1,0.0935978076961399,1.67717190982913,3,"a d",0,1,0.146642437400567,2.08535842627857,4,"b d",0,1,-0.0269975849907593,1.27107168918368,5,"a",-0.0666453678357094,1.90230828621099,6,"b",0.0333001113526903,1.47338575664542,7,"c",-0.0931676826879232,1.69008050026263,8,"d",0.0598224262049041,1.71067797562591,0.5,0.5
8,0,0,16,1,"W",1,"a c",0,1,-1.00809756801148,2.78541979107177,2,"b c",0,1,-0.363361769092537,2.2521227440302,3,"a d",0,1,-0.446689847470341,1.85640172394178,4,"b d",0,1,-0.340057445985712,1.67314507100286,5,"a",-0.727393707740909,2.34584939308868,6,"b",-0.351709607539125,1.95164458337059,7,"c",-0.685729668552007,2.51309331305225,8,"d",-0.393373646728027,1.73925818995878,0.9,0.9
9,0,0,24,1,"W",1,"a c",0,1,0.260009708938458,1.87779490039748,2,"b c",0,1,0.822893844311028,2.10270666468873,3,"a d",0,1,0.154070968830025,1.40877054039491,4,"b d",0,1,-0.453725793345729,1.17023379184769,5,"a",0.207040338884241,1.64305037437873,6,"b",0.18458402548265,1.80275208425901,7,"c",0.541451776624743,1.99250889492667,8,"d",-0.149827412257852,1.31745143073196,0.1,0.1
10,0,0,32,1,"W",1,"a c",0,1,-0.652365749882573,1.57714809900859,2,"b c",0,1,0.461838526580944,1.65737888381749,3,"a d",0,1,0.0805856694299344,1.14055946650232,4,"b d",0,1,-0.0686657742808593,1.54486118147927,5,"a",-0.285890040226319,1.41439266924356,6,"b",0.196586376150042,1.61167113745015,7,"c",-0.0952636116508147,1.70026396796404,8,"d",0.00595994757453757,1.34912109462698,0.5,0.5
11,0,0,16,1,"W",1,"a c",0,1,-0.135241572362305,2.15231314518702,2,"b c",0,1,-0.0796477696682276,1.38654925864969,3,"a d",0,1,-0.407214428163467,1.86111977747347,4,"b d",0,1,-0.446785275167421,1.80969168944549,5,"a",-0.271228000262886,1.98409022289373,6,"b",-0.263216522417825,1.59677964672655,7,"c",-0.107444671015267,1.78116748765347,8,"d",-0.426999851665444,1.80584882525326,0.9,0.9
