"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","M5","SD5","Num6","Str6","M6","SD6","Num7","Str7","M7","SD7","Num8","Str8","M8","SD8"
1,0,0,8,1,"B",1,"a c",-0.326233360705649,1,1.47360205439415,2.67160253999127,2,"b c",1.3297992629225,1,3.06424354888459,1.58452937157597,3,"a d",1.2724293214294,1,4.98605293210411,3.17770051445815,4,"b d",0.414641434456408,1,2.1797675653814,1.59089560054809,5,"a",3.22982749324913,3.36646134204479,6,"b",2.62200555713299,1.60043673310729,7,"c",2.26892280163937,2.27534489229658,8,"d",3.58291024874275,2.82727260609873
2,0,0,24,1,"B",1,"a c",-0.0593133967111857,1,1.83814833192579,2.30386202940455,2,"b c",1.10002537198388,1,4.7662056660025,5.50964732909022,3,"a d",0.763175748457544,1,4.03004165086551,3.6804715481003,4,"b d",-0.164523596253587,1,0.846935900280164,0.630509238007898,5,"a",2.93409499139565,3.23309590909537,6,"b",2.80657078314133,4.35563827438336,7,"c",3.30217699896415,4.43188182900345,8,"d",2.43848877557284,3.06762240419384
3,0,0,40,1,"B",1,"a c",-0.869782873686493,1,0.753256882952516,1.20261635977291,2,"b c",-0.910680682493289,1,0.716704550713387,0.68426375260374,3,"a d",0.741276305260208,1,3.7881740706363,4.29459061870113,4,"b d",0.0685115332771444,1,1.97058967808974,2.42545611574064,5,"a",2.27071547679441,3.48580564697857,6,"b",1.34364711440156,1.87972417213386,7,"c",0.734980716832951,0.972354171453853,8,"d",2.87938187436302,3.58407121700006
4,0,0,40,1,"B",1,"a c",1.97133738622415,1,9.52490723524314,7.76003254359327,2,"b c",-0.383632106288362,1,1.12480927786206,1.05831056529955,3,"a d",1.65414530227499,1,9.25884575164221,8.93382875393718,4,"b d",1.51221269395063,1,5.95621077768027,7.42448084390606,5,"a",9.39187649344268,8.3154883887039,6,"b",3.54051002777116,5.80301466193161,7,"c",5.3248582565526,6.93862774230069,8,"d",7.60752826466124,8.32919238997383
5,0,0,8,1,"B",1,"a c",-0.607131452834526,1,0.972992283761852,0.748175208956269,2,"b c",0.679362430283042,1,2.38363854447703,2.11464951385659,3,"a d",-0.0935576403886666,1,1.4467186196417,1.76401268831163,4,"b d",-0.490086291748811,1,0.970063860234478,1.02240440883317,5,"a",1.20985545170177,1.33162094005697,6,"b",1.67685120235575,1.76280358034796,7,"c",1.67831541411944,1.69666835218777,8,"d",1.20839123993809,1.41440587802191
6,0,0,24,1,"B",1,"a c",0.0112926884238996,1,1.11114948636992,0.954850312349634,2,"b c",0.991601036059367,1,4.434948234425,3.77785003231728,3,"a d",1.59396745390374,1,7.4115485761311,7.83309960605931,4,"b d",-1.37271127092917,1,0.418250853923461,0.393994344528988,5,"a",4.26134903125051,6.37236667532341,6,"b",2.42659954417423,3.34357462425097,7,"c",2.77304886039746,3.20173200162692,8,"d",3.91489971502728,6.52599746832989
7,0,0,24,1,"B",1,"a c",-0.136673355717877,1,1.93373623663941,2.87943208257965,2,"b c",-1.13673385330273,1,0.344912121448688,0.413247881313618,3,"a d",-1.49662715435579,1,0.297385291645695,0.409193502514202,4,"b d",-0.223385643556595,1,1.19236262512642,1.30187945886082,5,"a",1.11556076414255,2.19612234243375,6,"b",0.768637373287552,1.04706620348846,7,"c",1.13932417904405,2.18756695804596,8,"d",0.744873958386055,1.05634244962264
8,0,0,8,1,"B",1,"a c",-0.98856374150857,1,0.454051008868199,0.337875525486802,2,"b c",-0.244003429490954,1,1.01887433674716,1.06100359564707,3,"a d",0.15605692572279,1,1.11659689873984,0.800326039270418,4,"b d",0.102051958284238,1,1.39074782157979,1.07773279094007,5,"a",0.785323953804019,0.685012880839673,6,"b",1.20481107916348,1.05083508840638,7,"c",0.736462672807681,0.81467052938629,8,"d",1.25367236015982,0.927895219608633
9,0,0,32,1,"B",1,"a c",-0.256392295161705,1,1.30821090677063,1.22332168817405,2,"b c",-0.138550636059799,1,1.70641698391963,1.70121755141214,3,"a d",0.557684974345772,1,2.64834580852724,2.459302522458,4,"b d",1.12234628895228,1,7.39869212984453,11.6290298005966,5,"a",1.97827835764893,2.04171035996,6,"b",4.55255455688208,8.72909264040702,7,"c",1.50731394534513,1.4834936226276,8,"d",5.02351896918588,8.67473089630031
10,0,0,8,1,"B",1,"a c",-0.505296789545481,1,1.15150477451308,1.0601167565977,2,"b c",0.186035137157474,1,2.08426066745098,2.20809728647303,3,"a d",0.176417797599477,1,1.31658455752448,1.30439907301963,4,"b d",0.915848206824781,1,2.98006343617596,1.86757448867131,5,"a",1.23404466601878,1.15140889621461,6,"b",2.53216205181347,2.02903174088331,7,"c",1.61788272098203,1.74120499218756,8,"d",2.14832399685022,1.77752051663529
