"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","M5","SD5","Num6","Str6","M6","SD6","Num7","Str7","M7","SD7","Num8","Str8","M8","SD8"
1,0,0,8,1,"B",1,"a c",-0.326233360705649,1.3297992629225,1.09383290241938,0.914700389561074,2,"b c",1.2724293214294,0.414641434456408,2.47752180131065,2.50792628482973,3,"a d",-1.53995004190371,0.928567034713538,0.229500366124687,0.273369390993504,4,"b d",-0.29472044679056,0.00576717274753696,0.52505182861044,0.315696019597702,5,"a",0.661666634272033,0.790279963867567,6,"b",1.50128681496055,1.99956767936958,7,"c",1.78567735186502,1.95862157728815,8,"d",0.377276097367564,0.323539412639204
2,0,0,24,1,"B",1,"a c",-0.0593133967111857,1.10002537198388,1.06916380062831,1.06068363124025,2,"b c",0.763175748457544,0.164523596253587,2.10336020654776,1.58521313178551,3,"a d",-0.253361680136508,0.696963375404737,0.631625346766765,0.583121360180352,4,"b d",0.556663198673657,0.68875569454952,1.54079642392097,1.40214390448145,5,"a",0.850394573697538,0.875118537474991,6,"b",1.82207831523436,1.50751750818423,7,"c",1.58626200358803,1.43295266186472,8,"d",1.08621088534387,1.15738130415345
3,0,0,8,1,"B",1,"a c",0.689372697765473,0.955839103276798,2.92400219769029,1.72860631425509,2,"b c",-1.2317070584141,0.956891881325619,0.484266070243364,0.262624636771555,3,"a d",-0.869782873686493,0.910680682493289,0.399550816076433,0.240306149696759,4,"b d",0.741276305260208,0.0685115332771444,1.81969572032635,1.43294612356281,5,"a",1.66177650688336,1.76658251924218,6,"b",1.15198089528486,1.21077477815914,7,"c",1.70413413396683,1.73606086515676,8,"d",1.10962326820139,1.23409393663471
4,0,0,32,1,"B",1,"a c",-0.144399601954219,0.207538339232345,0.706337733006789,0.527594714103418,2,"b c",2.30797839905936,0.105802367893711,10.2334315698407,10.3365194375278,3,"a d",0.456998805423414,0.077152935356531,1.80020550800535,2.16855917058644,4,"b d",-0.334000842366544,0.0347260283112762,0.74630233441134,0.677042708628357,5,"a",1.25327162050607,1.65977577452021,6,"b",5.489866952126,8.69815943524418,7,"c",5.46988465142373,8.70415880331574,8,"d",1.27325392120834,1.67977463182183
5,0,0,40,1,"B",1,"a c",-0.20614456663921,1.3141951399,0.678443683589722,0.54446285041056,2,"b c",0.0634740962758665,0.231977451166617,0.854833743852693,0.871916299479664,3,"a d",0.635060327591448,1.63464428548373,2.07843890214426,2.10509244140634,4,"b d",-1.8083275793549,0.213885951496312,0.116989158771668,0.106346912751248,5,"a",1.37844129286699,1.68232072060396,6,"b",0.48591145131218,0.720220192257676,7,"c",0.766638713721207,0.727686679597578,8,"d",1.09771403045796,1.77967402850657
6,0,0,16,1,"B",1,"a c",0.652952369308153,2.06134180607354,3.15239223645871,3.34440223321276,2,"b c",-1.79664493691525,0.58407712448086,0.283188961619405,0.231210042341509,3,"a d",-0.722753123942371,0.629164664967701,0.457102339335881,0.476216938325562,4,"b d",-1.81620605474246,0.25928909836168,0.204991463304104,0.212536006752305,5,"a",1.80474728789729,2.71966455524218,6,"b",0.244090212461754,0.222040635457744,7,"c",1.71779059903906,2.74999052887964,8,"d",0.331046901319992,0.384698920742086
7,0,0,40,1,"B",1,"a c",0.845706964376493,0.995342637599223,1.89352652033474,2.22747131854182,2,"b c",-0.256854124551653,0.0558560432984566,0.991262913614199,1.05384166824458,3,"a d",-0.445005239867139,0.069695103017798,0.620781223010095,0.540364368025823,4,"b d",-0.154671706016816,0.831263459409001,0.965450238817655,0.808226096543894,5,"a",1.25715387167242,1.73310606773079,6,"b",0.978356576215927,0.933226210202224,7,"c",1.44239471697447,1.78990775184754,8,"d",0.793115730913875,0.704772469526981
8,0,0,24,1,"B",1,"a c",1.16758696392551,0.07682577072231,2.57179648017643,2.05701150407799,2,"b c",0.53042139527307,0.00490879581096575,1.63750960543157,1.3462571674522,3,"a d",-0.530231429870355,1.514866654497,0.746083243669377,0.468625002777848,4,"b d",0.815459635567165,1.50652186300026,2.17627151251708,1.84307374712242,5,"a",1.65893986192291,1.7404424568877,6,"b",1.90689055897433,1.61967782631745,7,"c",2.104653042804,1.78337423081196,8,"d",1.46117737809323,1.51394550841456
9,0,0,32,1,"B",1,"a c",-1.52315577106209,0.421968210382174,0.219861900356122,0.167836635186973,2,"b c",1.36092446408098,1.75379484533487,4.68488989572352,4.53460703535282,3,"a d",1.56836473435279,1.29675556994775,5.1995951082133,6.24574502589222,4,"b d",-0.237596251443612,1.22415013568071,0.988562794834833,0.994964787179712,5,"a",2.70972850428471,5.05042256152038,6,"b",2.83672634527918,3.75169049148364,7,"c",2.45237589803982,3.89810563093881,8,"d",3.09407895152407,4.91790146213635
10,0,0,32,1,"B",1,"a c",-0.174055485572285,0.961290563877483,0.779232522892025,0.742156268283916,2,"b c",0.293826661677307,0.0809993635091707,0.977077649112683,0.999915378924987,3,"a d",0.183661842799281,0.16625503539133,1.20379942239882,0.960617338736958,4,"b d",-1.26959906621425,2.34949332061946,0.251295868799671,0.204230127551303,5,"a",0.991515972645421,0.877995031746435,6,"b",0.614186758956177,0.803918074998338,7,"c",0.878155086002354,0.879174491429736,8,"d",0.727547645599244,0.839648191868784
11,0,0,32,1,"B",1,"a c",0.813252167281602,1.34831855513005,3.31462416335554,3.48094793741155,2,"b c",2.25188277593107,0.493652434465923,10.2731814761142,12.0654378919672,3,"a d",0.474092599152496,1.19369166611409,2.14396826122799,1.93402033407086,4,"b d",-0.116395471522116,0.524858555768479,0.85578610082736,1.00650632029016,5,"a",2.72929621229177,2.85498003473859,6,"b",5.56448378847079,9.72904391124789,7,"c",6.79390281973488,9.48113399059825,8,"d",1.49987718102767,1.66146230696767
12,0,0,16,1,"B",1,"a c",-1.405579071344,2.17224416782421,0.400713076439313,0.340079141995241,2,"b c",-0.539542775639701,0.48688777188122,0.572298322617482,0.524047308031895,3,"a d",-0.261532000017275,0.923313588975205,0.546859785075536,0.452896359791269,4,"b d",-0.910911964792483,0.983827543596267,0.309092595530901,0.33146496877766,5,"a",0.473786430757425,0.400902406133304,6,"b",0.440695459074192,0.451579205245081,7,"c",0.486505699528397,0.443218544788722,8,"d",0.427976190303219,0.408657438566827
13,0,0,8,1,"B",1,"a c",-1.75422584287592,0.952783830106147,0.148609947303007,0.0810623186774353,2,"b c",-0.628854147963827,0.562778893493865,0.666582697593984,0.46913994436201,3,"a d",-0.953274417124208,1.09455740887973,0.217628227664264,0.210625418692584,4,"b d",0.411517132651719,0.766182568142296,2.29140988935751,1.93580185257024,5,"a",0.183119087483635,0.158238903277633,6,"b",1.47899629347575,1.59858690330031,7,"c",0.407596322448495,0.421095934320076,8,"d",1.25451905851089,1.70771044925455
14,0,0,32,1,"B",1,"a c",-0.390418418086926,0.814063415145414,0.621431987669788,0.620470220034437,2,"b c",-0.564249280183431,1.87420531876932,0.675142904152243,0.670140109329853,3,"a d",-0.1429047109211,0.77190400974234,0.550913590028394,0.570249961889961,4,"b d",-1.15911793016754,0.237915527670336,0.25312158702214,0.229145511433914,5,"a",0.586172788849091,0.592208446960447,6,"b",0.464132245587191,0.540415628579635,7,"c",0.648287445911015,0.641208688304952,8,"d",0.402017588525267,0.456476401982114
15,0,0,8,1,"B",1,"a c",1.09617937865569,1.04049713214517,1.7952593072492,1.76771702280296,2,"b c",-0.599075967573677,1.06315527245697,0.329861520494634,0.244035769932404,3,"a d",-0.135453730274609,0.34599046710941,0.566337295264262,0.255264836921439,4,"b d",-0.235347705996224,1.04965204006859,0.668478185124309,0.498753082091746,5,"a",1.18079830125673,1.37527894173983,6,"b",0.499169852809472,0.417676241410124,7,"c",1.06256041387192,1.43481011988109,8,"d",0.617407740194286,0.386362046322481
16,0,0,32,1,"B",1,"a c",1.56757305821464,0.225285799791068,5.85161057273577,4.42654347521144,2,"b c",-0.92241065744061,1.07377241040219,0.36806195046684,0.300855850314371,3,"a d",-0.552358285562395,0.590461401136985,0.538999808737181,0.464604150125265,4,"b d",-0.527275410724916,1.34184616376387,0.540548647886726,0.719192109360556,5,"a",3.19530519073648,4.11288297074894,6,"b",0.454305299176783,0.55372223984264,7,"c",3.10983626160131,4.16206933170967,8,"d",0.539774228311954,0.600607653717131
17,0,0,40,1,"B",1,"a c",-0.555236251879244,0.274990889851362,0.542870017699093,0.622289391070901,2,"b c",-0.55051340508595,0.921259893093488,0.547968232531291,0.524039040900864,3,"a d",2.18945599237245,0.963994790082482,7.2236019449586,6.75708139927597,4,"b d",0.741818476272659,0.037356564959467,2.19094602535653,2.33777702582284,5,"a",3.88323598132885,5.83357145037374,6,"b",1.36945712894391,1.87535797686404,7,"c",0.545419125115192,0.571618830889484,8,"d",4.70727398515756,5.62584809921457
18,0,0,40,1,"B",1,"a c",1.34357671685515,0.46943405662348,3.79678454225436,3.49097204468459,2,"b c",-0.253105087750424,0.369103715328425,0.710851656145414,0.922387044190144,3,"a d",-1.34670719045078,1.1719354256206,0.265423601855704,0.254973468550251,4,"b d",-1.9087363449263,1.00439081062399,0.161839215905908,0.180797901098432,5,"a",2.03110407205503,3.03405605615294,6,"b",0.436345436025661,0.715862205322095,7,"c",2.25381809919989,2.97442537566732,8,"d",0.213631408880806,0.22571599657819
19,0,0,16,1,"B",1,"a c",-0.834609137986401,1.71563187875353,0.515386465561283,0.410328238160322,2,"b c",-0.235425279353594,1.17813497864778,0.58221275334478,0.79183229149907,3,"a d",0.324431255201427,0.0642081984582982,1.65725180200236,2.0633238468041,4,"b d",1.56025181741069,0.344360303597722,6.29641044671092,6.84407982474065,5,"a",1.08631913378182,1.57414564610672,6,"b",3.43931160002785,5.60311793272917,7,"c",0.548799609453032,0.621295229684695,8,"d",3.97683112435664,5.50265435248147
20,0,0,40,1,"B",1,"a c",-1.29203754914838,0.772685635477516,0.300769685574557,0.278824065333034,2,"b c",-0.765549223571041,0.773837631933365,0.44297116362934,0.426990044136185,3,"a d",1.02420073441166,0.849142793747782,2.82836439204345,3.0488086620368,4,"b d",0.19944912746084,1.3363448819379,1.50329538361903,1.73723259839384,5,"a",1.564567038809,2.49891320066218,6,"b",0.973133273624186,1.36547555299238,7,"c",0.371870424601949,0.365383380034501,8,"d",2.16582988783124,2.55405213047225
21,0,0,24,1,"B",1,"a c",0.162938047526826,0.943208930634555,1.17944508602748,1.0912584136724,2,"b c",2.54460486023111,0.887190933493354,13.5256397048256,14.3570466580301,3,"a d",1.06043676648591,0.615747889000869,2.84717746389764,1.94777586341889,4,"b d",0.352854881416532,0.475328128308476,1.9819106112267,1.97652262708694,5,"a",2.01331127496256,1.77466519119536,6,"b",7.75377515802613,11.6963488362552,7,"c",7.35254239542652,11.8477952281525,8,"d",2.41454403756217,1.98984180080345
