"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","Ms5","SDs5","M5","SD5","Num6","Str6","Ms6","SDs6","M6","SD6","Num7","Str7","Ms7","SDs7","M7","SD7","Num8","Str8","Ms8","SDs8","M8","SD8","Num9","Str9","M9","SD9","Num10","Str10","M10","SD10","Num11","Str11","M11","SD11","Num12","Str12","M12","SD12","Num13","Str13","M13","SD13","Num14","Str14","M14","SD14","Num15","Str15","M15","SD15","Num16","Str16","M16","SD16","Num17","Str17","M17","SD17","Num18","Str18","M18","SD18","Num19","Str19","M19","SD19","Num20","Str20","M20","SD20","Num21","Str21","M21","SD21","Num22","Str22","M22","SD22","Num23","Str23","M23","SD23","Num24","Str24","M24","SD24","Num25","Str25","M25","SD25","Num26","Str26","M26","SD26"
1,0,0,40,1,"B",1,"a c e",0.0695824912422264,1,0.36127195633904,3.1631673211342,2,"b c e",1.46977224709357,1,1.67220074021288,1.80005505987811,3,"a d e",-0.796051522482551,1,-0.658057161013073,1.49972494521427,4,"b d e",-1.59420139183843,1,-1.73650116195709,1.54906603279015,5,"a c f",-1.4199862464223,1,-1.35813530586005,1.17481060466247,6,"b c f",-0.487301241878575,1,-0.61919407670001,1.16580777635013,7,"a d f",0.890849198182399,1,1.04642427147573,1.58581228507845,8,"b d f",-0.437785943794634,1,-0.542247372720341,1.72072243523418,9,"a,c",-0.498431674760504,2.52374475012899,10,"b,c",0.526503331756434,1.8973090129169,11,"a,d",0.194183555231328,1.75708397727067,12,"b,d",-1.13937426733871,1.73418350507098,13,"a,e",-0.148392602337016,2.51254556250247,14,"b,e",-0.0321502108721052,2.39286206753633,15,"a,f",-0.15585551719216,1.84027507943832,16,"b,f",-0.580720724710176,1.46087437513958,17,"c,e",1.01673634827596,2.64086169436182,18,"d,e",-1.19727916148508,1.60916390031423,19,"c,f",-0.988664691280029,1.22087800012453,20,"d,f",0.252088449377694,1.82815296448819,21,"a",-0.152124059764588,2.19528158387051,22,"b",-0.30643546779114,1.99523436410852,23,"c",0.0140358284979647,2.28417598094054,24,"d",-0.472595356053693,1.8642941650971,25,"e",-0.0902714066045608,2.44640121248268,26,"f",-0.368288120951168,1.6698603792607
2,0,0,32,1,"B",1,"a c e",-1.92037566021306,1,-1.4240872093338,1.25646841032333,2,"b c e",0.518756759718515,1,0.715837256244062,1.63963180934955,3,"a d e",-1.90792105534164,1,-1.94177932089768,1.37015014717211,4,"b d e",2.91946593662674,1,3.03727316422199,1.19850435944373,5,"a c f",0.470334729849126,1,0.118563913369863,1.61322077388352,6,"b c f",1.47833929835427,1,1.84266974545952,1.3001745747063,7,"a d f",-1.27403616379335,1,-1.50313092048764,1.06903667584326,8,"b d f",-0.386650246245695,1,0.110263904016146,1.90002993181054,9,"a,c",-0.652761647981967,1.6315022673947,10,"b,c",1.27925350085179,1.57389548867081,11,"a,d",-1.72245512069266,1.23894011763142,12,"b,d",1.57376853411907,2.1584843706378,13,"a,e",-1.68293326511574,1.32990532547645,14,"b,e",1.87655521023303,1.84345257111345,15,"a,f",-0.692283503558886,1.58456467014425,16,"b,f",0.976466824737833,1.83587390052069,17,"c,e",-0.354124976544867,1.80628836718331,18,"d,e",0.547746921662154,2.81543609715323,19,"c,f",0.980616829414692,1.69331854893243,20,"d,f",-0.696433508235745,1.73200605590267,21,"a",-1.18760838433731,1.53953788092535,22,"b",1.42651101748543,1.88728936139091,23,"c",0.313245926434912,1.86808985049637,24,"d",-0.0743432932867953,2.41045396780184,25,"e",0.0968109725586436,2.39907707429378,26,"f",0.142091660589473,1.90240587406398
3,0,0,8,1,"B",1,"a c e",1.24920266256799,1,1.53025731376328,1.07482420542335,2,"b c e",0.330201441728385,1,0.381938940401736,1.56366058747065,3,"a d e",0.498959585322939,1,0.308912402192996,1.29985138821927,4,"b d e",0.0360262426599623,1,0.383586544941745,0.805936520729428,5,"a c f",-0.226584458901693,1,0.170996150487501,1.48673977375139,6,"b c f",-0.904071890532738,1,-0.962850924590372,0.638258828306506,7,"a d f",0.708254262538993,1,0.659439625960262,0.28829708976982,8,"b d f",-1.19592115877847,1,-1.11744721406048,1.68799207929022,9,"a,c",0.850626732125391,1.43642749513941,10,"b,c",-0.290455992094318,1.34661799772575,11,"a,d",0.484176014076629,0.927382669753437,12,"b,d",-0.366930334559366,1.49453149691358,13,"a,e",0.919584857978138,1.31353869376356,14,"b,e",0.38276274267174,1.20172064463653,15,"a,f",0.415217888223882,1.06485932350072,16,"b,f",-1.04014906932542,1.23537959598054,17,"c,e",0.956098127082508,1.42540078303168,18,"d,e",0.34624947356737,1.0455090007165,19,"c,f",-0.395927387051435,1.25078170666745,20,"d,f",-0.229003794050107,1.48674890664091,21,"a",0.66740137310101,1.20382089955463,22,"b",-0.328693163326842,1.39990613748057,23,"c",0.280085370015536,1.48722645060737,24,"d",0.0586228397586317,1.29764055494397,25,"e",0.651173800324939,1.26807156082098,26,"f",-0.312465590550771,1.35415806153447
4,0,0,8,1,"B",1,"a c e",0.607534048690959,1,0.111488927084598,2.27499067525795,2,"b c e",0.983708708831945,1,0.866549134556898,1.81680002338467,3,"a d e",-0.107020244226635,1,0.09685665152968,1.37683880737616,4,"b d e",-0.581435802923845,1,0.336375571616622,1.37197772112826,5,"a c f",0.395836817901014,1,0.527140346657631,1.08392611809976,6,"b c f",-1.40688956034606,1,-1.01922869286692,0.8544059745682,7,"a d f",0.323620956406214,1,0.681953041731976,1.58068982502486,8,"b d f",0.63023359764282,1,0.683909273420498,0.79018394713543,9,"a,c",0.319314636871114,1.73482781517241,10,"b,c",-0.0763397791550114,1.68206292625161,11,"a,d",0.389404846630828,1.46353929714579,12,"b,d",0.51014242251856,1.09636105545079,13,"a,e",0.104172789307139,1.81658526053701,14,"b,e",0.60146235308676,1.57915446517143,15,"a,f",0.604546694194803,1.31174695093417,16,"b,f",-0.167659709723211,1.18556645832719,17,"c,e",0.489019030820748,2.02673593001161,18,"d,e",0.216616111573151,1.33355497408752,19,"c,f",-0.246044173104645,1.23556644547449,20,"d,f",0.682931157576237,1.20722304650254,21,"a",0.354359741750971,1.57922932857139,22,"b",0.216901321681774,1.42808059499375,23,"c",0.121487428858051,1.69283869130216,24,"d",0.449773634574694,1.27350092861698,25,"e",0.352817571196949,1.69328881924726,26,"f",0.218443492235796,1.29096288392648
5,0,0,24,1,"B",1,"a c e",1.87598086175039,1,1.1344863642991,2.06369843207893,2,"b c e",-0.259364078970513,1,0.397911010790948,2.71955725316725,3,"a d e",-0.174450005916222,1,0.132200637246286,2.13270897316085,4,"b d e",-0.708628673238418,1,-1.15705493824408,2.22791909627009,5,"a c f",-0.617993068536526,1,-0.639539174634444,1.54826626905863,6,"b c f",0.930205369282031,1,1.09131036453092,0.920729859902579,7,"a d f",-0.402934781121995,1,-0.709162410318888,1.07872564124338,8,"b d f",-1.18247419253729,1,-1.04028565048859,2.33070795279464,9,"a,c",0.24747359483233,2.01512119638828,10,"b,c",0.744610687660932,2.03885418339088,11,"a,d",-0.288480886536301,1.72511438115424,12,"b,d",-1.09867029436633,2.25627989434262,13,"a,e",0.633343500772695,2.13692357984935,14,"b,e",-0.379571963726567,2.58179459994289,15,"a,f",-0.674350792476666,1.32050965391527,16,"b,f",0.0255123570211644,2.05748818504972,17,"c,e",0.766198687545026,2.41701374158102,18,"d,e",-0.512427150498898,2.25371463452923,19,"c,f",0.225885594948236,1.53388767354586,20,"d,f",-0.874724030403737,1.80436956821534,21,"a",-0.0205036458519859,1.88517872100878,22,"b",-0.177029803352701,2.33099826322026,23,"c",0.496042141246631,2.03174946225112,24,"d",-0.693575590451318,2.03881864336962,25,"e",0.126885768523064,2.41166663405122,26,"f",-0.324419217727751,1.75521646895498
6,0,0,40,1,"B",1,"a c e",0.168126322169166,1,0.00919541119580388,1.39566860031442,2,"b c e",-1.13222677938511,1,-0.996221203716656,1.31245286578194,3,"a d e",-1.34598432373521,1,-1.25212300602289,2.2701470701111,4,"b d e",-1.03543406396193,1,-1.07143369622951,1.28156531672937,5,"a c f",-1.19294848768573,1,-0.925675305042302,2.29562362746355,6,"b c f",-0.0883794581552659,1,-0.329859694083305,1.67024784261496,7,"a d f",-0.0576271261895687,1,-0.314981205551411,1.9075496337432,8,"b d f",0.438595111132393,1,0.515950295614039,1.62161115459418,9,"a,c",-0.458239946923249,1.94537111644643,10,"b,c",-0.66304044889998,1.52970133626757,11,"a,d",-0.783552105787152,2.13608216656725,12,"b,d",-0.277741700307737,1.65737714959279,13,"a,e",-0.621463797413544,1.97700504504959,14,"b,e",-1.03382744997308,1.28942084748493,15,"a,f",-0.620328255296857,2.11951645424499,16,"b,f",0.0930453007653675,1.69011483348734,17,"c,e",-0.493512896260426,1.43801798678981,18,"d,e",-1.1617783511262,1.83391429748683,19,"c,f",-0.627767499562803,2.01709446676252,20,"d,f",0.100484545031314,1.80812270127567,21,"a",-0.6208960263552,2.04304475652267,22,"b",-0.470391074603859,1.60149720705028,23,"c",-0.560640197911615,1.74743238696659,24,"d",-0.530646903047444,1.92256331720752,25,"e",-0.827645623693314,1.67655494672824,26,"f",-0.263641477265744,1.94405121817719
7,0,0,24,1,"B",1,"a c e",-0.319856475459803,1,-0.0155750433648022,2.5497883662095,2,"b c e",-0.27843131604694,1,-0.545025545403239,1.64469696465704,3,"a d e",1.68492365092243,1,1.62176615092433,2.80417750475706,4,"b d e",0.592434873462118,1,0.320137691848785,0.937595029017742,5,"a c f",1.56243921746402,1,1.40234558382538,1.53672088298059,6,"b c f",-0.997817348488871,1,-0.820212189855567,1.51060857943399,7,"a d f",0.655842932849925,1,0.469025860953976,1.53178291638692,8,"b d f",0.616079811814092,1,0.725736826859279,1.27627060544825,9,"a,c",0.69338527023029,2.20238467424297,10,"b,c",-0.682618867629403,1.56836382519916,11,"a,d",1.04539600593915,2.30987906508167,12,"b,d",0.522937259354032,1.12663123462907,13,"a,e",0.803095553779764,2.77742332227683,14,"b,e",-0.112443926777227,1.39464536510258,15,"a,f",0.935685722389679,1.58942005942385,16,"b,f",-0.047237681498144,1.58871026196997,17,"c,e",-0.280300294384021,2.13935830915921,18,"d,e",0.970951921386558,2.17044090935981,19,"c,f",0.291066696984908,1.87977189536562,20,"d,f",0.597381343906628,1.40076722252039,21,"a",0.869390638084722,2.2518243742388,22,"b",-0.0798408041376855,1.48730323272845,23,"c",0.00538320130044349,2.02360718663181,24,"d",0.784166632646593,1.82664074597112,25,"e",0.345325813501269,2.23393811635272,26,"f",0.444224020445768,1.65608725251281
8,0,0,24,1,"B",1,"a c e",0.218741782489359,1,0.457717901021203,1.03105489319801,2,"b c e",0.537495948845882,1,0.275600257950463,2.09876443294533,3,"a d e",-2.07167555451759,1,-1.90177667300804,1.23492033470739,4,"b d e",2.35196434994241,1,2.72375082755576,1.07484502739906,5,"a c f",-0.806981394639821,1,-1.69101789143841,2.38625573502937,6,"b c f",-2.50199785456002,1,-1.51139693637382,2.64600894719545,7,"a d f",0.67306286749508,1,0.870139728052947,1.82152952635819,8,"b d f",-0.621220136330926,1,-0.474317978753233,1.09790204555456,9,"a,c",-0.616649995208602,2.11791984690404,10,"b,c",-0.617898339211677,2.52924319697496,11,"a,d",-0.515818472477548,2.08128030118343,12,"b,d",1.12471642440126,1.94075761678136,13,"a,e",-0.72202938599342,1.63949221208102,14,"b,e",1.49967554275311,2.0618298319577,15,"a,f",-0.41043908169273,2.46677765487912,16,"b,f",-0.992857457563525,2.07139430340456,17,"c,e",0.366659079485833,1.63836573866091,18,"d,e",0.410987077273857,2.60275393193532,19,"c,f",-1.60120741390611,2.49418685520038,20,"d,f",0.197910874649857,1.63556255398772,21,"a",-0.566234233843075,2.0892146091512,22,"b",0.253409042594793,2.40738049196089,23,"c",-0.617274167210139,2.32035580730368,24,"d",0.304448975961857,2.16481700077673,25,"e",0.388823078379845,2.16333067899082,26,"f",-0.701648269628127,2.284495537571
9,0,0,16,1,"B",1,"a c e",1.86510926607557,1,1.47516308866581,1.41947853944508,2,"b c e",0.0647169082104483,1,-0.0913377251649324,0.73809469078611,3,"a d e",0.0696714932457703,1,0.54679051724054,2.09809645692182,4,"b d e",-0.389831950358356,1,-0.541776488489941,1.60700635642973,5,"a c f",1.44339669651958,1,1.29659490627118,0.673381350547669,6,"b c f",0.35252673748734,1,0.720270628377218,1.13369208201577,7,"a d f",0.524189685560531,1,-0.142298772084344,1.25375488493234,8,"b d f",-1.32166811665992,1,-1.41543045526079,0.712090922535673,9,"a,c",1.38587899746849,1.09663001780187,10,"b,c",0.314466451606143,1.02737196199651,11,"a,d",0.202245872578098,1.73584044160349,12,"b,d",-0.978603471875364,1.3007356938471,13,"a,e",1.01097680295317,1.8241120336313,14,"b,e",-0.316557106827437,1.25121822789902,15,"a,f",0.577148067093417,1.23057128697633,16,"b,f",-0.347579913441785,1.42980622678745,17,"c,e",0.691912681750438,1.36815091656628,18,"d,e",0.00250701437529923,1.91973618474856,19,"c,f",1.0084327673242,0.962820119998298,20,"d,f",-0.778864613672566,1.19341656685553,21,"a",0.794062435023295,1.55891557986183,22,"b",-0.332068510134611,1.33286943437105,23,"c",0.850172724537318,1.18433964164324,24,"d",-0.388178799648633,1.63380556677374,25,"e",0.347209848062868,1.68973758281462,26,"f",0.114784076825816,1.40294558097952
10,0,0,40,1,"B",1,"a c e",-0.796234680410622,1,-0.295996489983341,1.45234568829238,2,"b c e",1.41730727026132,1,1.37356827336627,1.60318583134068,3,"a d e",-0.351904402719241,1,-0.397105165312981,1.3095130084072,4,"b d e",0.515586965234421,1,0.787338692907919,1.31611113947726,5,"a c f",-2.11078980817888,1,-2.23756171056764,1.24679040126877,6,"b c f",1.38414057548377,1,0.990854260290251,1.49744623266596,7,"a d f",1.76632192932443,1,1.10320569648888,1.92929923071589,8,"b d f",0.955355196756934,1,0.875066791514916,1.51710013790201,9,"a,c",-1.26677910027549,1.6622445094729,10,"b,c",1.18221126682826,1.55335020327864,11,"a,d",0.353050265587948,1.80387216222063,12,"b,d",0.831202742211417,1.41183890061083,13,"a,e",-0.346550827648161,1.3749366828534,14,"b,e",1.08045348313709,1.48692649929235,15,"a,f",-0.56717800703938,2.33033144974549,16,"b,f",0.932960525902583,1.49886758366793,17,"c,e",0.538785891691465,1.73661218824593,18,"d,e",0.195116763797469,1.43416754066316,19,"c,f",-0.623353725138692,2.12439067383246,20,"d,f",0.989136244001896,1.72827818337665,21,"a",-0.45686441734377,1.91041139885348,22,"b",1.00670700451984,1.49004446403444,23,"c",-0.0422839167236137,2.02002941028354,24,"d",0.592126503899682,1.6323719218159,25,"e",0.366951327744467,1.59690020977382,26,"f",0.182891259431602,2.0929703726491
