"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","M5","SD5","Num6","Str6","M6","SD6","Num7","Str7","M7","SD7","Num8","Str8","M8","SD8","offsetSd","offsetProp"
1,0,0,8,1,"W",1,"a c",0.220018880694617,1,0.105624836552335,1.40458571938987,2,"b c",2.57815008901541,1,1.58363747136525,0.889576236308851,3,"a d",-1.22989857032196,1,-1.7678504332776,0.979736884775614,4,"b d",0.562787203610253,1,0.323448917425321,1.83684851235765,5,"a",-0.831112798362635,1.51808774871951,6,"b",0.953543194395288,1.5386099598624,7,"c",0.844631153958795,1.3683940431007,8,"d",-0.722200757926141,1.78571012283973,0.5,0.5
2,0,0,32,1,"W",1,"a c",1.21439369544299,1,1.17872139708481,1.45953683485984,2,"b c",0.198166805322398,1,0.015968088487291,1.17202466310691,3,"a d",-1.1045174018801,1,-1.25146411796263,1.00622247914658,4,"b d",0.730547744678469,1,0.575978189451129,1.52908915595612,5,"a",-0.0363713604389133,1.74536802480243,6,"b",0.29597313896921,1.38060373383566,7,"c",0.597344742786049,1.43788039100671,8,"d",-0.337742964255752,1.58014085793303,0.9,0.9
3,0,0,40,1,"W",1,"a c",-0.282677136084448,1,-0.379095271078795,1.34227105553795,2,"b c",-0.905592374137378,1,-0.780549823739704,1.48646773631239,3,"a d",-1.58619690830512,1,-1.35160639340075,1.73343823741504,4,"b d",1.41259550269084,1,1.46039791648027,1.52405106793355,5,"a",-0.865350832239772,1.6162507259831,6,"b",0.339924046370284,1.87318633650366,7,"c",-0.57982254740925,1.42163728903637,8,"d",0.0543957615397616,2.15218880700634,0.1,0.1
4,0,0,16,1,"W",1,"a c",-1.14848589475036,1,-1.0008990267706,1.71184571129793,2,"b c",-0.856700371193519,1,-1.18585667538514,2.19540041058526,3,"a d",1.05418209030073,1,0.502643516454561,1.92049274353627,4,"b d",0.441937307909561,1,0.222763683693612,1.17548035576645,5,"a",-0.24912775515802,1.94576250244268,6,"b",-0.481546495845766,1.87424605032522,7,"c",-1.09337785107787,1.93879456385258,8,"d",0.362703600074086,1.57272476149305,0.5,0.5
5,0,0,16,1,"W",1,"a c",0.035972868447576,1,-0.250243164913188,1.46423070382051,2,"b c",-0.350088807049449,1,-0.406144448542212,1.65420392884442,3,"a d",1.53309620688289,1,1.28033857722084,1.50854050730719,4,"b d",0.871151396006916,1,0.806894152324444,1.22067083046761,5,"a",0.515047706153827,1.65623391286446,6,"b",0.200374851891116,1.55716988834192,7,"c",-0.3281938067277,1.53874555700334,8,"d",1.04361636477264,1.37112119256634,0.9,0.9
6,0,0,16,1,"W",1,"a c",-0.715227778650239,1,-1.29157512221973,1.60752455142919,2,"b c",-1.20135953603611,1,-1.43918923453082,1.41389092653576,3,"a d",-0.139018448474678,1,-0.152123933754209,1.0877609185838,4,"b d",1.22763937866478,1,1.34314848986163,1.269613106157,5,"a",-0.721849527986972,1.46900423898521,6,"b",-0.0480203723345948,1.93521108769949,7,"c",-1.36538217837528,1.49107733776453,8,"d",0.595512278053712,1.38905672097275,0.1,0.1
7,0,0,16,1,"W",1,"a c",1.52417642819982,1,1.57977546427473,1.79701651647323,2,"b c",-0.964761878154046,1,-1.37485061520542,2.18058048187875,3,"a d",-1.89287253909231,1,-1.63555521735065,1.76477524681015,4,"b d",-1.08261172477489,1,-0.910269445931737,0.882951906853195,5,"a",-0.0278898765379562,2.39530664493312,6,"b",-1.14256003056858,1.65339060154155,7,"c",0.102462424534657,2.4730907665848,8,"d",-1.27291233164119,1.42125400927541,0.5,0.5
8,0,0,16,1,"W",1,"a c",0.431910741473925,1,0.0605805166406233,1.94618395477169,2,"b c",-2.05391726087667,1,-2.02086005764617,1.65132646862253,3,"a d",-0.0694510078902227,1,-0.299179346369155,2.52640443018001,4,"b d",-0.376835656475263,1,-0.149387061034906,1.83341339819036,5,"a",-0.119299414864266,2.22587921905119,6,"b",-1.08512355934054,1.96208863645039,7,"c",-0.980139770502775,2.06645110532027,8,"d",-0.22428320370203,2.17271468616969,0.9,0.9
9,0,0,40,1,"W",1,"a c",-2.18038697208227,1,-2.21195249881006,1.3590652585176,2,"b c",-0.502420913351124,1,-0.686346227404019,1.41425239079706,3,"a d",0.0433257670533979,1,-0.140238445544645,2.03309219113962,4,"b d",0.596095042617502,1,0.457428603460727,1.29252181266108,5,"a",-1.17609547217735,2.00972430100723,6,"b",-0.114458811971646,1.46400955094981,7,"c",-1.44914936310704,1.57748818839155,8,"d",0.158595078958041,1.71922524974891,0.1,0.1
10,0,0,32,1,"W",1,"a c",0.465582250605837,1,0.639671926309446,1.42206132529385,2,"b c",0.176515242457237,1,0.264198798382497,1.49839038537861,3,"a d",0.0774647758372399,1,-0.201168359521135,1.77857985082667,4,"b d",1.08574898855032,1,0.523648680991572,1.86913102782175,5,"a",0.219251783394156,1.65263591203913,6,"b",0.393923739687034,1.68551527045187,7,"c",0.451935362345971,1.46138702365613,8,"d",0.161240160735219,1.84637209920012,0.5,0.5
11,0,0,8,1,"W",1,"a c",1.26969403213791,1,1.92630566552094,1.55553401901245,2,"b c",-1.28857313167592,1,-0.760439255729492,2.16274292426634,3,"a d",0.324552325794642,1,1.40345540816207,1.42689883230689,4,"b d",-1.69911991909916,1,-1.39820674828926,0.741979825602393,5,"a",1.6648805368415,1.46705087619318,6,"b",-1.07932300200938,1.59630670872318,7,"c",0.582933204895723,2.28844043506845,8,"d",0.00262432993640468,1.81665009895034,0.9,0.9
12,0,0,40,1,"W",1,"a c",-0.769908062825046,1,-0.538687506266001,1.36589140436255,2,"b c",-1.97293868375773,1,-2.18861095332251,1.46196913403111,3,"a d",-1.04955311613151,1,-0.563498190891204,1.129291972322,4,"b d",0.726784948850878,1,1.02774933893881,1.40932916309641,5,"a",-0.551092848578602,1.24529361696915,6,"b",-0.580430807191855,2.15746688581139,7,"c",-1.36364922979426,1.63258922116634,8,"d",0.232125574023801,1.50038065601803,0.1,0.1
13,0,0,40,1,"W",1,"a c",-0.472463514770058,1,0.0797696289406884,1.6670215680774,2,"b c",0.338306947262862,1,0.697356558968983,1.34141092386896,3,"a d",-0.780073014827857,1,-0.649557676120858,2.04935837035373,4,"b d",-0.74892060685927,1,-1.00954153912343,1.10083505805669,5,"a",-0.284894023590085,1.89206457881651,6,"b",-0.156092490077223,1.49135757083378,7,"c",0.388563093954836,1.53517283549349,8,"d",-0.829549607622143,1.64450893861152,0.5,0.5
14,0,0,16,1,"W",1,"a c",1.09706178729424,1,0.779609978644802,1.72545243537973,2,"b c",1.08687742535759,1,0.87813302336415,1.96802378832471,3,"a d",0.288427581283358,1,0.0581052047336356,1.34469517564071,4,"b d",-0.827154499741281,1,-0.443736102782142,2.09727062177857,5,"a",0.418857591689219,1.56520040397235,6,"b",0.217198460291004,2.11029450076769,7,"c",0.828871501004476,1.8213094402838,8,"d",-0.192815449024253,1.75164434478316,0.9,0.9
15,0,0,24,1,"W",1,"a c",-1.7877570211295,1,-1.95731198536402,1.55431200313148,2,"b c",-1.40093491759869,1,-1.49951793403335,1.2323145135667,3,"a d",1.9260644816968,1,2.36807411769414,1.75887862620167,4,"b d",0.654292625522505,1,0.55513666802912,1.14348141430053,5,"a",0.205381066165061,2.73366325517439,6,"b",-0.472190633002116,1.56871467189088,7,"c",-1.72841495969869,1.40673196482165,8,"d",1.46160539286163,1.73001410022326,0.1,0.1
16,0,0,8,1,"W",1,"a c",1.42713172585323,1,0.985716679552678,0.997480694830139,2,"b c",-1.54109826410116,1,-1.55260430213292,1.13576946251814,3,"a d",0.3890598805313,1,1.60683407586853,2.06859463049143,4,"b d",0.892218842451938,1,1.64462742851688,2.4081243938805,5,"a",1.29627537771061,1.60128089672034,6,"b",0.0460115631919789,2.45645286998188,7,"c",-0.283443811290121,1.66866960348844,8,"d",1.62573075219271,2.16875911128798,0.5,0.5
17,0,0,24,1,"W",1,"a c",0.263158650839941,1,0.153779121726054,1.62667654779822,2,"b c",1.19327706839176,1,1.1431111147081,1.40478919965359,3,"a d",0.375282222931298,1,0.119422613939551,1.41426969265531,4,"b d",0.23086870010024,1,0.215426453497877,1.45724167379634,5,"a",0.136600867832803,1.50797579975283,6,"b",0.679268784102989,1.49152116958405,7,"c",0.648445118217077,1.58445941583628,8,"d",0.167424533718714,1.42138663353033,0.9,0.9
18,0,0,40,1,"W",1,"a c",-2.18116460266698,1,-1.81008679349326,1.66087033172552,2,"b c",0.516300361216212,1,0.899825024502349,1.4954509737513,3,"a d",0.556270489443594,1,0.55652365533891,1.36803271016025,4,"b d",0.924100743677006,1,0.786014470821015,1.43896904744607,5,"a",-0.626781569077177,1.92448265864479,6,"b",0.842919747661682,1.45928833307235,7,"c",-0.455130884495458,2.07965470691814,8,"d",0.671269063079963,1.39980555564379,0.1,0.1
19,0,0,32,1,"W",1,"a c",-1.12603803475229,1,-1.15173100954325,1.74662531742249,2,"b c",1.43348079284453,1,1.57585393149499,1.31771419749833,3,"a d",1.16869716182103,1,1.21074263776144,1.51829337737541,4,"b d",-0.8891948320732,1,-1.20016500059222,1.29561952209154,5,"a",0.0295058141090941,2.0131861579126,6,"b",0.187844465451383,1.90723567101801,7,"c",0.212061460975867,2.06033864394622,8,"d",0.00528881858460964,1.85377691141995,0.5,0.5
20,0,0,40,1,"W",1,"a c",0.471904409835288,1,0.542267649687114,1.94818666054997,2,"b c",0.768578594893923,1,0.899476967240743,1.23601215487717,3,"a d",-0.196458038880843,1,-0.0685356115680439,1.65192558256607,4,"b d",-0.237577313706216,1,-0.149285362032472,1.692489036958,5,"a",0.236866019059535,1.8207972202758,6,"b",0.375095802604135,1.5642186174375,7,"c",0.720872308463929,1.63100925915909,8,"d",-0.108910486800258,1.66220885523691,0.9,0.9
21,0,0,8,1,"W",1,"a c",1.7404211693652,1,1.11212089251091,0.949781259959142,2,"b c",0.0566636028090951,1,0.418602157217224,0.975021576877296,3,"a d",-0.318141967196376,1,0.557898775617015,1.29406020868555,4,"b d",-0.594513932954586,1,-0.847670886016825,1.13276311770614,5,"a",0.835009834063963,1.13329556244102,6,"b",-0.2145343643998,1.21245000374081,7,"c",0.765361524864067,0.996431418106116,8,"d",-0.144886055199905,1.38098305629462,0.1,0.1
22,0,0,32,1,"W",1,"a c",-0.115258739221711,1,-0.346265351410083,1.1205352923904,2,"b c",-0.424283858002738,1,-0.446151456899011,1.03085663867802,3,"a d",-0.447289429557174,1,-0.23156213984334,1.98024630046603,4,"b d",-0.367781697414999,1,0.0899553949782018,1.97134240007717,5,"a",-0.288913745626711,1.59710415787776,6,"b",-0.178098030960404,1.58371230156148,7,"c",-0.396208404154547,1.06923680708269,8,"d",-0.0708033724325692,1.96674144626821,0.5,0.5
23,0,0,32,1,"W",1,"a c",0.288760949024257,1,0.353459254839088,1.96714394104624,2,"b c",1.00925877867331,1,0.70491683687761,1.62576993621647,3,"a d",-0.235229369956897,1,0.0604744170912472,1.09879742658207,4,"b d",0.00561042642793301,1,0.0174750086210274,2.30590975523373,5,"a",0.206966835965167,1.58745471124306,6,"b",0.361195922749319,2.00923265185318,7,"c",0.529188045858349,1.79890900442579,8,"d",0.0389747128561373,1.79191936773124,0.9,0.9
24,0,0,16,1,"W",1,"a c",-1.39990996148013,1,-1.77187490417806,1.24497785719581,2,"b c",-1.54104524900463,1,-1.50803525127656,1.4156098652172,3,"a d",-0.101822602283693,1,-0.686308357402845,1.48272835196179,4,"b d",-0.924089418504114,1,-0.676890161724466,1.22898609543555,5,"a",-1.22909163079046,1.4552955168149,6,"b",-1.09246270650051,1.37068135844685,7,"c",-1.63995507772731,1.31818188855402,8,"d",-0.681599259563656,1.33964442136539,0.1,0.1
25,0,0,24,1,"W",1,"a c",-0.0515775767374434,1,0.073117532278336,1.30931402438952,2,"b c",0.437119373818519,1,0.614556913100197,1.8448539837882,3,"a d",-1.44652914162767,1,-0.991850613927094,0.910172007691366,4,"b d",-1.28351707919039,1,-1.2131243585581,1.53998200882282,5,"a",-0.459366540824379,1.23849909752062,6,"b",-0.29928372272895,1.91805938372439,7,"c",0.343837222689266,1.60601950297099,8,"d",-1.10248748624259,1.25635890044057,0.5,0.5
26,0,0,40,1,"W",1,"a c",0.709684319766788,1,0.712277063373007,1.74227777030697,2,"b c",1.459665804414,1,1.21006001096195,1.77682541150206,3,"a d",0.590716735594187,1,0.685216351818665,1.48918214231171,4,"b d",-0.316642980610138,1,-0.41506972065528,1.88226612436926,5,"a",0.698746707595836,1.6104455772905,6,"b",0.397495145153333,1.994048965354,7,"c",0.961168537167477,1.76631179695508,8,"d",0.135073315581693,1.77491511027815,0.9,0.9
27,0,0,8,1,"W",1,"a c",1.97843104924035,1,2.23983591056046,1.09053521145604,2,"b c",0.92718786217074,1,0.772430132815368,1.81262379259878,3,"a d",1.33747661769611,1,0.893665392062593,1.74653785352422,4,"b d",0.200968603869326,1,0.228180660700132,1.86459572279133,5,"a",1.56675065131152,1.56899821346872,6,"b",0.50030539675775,1.79853802688404,7,"c",1.50613302168791,1.63171123451594,8,"d",0.560923026381362,1.77878725528414,0.1,0.1
28,0,0,24,1,"W",1,"a c",-0.567819187715311,1,-0.285722573826182,1.9417159970427,2,"b c",-0.664706281305878,1,-0.630292913460436,1.83751375942019,3,"a d",-0.615569219987924,1,-0.108497302311286,1.48849484012743,4,"b d",-0.990986307779937,1,-0.813473301680563,1.17505852505965,5,"a",-0.197109938068734,1.71384907919612,6,"b",-0.721883107570499,1.52858372624856,7,"c",-0.458007743643309,1.87820225668487,8,"d",-0.460985301995924,1.37361629195372,0.5,0.5
29,0,0,16,1,"W",1,"a c",0.843328948673369,1,0.746667516272446,1.29005756521722,2,"b c",1.79094663600734,1,2.17953718305209,1.92619520916595,3,"a d",-1.37269294441076,1,-1.23604333451243,2.03274067315169,4,"b d",-0.352797670362423,1,0.1380984884436,1.35703093921778,5,"a",-0.244687909119991,1.95426238894711,6,"b",1.15881783574784,1.93953926901743,7,"c",1.46310234966227,1.76929064915346,8,"d",-0.548972423034414,1.83786025839454,0.9,0.9
30,0,0,40,1,"W",1,"a c",0.795779263870242,1,0.765830728811708,1.56971216734287,2,"b c",1.31858960006366,1,1.1269899154615,1.89524575931695,3,"a d",-0.939071272702699,1,-0.845546682834616,1.53665361145844,4,"b d",0.105686491459315,1,0.652516875972225,1.23987823619756,5,"a",-0.0398579770114538,1.74340517612083,6,"b",0.889753395716862,1.60908583185345,7,"c",0.946410322136603,1.73858256483839,8,"d",-0.0965149034311953,1.57885305530922,0.1,0.1
