"Data_Set","Num_Responses_per_Condition","BW","Trial","C1","Cstr1","C2","Cstr2","DF_ART_Omni_Random","DF_Param_Random","DF_ART_Con_Random","T_ART_Omni_Random","T_Param_Random","T_ART_Con_Random","P_ART_Omni_Random","P_Param_Random","P_ART_Con_Random","P_Nonparam"
1,8,"within","1","5","a","6","b",21,21,21,-4.62535411091924,-4.37639215584864,-4.62535411091924,0.000145808493337688,0.000264159762301638,0.000145808493337688,0.000762939453125
1,8,"within","2","7","c","8","d",21,21,21,3.76251422433459,3.84223677646131,3.76251422433459,0.00114469727973007,0.000946760087845582,0.00114469727973007,0.004180908203125
1,8,"within","3","1","a c","2","b c",21,21,21,0.512426629299781,-2.56285989524201,-3.20384124040824,0.613700108923653,0.0181288637930199,0.00426532638228545,0.0546875
1,8,"within","4","1","a c","3","a d",21,21,21,0.398554045010941,3.2485883548503,3.28927700681912,0.694245227015797,0.00384400625990537,0.00349624975864815,0.015625
1,8,"within","5","1","a c","4","b d",21,21,21,-0.11387258428884,-0.377704890972052,-0.768921897697977,0.910420463333388,0.709440414949654,0.450501653424614,0.546875
1,8,"within","6","2","b c","3","a d",21,21,21,-0.11387258428884,5.81144825009231,-6.49311824722736,0.910420463333388,9.07668237744154e-06,1.96366939262317e-06,0.0078125
1,8,"within","7","2","b c","4","b d",21,21,21,-0.626299213588622,2.18515500426996,2.43491934271026,0.537867659701668,0.0403523264170269,0.023899309480076,0.1484375
1,8,"within","8","3","a d","4","b d",21,21,21,-0.512426629299781,-3.62629324582235,-4.0581989045171,0.613700108923653,0.00158190056479696,0.000565352421308493,0.015625
2,32,"within","9","5","a","6","b",93.000000000001,93.0000000000004,93.000000000001,-1.43736943805418,-1.80466193531357,-1.43736943805418,0.153969178010892,0.074364207436844,0.153969178010892,0.202674173919079
2,32,"within","10","7","c","8","d",92.9999999999992,93.0000000000004,92.9999999999992,5.7846386264872,5.07761432514546,5.7846386264872,9.697025878856e-08,1.9569859339226e-06,9.697025878856e-08,0.00236994106882422
2,32,"within","11","1","a c","2","b c",92.9999999999998,93.0000000000004,93.000000000001,5.99706401038483,4.4645732111496,4.69206445203043,3.80413612059411e-08,2.25073830093569e-05,9.27419575822804e-06,0.000110303983092308
2,32,"within","12","1","a c","3","a d",92.9999999999998,93.0000000000004,93.000000000001,6.10812075131788,9.33107742491938,10.0604152887669,2.3200262334516e-08,5.3224097869208e-15,1.52606249455249e-16,4.6566128730774e-10
2,32,"within","13","1","a c","4","b d",92.9999999999992,93.0000000000004,93.0000000000004,0.236599143726938,2.31432682935085,2.63175011722824,0.813488132319732,0.0228514969636657,0.00994497506204415,0.0375871751457453
2,32,"within","14","2","b c","3","a d",92.9999999999992,93.0000000000004,93.0000000000004,0.111056740933052,4.86650421376978,-5.36835083673649,0.911810678634467,4.62406225208418e-06,5.81478168446972e-07,3.17529775202275e-05
