"Data_Set","Num_Responses_per_Condition","BW","Trial","C1","Cstr1","C2","Cstr2","DF_ART_Omni_Random","DF_Param_Random","DF_ART_Con_Random","T_ART_Omni_Random","T_Param_Random","T_ART_Con_Random","P_ART_Omni_Random","P_Param_Random","P_ART_Con_Random","P_Nonparam"
1,32,"within","1","5","a","6","b",93.0000000000004,92.9999999999992,93.0000000000004,-0.490355885097715,-0.555583674353707,-0.490355885097715,0.625037006566492,0.579829574976957,0.625037006566492,0.21231697821189
1,32,"within","2","7","c","8","d",93.0000000000004,92.9999999999992,93.0000000000004,-2.24076394423758,-0.890967002097998,-2.24076394423758,0.02742163854682,0.375246120895732,0.02742163854682,0.143955137160025
1,32,"within","3","1","a c","2","b c",93.0000000000004,92.9999999999992,92.9999999999998,-6.90412363525385,-3.8940682157599,-12.9303986844129,6.11698615916628e-10,0.000185455102282322,1.71041363730026e-22,4.6566128730774e-10
1,32,"within","4","1","a c","3","a d",93.0000000000004,92.9999999999992,92.9999999999992,-6.25370026417271,-4.1312200411048,-13.1207212341835,1.20703780240218e-08,7.88070995648511e-05,7.0750364009417e-23,4.6566128730774e-10
1,32,"within","5","1","a c","4","b d",93.0000000000004,92.9999999999992,92.9999999999998,1.59474174687301,-1.02286579264899,-8.32228603996779,0.114162958025091,0.309024664050436,7.16181901040981e-13,4.6566128730774e-10
1,32,"within","6","2","b c","3","a d",93.0000000000004,92.9999999999992,92.9999999999998,0.650423371081137,-0.237151825344898,0.190322549770575,0.517022412622614,0.813060632228727,0.84947121213127,0.963233216200024
1,32,"within","7","2","b c","4","b d",93.0000000000004,92.9999999999992,93.0000000000004,8.49886538212686,2.87120242311091,4.60811264444509,3.04613162505047e-13,0.0050634789732288,1.29004489629164e-05,0.000177780166268349
1,32,"within","8","3","a d","4","b d",93.0000000000004,92.9999999999992,92.9999999999998,7.84844201104572,3.10835424845581,4.79843519421566,7.01727612012174e-12,0.00249622906324932,6.07668295930579e-06,0.000906126573681831
2,32,"within","9","5","a","6","b",92.9999999999992,93.0000000000004,92.9999999999992,-4.97955717270457,-2.91852222426352,-4.97955717270457,2.92451083628554e-06,0.00441039164095082,2.92451083628554e-06,0.00181022444806347
2,32,"within","10","7","c","8","d",93.000000000001,93.0000000000004,93.000000000001,3.63720454451765,1.63642020041578,3.63720454451765,0.000452128418631303,0.105131555906438,0.000452128418631303,0.705546473569417
2,32,"within","11","1","a c","2","b c",93.000000000001,93.0000000000004,93.0000000000004,1.17124465277116,-4.12596599072509,-13.0107115064468,0.244492595712443,8.03421214625943e-05,1.177925095353e-22,4.6566128730774e-10
2,32,"within","12","1","a c","3","a d",93.000000000001,93.0000000000004,93.0000000000004,-6.50089994248196,-0.90513531432006,-9.13937284884924,3.93030549275426e-09,0.367732629987995,1.35418778682541e-14,4.09781932830811e-08
2,32,"within","13","1","a c","4","b d",93.000000000001,93.0000000000004,93.0000000000004,3.02653555232885,-0.906583035235734,-6.71109306212266,0.00319971809174912,0.366970297312078,1.49679018098646e-09,8.09784978628159e-07
2,32,"within","14","2","b c","3","a d",93.000000000001,93.0000000000004,93.0000000000004,-7.67214459525312,3.22083067640503,-3.87133865759752,1.63112572608959e-11,0.00176168241493212,0.000200979100093139,9.0546440333128e-05
2,32,"within","15","2","b c","4","b d",93.000000000001,93.0000000000004,93.0000000000004,1.85529089955768,3.21938295548936,6.29961844432411,0.0667223927255908,0.00176969539745918,9.8108697779317e-09,2.02343799173832e-05
2,32,"within","16","3","a d","4","b d",93.000000000001,93.0000000000004,93.0000000000004,9.5274354948108,-0.00144772091567427,2.42827978672659,2.04452844080773e-15,0.998847987155873,0.017094376191865,0.0569678158499301
3,32,"within","17","5","a","6","b",93.0000000000004,92.9999999999998,93.0000000000004,-0.228369808449079,0.791027596293545,-0.228369808449079,0.81986014837164,0.430940604554125,0.81986014837164,0.680866104591277
3,32,"within","18","7","c","8","d",93.0000000000004,92.9999999999998,93.0000000000004,-2.99408962615926,-2.5747572518391,-2.99408962615926,0.00352642287786463,0.011609080755134,0.00352642287786463,0.00137441415945708
3,32,"within","19","1","a c","2","b c",92.9999999999998,92.9999999999998,93.000000000001,1.16242864051398,2.8798767011032,2.82220668646152,0.248035708394064,0.00493747868239106,0.00583233156740141,0.00733334058895707
3,32,"within","20","1","a c","3","a d",92.9999999999998,92.9999999999998,93.000000000001,2.32831689007712,0.499907410973671,-0.248266564915114,0.0220627931157978,0.618321052628618,0.804475545472488,0.598772788885981
3,32,"within","21","1","a c","4","b d",92.9999999999998,92.9999999999998,93.0000000000004,-0.556997056912951,-1.26128733523981,-2.13582265404914,0.578867465794101,0.210360023189615,0.0353206627823958,0.0908182007260621
3,32,"within","22","2","b c","3","a d",92.9999999999998,92.9999999999998,93.000000000001,1.16588824956313,-2.37996929012953,3.07047325137663,0.2466409794302,0.0193553341126906,0.00280186506171342,0.000513197388499975
3,32,"within","23","2","b c","4","b d",92.9999999999998,92.9999999999998,93.0000000000004,-1.71942569742693,-4.14116403634301,-4.95802934051066,0.0888635116081542,7.59786358853365e-05,3.19244612129713e-06,4.02145087718964e-06
