"Data_Set","Num_Responses_per_Condition","BW","Trial","C1","Cstr1","C2","Cstr2","DF_ART_Omni","DF_Param","DF_ART_Con","T_ART_Omni","T_Param","T_ART_Con","P_ART_Omni","P_Param","P_ART_Con","P_Nonparam"
1,8,"between","1","5","a","6","b",28,28,28,-2.23880133217726,-2.40717625328511,-2.23880133217726,0.0332978064327239,0.0229155247999066,0.033297806432724,0.101641785385812
1,8,"between","2","7","c","8","d",28,28,28,-0.851810122023436,-0.73122185343862,-0.851810122023436,0.401546470402145,0.470719194197402,0.401546470402145,0.514748002342915
1,8,"between","3","1","a c","2","b c",28,28,28,-2.26290459220903,-4.2169947052565,-4.04381953738378,0.0315883170596282,0.000234245620210021,0.000373584910577333,0.00186480186480186
1,8,"between","4","1","a c","3","a d",28,28,28,-2.90034250550735,-3.03191598416562,-3.19592189244847,0.00717697183478087,0.00519011676050662,0.00344044231315599,0.0104118104118104
1,8,"between","5","1","a c","4","b d",28,28,28,0.446206539308821,-2.21918258332737,-2.02190976869189,0.658879766490882,0.034750347441737,0.0528350474824246,0.0498834498834499
1,8,"between","6","2","b c","3","a d",28,28,28,-0.637437913298319,1.18507872109088,-0.847897644935307,0.529018025961458,0.245947450126734,0.403685114208715,0.505361305361305
1,8,"between","7","2","b c","4","b d",28,28,28,2.70911113151785,1.99781212192913,2.02190976869189,0.0113795877741379,0.0555353091953701,0.0528350474824248,0.0649572649572649
1,8,"between","8","3","a d","4","b d",28,28,28,3.34654904481617,0.812733400838247,1.17401212375658,0.00234367374089502,0.42322777688138,0.250279479885264,0.328205128205128
2,32,"between","9","5","a","6","b",124,124,124,2.08264872731637,2.05655492684331,2.08264872731637,0.0393386529048373,0.0418267856413491,0.0393386529048372,0.0411464559787434
2,32,"between","10","7","c","8","d",124,124,124,-1.27561952128733,-1.72364616606567,-1.27561952128733,0.204474554983595,0.0872641188375659,0.204474554983595,0.189210790093092
2,32,"between","11","1","a c","2","b c",124,124,124,2.87973063648942,4.13806627485105,4.37584164208742,0.00469017370424123,6.41469922070268e-05,2.538734456837e-05,2.33778123517321e-05
2,32,"between","12","1","a c","3","a d",124,124,124,2.82692383997678,1.46506044780631,1.82205988904799,0.00548083073418281,0.145435364203843,0.0708558131141326,0.131569887659304
2,32,"between","13","1","a c","4","b d",124,124,124,0.320361232176696,0.235402042262274,0.554224976191537,0.749233727801438,0.814285028489396,0.580423048568214,0.517476214550846
2,32,"between","14","2","b c","3","a d",124,124,124,-0.052806796512642,-2.67300582704474,2.55378175303943,0.957970824676001,0.0085290908613808,0.0118671385655962,0.0294373531203425
2,32,"between","15","2","b c","4","b d",124,124,124,-2.55936940431273,-3.90266423258878,-3.82161666589589,0.0116876685718743,0.000155177794647063,0.000208630310977398,0.00014130790668844
2,32,"between","16","3","a d","4","b d",124,124,124,-2.50656260780008,-1.22965840554404,-1.26783491285646,0.0134853012444196,0.221153090130302,0.207232391352723,0.252869221816588
3,8,"between","17","5","a","6","b",28,28,28,1.62054126829029,1.19775514293883,1.62054126829029,0.116325322733928,0.24105364528129,0.116325322733928,0.118802984073395
3,8,"between","18","7","c","8","d",28,28,28,-2.67164472405211,-2.51634072203873,-2.67164472405211,0.0124362154384621,0.0178669360148324,0.0124362154384621,0.0259982495852177
3,8,"between","19","1","a c","2","b c",28,28,28,0.835355801225887,1.67873433246569,1.72963907212693,0.410589089383095,0.1043316590913,0.0947059527696301,0.0498834498834499
3,8,"between","20","1","a c","3","a d",28,28,28,1.25303370183883,-0.947528039636856,-1.23126849202256,0.22055694885783,0.351476272237216,0.228464537796237,0.234498834498834
3,8,"between","21","1","a c","4","b d",28,28,28,0.417677900612943,-0.932380804556335,-0.498370580104371,0.6793682807423,0.359110451828678,0.62211523075118,0.505361305361305
3,8,"between","22","2","b c","3","a d",28,28,28,0.417677900612944,-2.62626237210255,2.96090756414949,0.6793682807423,0.0138385966709547,0.00618636948943325,0.0104118104118104
3,8,"between","23","2","b c","4","b d",28,28,28,-0.417677900612944,-2.61111513702203,-2.2280096522313,0.6793682807423,0.0143385214932044,0.0340898876143299,0.104895104895105
3,8,"between","24","3","a d","4","b d",28,28,28,-0.835355801225887,0.0151472350805206,0.732897911918191,0.410589089383095,0.988022134813255,0.469712347265411,0.573737373737374
4,32,"between","25","5","a","6","b",124,124,124,-3.02141977464334,-1.84801020178015,-3.02141977464334,0.00305666407633421,0.0669836133202277,0.00305666407633422,0.013655970862293
