"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","M5","SD5","Num6","Str6","M6","SD6","Num7","Str7","M7","SD7","Num8","Str8","M8","SD8"
1,0,0,8,1,"B",1,"a c",-0.326233360705649,1,-1.22731919751908,1.68641856657869,2,"b c",1.3297992629225,1,1.62897578730161,1.59193401717837,3,"a d",1.2724293214294,1,0.82628699012331,0.942875564536681,4,"b d",0.414641434456408,1,0.27579866868508,1.03591918407641,5,"a",-0.200516103697886,1.69313017571999,6,"b",0.952387227993346,1.47368089160668,7,"c",0.200828294891265,2.16458640604472,8,"d",0.551042829404195,0.998236771216289
2,0,0,32,1,"B",1,"a c",0.768532924515416,1,0.936358247986651,1.06219817593338,2,"b c",-0.112346212150228,1,-0.328797876336111,1.24657054575887,3,"a d",0.881107726454215,1,0.488436422927935,1.27123408013352,4,"b d",0.398105880367068,1,0.864387352485003,1.29774100237299,5,"a",0.712397335457293,1.18377574544501,6,"b",0.267794738074446,1.39818034081622,7,"c",0.30378018582527,1.31389531189105,8,"d",0.676411887706469,1.28832749515512
3,0,0,8,1,"B",1,"a c",-0.331132036391221,1,-0.525886063312169,0.940140800284248,2,"b c",-1.60551341225308,1,-2.07998198829669,2.66249491593887,3,"a d",0.197193438739481,1,0.351292318478208,0.907043443972949,4,"b d",0.263175646405474,1,0.337269696876823,2.21740201552708,5,"a",-0.0872968724169808,1.00079686214587,6,"b",-0.871356145709931,2.67597557249618,7,"c",-1.30293402580443,2.08917948628212,8,"d",0.344281007677515,1.63662219402629
4,0,0,32,1,"B",1,"a c",-1.31624516045156,1,-0.937324577877043,1.21075939166327,2,"b c",0.919803677609141,1,1.02613689842652,1.51510208049571,3,"a d",0.398130155451956,1,0.386312210803492,1.30902542593042,4,"b d",-0.407528579269772,1,-0.591269984381024,1.90584906404368,5,"a",-0.275506183536776,1.41755597605557,6,"b",0.217433457022746,1.89241478573222,7,"c",0.0444061602747368,1.68225352772099,8,"d",-0.102478886788766,1.69504752948097
5,0,0,40,1,"B",1,"a c",-0.884684914538616,1,-1.10263451309126,1.23493693558255,2,"b c",-1.53844141715852,1,-1.03078513581582,1.40640158488722,3,"a d",-1.04437540714156,1,-1.24130137959043,1.23980355192704,4,"b d",-1.71813619032349,1,-1.85083943638112,1.90295084019817,5,"a",-1.17196794634084,1.2314942616647,6,"b",-1.44081228609847,1.71301084601522,7,"c",-1.06670982445354,1.31554290723356,8,"d",-1.54607040798577,1.62498602918713
6,0,0,40,1,"B",1,"a c",-0.322470341645949,1,-0.498474735452514,1.52075169206531,2,"b c",-1.3388007423545,1,-1.23198055223904,1.92242943025347,3,"a d",0.688156028146055,1,0.689569729488908,1.41415136689925,4,"b d",0.0712806522505788,1,-0.146580581764549,1.30200690381308,5,"a",0.0955474970181967,1.57679724707804,6,"b",-0.689280567001793,1.72035167401828,7,"c",-0.865227643845776,1.76136102428206,8,"d",0.271494573862179,1.41461513949104
7,0,0,8,1,"B",1,"a c",-0.36668729712132,1,-0.147029416844651,1.6270799844111,2,"b c",-0.940611295179737,1,-1.39846170958572,1.28302969233973,3,"a d",0.634702931419534,1,1.36492411566163,0.998843331241538,4,"b d",-0.0624884823283309,1,-0.105906028924266,0.868848335317014,5,"a",0.608947349408491,1.5200779556784,6,"b",-0.752183869254994,1.25140558570221,7,"c",-0.772745563215187,1.55604653749895,8,"d",0.629509043368683,1.18100136234559
8,0,0,40,1,"B",1,"a c",-1.82274977874303,1,-1.715150079011,1.51083469501994,2,"b c",0.489161060927815,1,0.751271984723852,1.57153838745166,3,"a d",-0.69388939707371,1,-0.133098294983137,1.45112609272753,4,"b d",-0.199064505046577,1,-0.296235047252526,1.47011583841377,5,"a",-0.924124186997066,1.67333860564067,6,"b",0.227518468735663,1.60123917766391,7,"c",-0.481939047143572,1.9713343701218,8,"d",-0.214666671117831,1.45369701149643
9,0,0,16,1,"B",1,"a c",-0.242281384722107,1,-0.0859275571572166,1.19684084324565,2,"b c",-0.153078892479971,1,-0.470573331130522,1.12385659755936,3,"a d",0.390395214934383,1,0.740161586655817,1.21338218257724,4,"b d",0.8901809294872,1,1.47624073198083,1.31597971370504,5,"a",0.3271170147493,1.25762514369999,6,"b",0.502833700425156,1.5579507202861,7,"c",-0.278250444143869,1.15863996760613,8,"d",1.10820115931833,1.30007424085339
10,0,0,8,1,"B",1,"a c",0.457564224380339,1,0.663809120794767,1.16119839130376,2,"b c",0.202849808149483,1,0.31935250311487,0.946845559330326,3,"a d",0.401840133762592,1,0.898525700972851,1.10215245889721,4,"b d",-0.725653898475451,1,-0.272390236053201,1.32232377691256,5,"a",0.781167410883809,1.10037023219094,6,"b",0.0234811335308349,1.15227411862848,7,"c",0.491580811954819,1.03887403683616,8,"d",0.313067732459825,1.32229946234622
