"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","Ms5","SDs5","M5","SD5","Num6","Str6","Ms6","SDs6","M6","SD6","Num7","Str7","Ms7","SDs7","M7","SD7","Num8","Str8","Ms8","SDs8","M8","SD8","Num9","Str9","Ms9","SDs9","M9","SD9","Num10","Str10","M10","SD10","Num11","Str11","M11","SD11","Num12","Str12","M12","SD12","Num13","Str13","M13","SD13","Num14","Str14","M14","SD14","Num15","Str15","M15","SD15"
1,0,0,24,1,"B",1,"a d",-1.62803030733399,1,0.313401707297895,0.32664294256018,2,"b d",-1.85194663598346,1,0.288493807628943,0.257601834280124,3,"c d",-0.635545078138211,1,1.00079458499266,1.17456196494399,4,"a e",-1.24171084581372,1,0.554827026807129,0.793313684680003,5,"b e",-0.680050253496638,1,0.712465014983518,0.714619066001633,6,"c e",0.159268641109739,1,2.5987883555218,3.85616633828815,7,"a f",-0.187767044297682,1,1.30639331664361,2.12310782938172,8,"b f",1.44197147517892,1,8.47339405924432,8.85300636022822,9,"c f",0.659418689383919,1,3.29959384982321,4.5034283073187,10,"a",0.724874016916212,1.3711146481766,11,"b",3.15811762728559,6.3191508650352,12,"c",2.29972559677922,3.57383801769527,13,"d",0.534230033306498,0.783230643110338,14,"e",1.28869346577082,2.46187207330336,15,"f",4.35979374190371,6.5322942906467
2,0,0,16,1,"B",1,"a d",0.704828640076628,1,2.80216028574705,2.4874209565097,2,"b d",-0.252365211655809,1,0.660809801139557,0.475926707154054,3,"c d",-0.63516481989473,1,0.770765206476998,0.793696918093224,4,"a e",0.259759174649631,1,1.76194295734294,1.79892106044848,5,"b e",0.300533543197747,1,1.7448153240192,1.75835653615216,6,"c e",0.856313717545665,1,3.47818473543161,3.71752513687161,7,"a f",0.287920564751341,1,1.23892016538308,1.04883795894486,8,"b f",0.186707667804108,1,1.82811064947706,1.64329132731373,9,"c f",-1.66906564679154,1,0.400541996078723,0.412268438363669,10,"a",1.93434113615769,1.94670851762397,11,"b",1.41124525821194,1.4864790669461,12,"c",1.54983064599578,2.56672822522155,13,"d",1.41124509778787,1.79943291079025,14,"e",2.32831433893125,2.66559685797644,15,"f",1.15585760364629,1.27183645207205
3,0,0,40,1,"B",1,"a d",0.292497895897997,1,2.3293544949512,2.13241345164239,2,"b d",-0.378073979149865,1,0.997222692144926,0.885865816494206,3,"c d",-0.270477984655623,1,1.23685304493495,2.33731602861543,4,"a e",-0.851473832548083,1,0.556031558715549,0.512636046364085,5,"b e",-1.11360997722164,1,0.472838303875545,0.46183157662704,6,"c e",-1.43709468667838,1,0.389894555608118,0.308963815742399,7,"a f",0.774655775723937,1,3.34657329164361,3.15256033047541,8,"b f",-1.00503390519262,1,0.600424576167852,0.71899495464624,9,"c f",1.15766305595715,1,7.19917958157844,14.3325784420992,10,"a",2.07731978177012,2.48482776378185,11,"b",0.690161857396108,0.73945109047479,12,"c",2.94197572737384,8.85458857905319,13,"d",1.52114341067703,1.9689724223159,14,"e",0.472921472733071,0.43812240870381,15,"f",3.71539248312997,8.83950758174945
4,0,0,8,1,"B",1,"a d",0.202120789110549,1,0.918369672846513,0.493621172009553,2,"b d",-0.203991313877381,1,0.966694826513997,0.706497478668607,3,"c d",-0.143632558738555,1,1.26765586963466,1.60061741352407,4,"a e",-0.183368872452605,1,0.802661058617563,0.644508714062115,5,"b e",0.663762188011346,1,3.47481911403077,4.7193499216868,6,"c e",-0.136169223017501,1,0.402143857555239,0.229239215657491,7,"a f",0.234093452040794,1,2.02492566715248,2.47875990845162,8,"b f",0.111731248608678,1,0.924384459523737,1.22077621512446,9,"c f",2.6643371831319,1,36.1866870294087,22.6377600198023,10,"a",1.24865213287219,1.5450888440454,11,"b",1.78863280002283,2.97787296909781,12,"c",12.6188289188662,21.135075537303,13,"d",1.05090678966506,1.01524338095128,14,"e",1.55987467673452,2.97692022775309,15,"f",13.0453323853616,20.9261967801696
5,0,0,16,1,"B",1,"a d",0.702292995066092,1,2.18188895264763,1.7631890554366,2,"b d",0.238337930107684,1,1.72170285946826,1.94549603536293,3,"c d",-0.494252406118983,1,0.915870528716394,0.940034485723872,4,"a e",-1.84210227980676,1,0.2094916456084,0.18966254228108,5,"b e",1.43202891536103,1,6.72121500473635,5.78571168983117,6,"c e",-0.0841583861709429,1,1.37397715711749,1.82798222979645,7,"a f",-0.42013150691888,1,1.1621447580649,1.10348473647967,8,"b f",0.473055324052868,1,3.5145491681711,4.18087120671374,9,"c f",-0.88593482706283,1,0.946164453143678,1.85943925963597,10,"a",1.18450845210698,1.43343141092607,11,"b",3.98582234412524,4.67309595930106,12,"c",1.07867071299252,1.58006703792349,13,"d",1.60648744694409,1.66185516008835,14,"e",2.76822793582074,4.46893303110159,15,"f",1.87428612645989,2.9073181427428
6,0,0,16,1,"B",1,"a d",0.588708952543586,1,2.11319038621667,1.89300654083672,2,"b d",0.406562801635984,1,1.93284498381355,1.95320254608555,3,"c d",0.926462764289163,1,2.70202172060669,1.8909561120746,4,"a e",0.901144229294691,1,3.97331072889024,3.52553879016927,5,"b e",-1.25223554772978,1,0.327925291482186,0.320637274442811,6,"c e",-0.146991482629471,1,0.80960938781397,0.421967978171067,7,"a f",0.843306386460002,1,4.3447202092554,4.20977029209167,8,"b f",-0.470847084051802,1,1.02798341834487,1.95840816744775,9,"c f",-0.266577810669553,1,1.29062044420788,0.975938834672646,10,"a",3.47707377478744,3.42634903114568,11,"b",1.09625123121354,1.70740287150986,12,"c",1.60075051754284,1.46992227625595,13,"d",2.24935236354563,1.90067658361853,14,"e",1.70361513606213,2.59355553832643,15,"f",2.22110802393605,3.08198295816945
7,0,0,32,1,"B",1,"a d",-1.72975750754297,1,0.375844098476956,0.507186705874622,2,"b d",-0.11219671527348,1,1.89024540175634,3.55179755059292,3,"c d",-0.898128273928872,1,0.755824178242893,0.574578396176367,4,"a e",0.229522943927765,1,1.5245424847078,1.64202134285103,5,"b e",0.156946120298595,1,2.14597416861365,2.09552643030232,6,"c e",-0.0664379056997799,1,1.26756180499262,1.61724248478737,7,"a f",0.64528813676516,1,2.6702443779091,2.1229916264339,8,"b f",-1.41557752133035,1,0.285543339680778,0.25232443537963,9,"c f",0.779513395710518,1,3.06874190365057,2.6106225884922,10,"a",1.52354365369795,1.82239273825421,11,"b",1.44058763668359,2.50107254024245,12,"c",1.69737596229536,2.04437823530987,13,"d",1.00730455949206,2.17403867597588,14,"e",1.64602615277136,1.81759013190955,15,"f",2.00817654041348,2.28944622981102
8,0,0,8,1,"B",1,"a d",0.125366917018341,1,2.67321297164309,1.34841667694362,2,"b d",-0.458303951471952,1,1.45408541339616,2.77132436606465,3,"c d",0.0550474400472859,1,1.73388426029205,1.12403294694208,4,"a e",-0.24738298078723,1,2.76137000000364,2.538110344672,5,"b e",0.0966856235272265,1,1.261242411,1.01985367052852,6,"c e",0.0989405664954687,1,3.73226936657558,5.56192643376698,7,"a f",0.0547820847200111,1,0.775442996670965,0.417080978675737,8,"b f",0.796489975188445,1,1.68402069702717,1.23506823941767,9,"c f",-0.935853904551504,1,0.753994066789362,0.671782096949066,10,"a",2.0700086561059,1.85544096481253,11,"b",1.46644950714111,1.77466392430254,12,"c",2.07338256455233,3.3970061791807,13,"d",1.95372754844377,1.8865482082382,14,"e",2.58496059252641,3.5735578374748,15,"f",1.07115258682917,0.922275472012683
9,0,0,32,1,"B",1,"a d",-0.413990098253305,1,1.42117520619224,2.00578656225631,2,"b d",-1.10735241938064,1,0.402985838176071,0.362224882868607,3,"c d",1.38141381776775,1,5.76535540194597,4.33334864016159,4,"a e",0.529314424496441,1,2.82565381202059,2.59913713160122,5,"b e",0.778569168000312,1,3.41005160938675,3.67216795917843,6,"c e",-0.0705752996114011,1,1.57598868038579,1.48930143882498,7,"a f",-0.0099497503934144,1,2.2989497380097,2.42003603638512,8,"b f",0.122891293867117,1,2.58463189592994,3.33945742392987,9,"c f",-1.40649316006145,1,0.384178930430957,0.511201806144414,10,"a",2.18192625207418,2.40156003169812,11,"b",2.13255644783092,3.11582883693222,12,"c",2.57517433758757,3.50970049687568,13,"d",2.52983881543809,3.59821564765299,14,"e",2.60389803393104,2.8142305167249,15,"f",1.75592018812353,2.56903092474892
10,0,0,24,1,"B",1,"a d",0.373121425889309,1,2.77336174113905,3.46092358901496,2,"b d",-0.111487874809206,1,1.66994617127009,1.36868494228012,3,"c d",-0.385252678047687,1,1.26324060324963,1.0549761011433,4,"a e",1.02076383017234,1,3.8222503017304,3.92902386223791,5,"b e",-0.862325359555845,1,0.854872066254894,1.09859827793526,6,"c e",-1.46080553006605,1,0.355681914381136,0.269625662085134,7,"a f",0.0187624622760727,1,1.86751200458898,4.03630255100406,8,"b f",0.382351410138287,1,1.93848770794476,2.18899324965262,9,"c f",-0.215167474370278,1,0.863945460262601,0.917712210385769,10,"a",2.82104134915281,3.84779782717709,11,"b",1.48776864848991,1.66293204435541,12,"c",0.82762265929779,0.892633546318904,13,"d",1.90218283855292,2.29354669565821,14,"e",1.67760142745548,2.79098244605055,15,"f",1.55664839093211,2.71050117535205
