"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","Ms5","SDs5","M5","SD5","Num6","Str6","Ms6","SDs6","M6","SD6","Num7","Str7","Ms7","SDs7","M7","SD7","Num8","Str8","Ms8","SDs8","M8","SD8","Num9","Str9","Ms9","SDs9","M9","SD9","Num10","Str10","M10","SD10","Num11","Str11","M11","SD11","Num12","Str12","M12","SD12","Num13","Str13","M13","SD13","Num14","Str14","M14","SD14","Num15","Str15","M15","SD15"
1,0,0,24,1,"B",1,"a d",0,1,-0.509575456035977,0.682634220081897,2,"b d",0,1,-0.19756413581603,0.861439537554555,3,"c d",0,1,0.173110125486101,1.01196106878143,4,"a e",0,1,-0.0436936014423663,0.622439728428935,5,"b e",0,1,-0.276509514431261,0.753276357820548,6,"c e",0,1,-0.395545971909904,0.752206090235087,7,"a f",0,1,-0.153579142600697,0.982906193560928,8,"b f",0,1,0.163467169352599,1.04374721453374,9,"c f",0,1,-0.321853700911562,1.03587576000871,10,"a",-0.235616066693013,0.793422913549827,11,"b",-0.103535493631564,0.902392831405478,12,"c",-0.181429849111788,0.962957777085304,13,"d",-0.178009822121969,0.895572317458553,14,"e",-0.238583029261177,0.717122628751792,15,"f",-0.10398855805322,1.02690325559797
2,0,0,16,1,"B",1,"a d",0,1,0.00451845272483708,0.969123286425295,2,"b d",0,1,-0.122809198721941,1.31202451686499,3,"c d",0,1,-0.0436285577819116,1.16073517235913,4,"a e",0,1,-0.817385824235614,1.09039933626485,5,"b e",0,1,0.0162362204981721,0.961852606462784,6,"c e",0,1,-0.0839163524797841,0.777102762243254,7,"a f",0,1,0.152040050592183,1.17870376204497,8,"b f",0,1,-0.161107509156661,0.947416607551201,9,"c f",0,1,-0.149732070308927,0.994164448379196,10,"a",-0.220275773639531,1.14384354966714,11,"b",-0.0892268291268099,1.06632374994646,12,"c",-0.0924256601902076,0.969592679893803,13,"d",-0.0539731012596718,1.13222604256723,14,"e",-0.295021985405742,1.0042386510504,15,"f",-0.052933176291135,1.03285318347383
3,0,0,24,1,"B",1,"a d",0,1,0.118113945934967,0.808174998720385,2,"b d",0,1,-0.239286467419194,1.33211894409325,3,"c d",0,1,0.0823990517738831,1.06553110186127,4,"a e",0,1,-0.160134173641337,1.00154221615552,5,"b e",0,1,0.0558820651254788,0.954467926457898,6,"c e",0,1,0.032520474106785,0.887343947198657,7,"a f",0,1,-0.327479640647161,0.886707963175755,8,"b f",0,1,-0.0245075331988794,0.946693571746781,9,"c f",0,1,-0.101560622527772,0.847383745486234,10,"a",-0.12316662278451,0.908558588382326,11,"b",-0.0693039784975315,1.08445250577036,12,"c",0.00445296778429873,0.928217583912028,13,"d",-0.0129244899034479,1.08647222731478,14,"e",-0.0239105448030243,0.94054617308735,15,"f",-0.151182598791271,0.891292344821092
4,0,0,8,1,"B",1,"a d",0,1,-0.196292687335455,0.759448883537357,2,"b d",0,1,0.0797605440131311,1.32784969922215,3,"c d",0,1,0.0478739292964189,1.15095904655199,4,"a e",0,1,0.230165861245962,1.15977291269865,5,"b e",0,1,-0.0742292043937012,0.885042803754349,6,"c e",0,1,-0.103489135532709,0.66032583690828,7,"a f",0,1,-0.312778859561766,1.2489413075452,8,"b f",0,1,-0.0113656289821361,0.737587171581746,9,"c f",0,1,0.127753398171702,0.204236102992563,10,"a",-0.0929685618837531,1.05663736151457,11,"b",-0.00194476312090204,0.971989429406787,12,"c",0.0240460639784707,0.747106037175155,13,"d",-0.0228860713419685,1.06357650078134,14,"e",0.0174825071065172,0.896783245940383,15,"f",-0.0654636967907332,0.82963074996689
5,0,0,16,1,"B",1,"a d",0,1,0.0632883376085345,1.082856290756,2,"b d",0,1,-0.0429212114190038,1.21852552111357,3,"c d",0,1,-0.251953011867736,1.0701909405797,4,"a e",0,1,0.0895986755829917,1.16859599573632,5,"b e",0,1,0.404194821354605,0.919350433846684,6,"c e",0,1,-0.228001162340483,1.06509403694137,7,"a f",0,1,-0.185481106024486,0.756095929232485,8,"b f",0,1,0.144962605268975,0.927701096026716,9,"c f",0,1,-0.195883381728427,0.737407952937026,10,"a",-0.0108646976109867,1.00409216180174,11,"b",0.168745405068192,1.02596567621781,12,"c",-0.225279185312216,0.949556390664471,13,"d",-0.0771952952260685,1.10956741230453,14,"e",0.0885974448657043,1.06567434537558,15,"f",-0.0788006274946463,0.810092696103756
6,0,0,24,1,"B",1,"a d",0,1,0.215741781426433,1.00614162698899,2,"b d",0,1,-0.00902505091571313,0.796984636057177,3,"c d",0,1,-0.140204716295379,1.14619977430664,4,"a e",0,1,0.114637457291297,1.13111934393308,5,"b e",0,1,0.469824537295194,0.857520096965055,6,"c e",0,1,-0.0645433355056318,0.983064209485385,7,"a f",0,1,-0.290841117162052,1.10129152877218,8,"b f",0,1,-0.0505813279267951,1.01648420121915,9,"c f",0,1,-0.129413908321281,0.825609030564206,10,"a",0.0131793738518924,1.08806440081388,11,"b",0.136739386150895,0.913909510822123,12,"c",-0.111387320040764,0.980099457435334,13,"d",0.0221706714051137,0.990552808290582,14,"e",0.17330621969362,1.00784109280637,15,"f",-0.156945451136709,0.979058139442381
7,0,0,40,1,"B",1,"a d",0,1,0.0036716695911841,1.09357095861015,2,"b d",0,1,-0.238887299166455,0.943101090422651,3,"c d",0,1,-0.0150431963295946,0.930189437134384,4,"a e",0,1,-0.130858746283113,0.877573263251338,5,"b e",0,1,-0.165586681969969,1.00201690651902,6,"c e",0,1,0.328000521657259,0.995898858944717,7,"a f",0,1,-0.124724602370893,1.13907619001988,8,"b f",0,1,-0.0556373160080871,0.887163856069809,9,"c f",0,1,0.0766511639871674,1.13140076016761,10,"a",-0.0839705596876072,1.0360687209834,11,"b",-0.153370432381504,0.940326772656106,12,"c",0.129869496438277,1.02437421335613,13,"d",-0.0834196086349552,0.989568310447481,14,"e",0.0105183644680592,0.978531392172669,15,"f",-0.0345702514639376,1.05343746838356
8,0,0,24,1,"B",1,"a d",0,1,0.0542906046375243,0.919752199167722,2,"b d",0,1,-0.288109955111107,0.894016217020373,3,"c d",0,1,0.0662483764573246,1.07066388290956,4,"a e",0,1,0.0590183870014423,0.679869459863921,5,"b e",0,1,0.0856802175090858,1.11422439105334,6,"c e",0,1,-0.138342479856176,0.790733388184755,7,"a f",0,1,-0.191279228111979,0.847259307344046,8,"b f",0,1,-0.477638073283012,0.960859521097698,9,"c f",0,1,0.499173187873348,1.08196753743985,10,"a",-0.0259900788243374,0.818639799235515,11,"b",-0.226689270295011,1.00782862526587,12,"c",0.142359694824832,1.0122979488769,13,"d",-0.0558569913387528,0.965232246152787,14,"e",0.00211870821811748,0.874403420917213,15,"f",-0.0565813711738808,1.03986328161108
9,0,0,16,1,"B",1,"a d",0,1,-0.411310424387983,1.04931876270629,2,"b d",0,1,-0.0423978685759891,1.03132888825539,3,"c d",0,1,0.072522127543965,0.90036138858185,4,"a e",0,1,-0.287785204503193,0.83110602084469,5,"b e",0,1,0.0930020769720939,0.854019656735631,6,"c e",0,1,-0.320177193000788,1.14113271064524,7,"a f",0,1,0.130227155934282,0.722290273046461,8,"b f",0,1,0.0915918391968519,1.37622106532319,9,"c f",0,1,0.360353652053573,0.910648585219108,10,"a",-0.189622824318965,0.89061321104406,11,"b",0.0473986825309856,1.08665147441182,12,"c",0.0375661955322499,1.00917107281467,13,"d",-0.127062055140002,0.996538484141723,14,"e",-0.171653440177296,0.951185987392186,15,"f",0.194057549061569,1.02469688853514
10,0,0,32,1,"B",1,"a d",0,1,-0.0253772138294729,0.943785083596085,2,"b d",0,1,0.209611156470674,0.966885957229957,3,"c d",0,1,-0.174175693195594,0.957294156452562,4,"a e",0,1,0.192086349391784,0.856128567079793,5,"b e",0,1,0.212897259230417,0.959018946254289,6,"c e",0,1,0.0830946155444125,1.10367353475288,7,"a f",0,1,0.249971147235336,1.07354601317119,8,"b f",0,1,0.0510244857362347,0.875838961508594,9,"c f",0,1,-0.0626831378314146,0.841149049546982,10,"a",0.138893427599215,0.959224982307977,11,"b",0.157844300479109,0.928042339964428,12,"c",-0.0512547384941986,0.968821798775346,13,"d",0.0033527498152023,0.959158805266353,14,"e",0.162692741388871,0.969562471127728,15,"f",0.0794374983800519,0.934956907665327
