"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","Ms5","SDs5","M5","SD5","Num6","Str6","Ms6","SDs6","M6","SD6","Num7","Str7","Ms7","SDs7","M7","SD7","Num8","Str8","Ms8","SDs8","M8","SD8","Num9","Str9","M9","SD9","Num10","Str10","M10","SD10","Num11","Str11","M11","SD11","Num12","Str12","M12","SD12","Num13","Str13","M13","SD13","Num14","Str14","M14","SD14","Num15","Str15","M15","SD15","Num16","Str16","M16","SD16","Num17","Str17","M17","SD17","Num18","Str18","M18","SD18","Num19","Str19","M19","SD19","Num20","Str20","M20","SD20","Num21","Str21","M21","SD21","Num22","Str22","M22","SD22","Num23","Str23","M23","SD23","Num24","Str24","M24","SD24","Num25","Str25","M25","SD25","Num26","Str26","M26","SD26"
1,0,0,40,1,"B",1,"a c e",0.0695824912422264,1,1.77311572361978,7.03665761161381,2,"b c e",1.46977224709357,1,0.887052655494965,7.22230968227499,3,"a d e",-0.796051522482551,1,-1.54382740855566,4.01731300523365,4,"b d e",-1.59420139183843,1,-1.19212506599176,3.98610448352922,5,"a c f",-1.4199862464223,1,-3.45565814879738,18.3871930002066,6,"b c f",-0.487301241878575,1,-2.03263294058591,9.23565922737408,7,"a d f",0.890849198182399,1,-1.10596608487104,12.6471254503239,8,"b d f",-0.437785943794634,1,-1.01120787658251,3.99367713287605,9,"a,c",-0.841271212588802,14.0808401909689,10,"b,c",-0.572790142545472,8.36765809797423,11,"a,d",-1.32489674671335,9.32621818314296,12,"b,d",-1.10166647128713,3.96560461079569,13,"a,e",0.114644157532059,5.93266333526765,14,"b,e",-0.152536205248397,5.88974678472063,15,"a,f",-2.28081211683421,15.7246594821941,16,"b,f",-1.52192040858421,7.08849456536644,17,"c,e",1.33008418955737,7.09883048605945,18,"d,e",-1.36797623727371,3.98026677982057,19,"c,f",-2.74414554469165,14.4750175263724,20,"d,f",-1.05858698072677,9.31872343560783,21,"a",-1.08308397965108,11.9073942005349,22,"b",-0.837228306916303,6.5324263470545,23,"c",-0.707030677567137,11.546356261295,24,"d",-1.21328160900024,7.14435086989985,25,"e",-0.0189460238581691,5.89414949105032,26,"f",-1.90136626270921,12.1640926052883
2,0,0,32,1,"B",1,"a c e",-1.92037566021306,1,-3.73316190709761,9.70422611401738,2,"b c e",0.518756759718515,1,1.13945865522298,4.16810493734591,3,"a d e",-1.90792105534164,1,6.97126799510262,53.5485068922395,4,"b d e",2.91946593662674,1,2.04139368221328,3.2336198240886,5,"a c f",0.470334729849126,1,-0.463557252899042,7.70473866314274,6,"b c f",1.47833929835427,1,1.13534354560819,1.41430047048846,7,"a d f",-1.27403616379335,1,-2.36642190279794,3.15969698967432,8,"b d f",-0.386650246245695,1,-0.101458551515159,3.39577903820436,9,"a,c",-2.09835957999833,8.8466925987657,10,"b,c",1.13740110041558,3.08754269483268,11,"a,d",2.30242304615234,37.9212412271673,12,"b,d",0.96996756534906,3.46200473362164,13,"a,e",1.6190530440025,38.5539015696298,14,"b,e",1.59042616871813,3.72832798536356,15,"a,f",-1.41498957784849,5.91967592549766,16,"b,f",0.516942497046513,2.65459549081316,17,"c,e",-1.29685162593732,7.80494053826777,18,"d,e",4.50633083865795,37.7131453832657,19,"c,f",0.335893146354572,5.55372646888918,20,"d,f",-1.23394022715655,3.44813258489813,21,"a",0.102031733077005,27.5145865816384,22,"b",1.05368433288232,3.2682631349207,23,"c",-0.480479239791373,6.7963913358,24,"d",1.6361953057507,26.8280017101503,25,"e",1.60473960636031,27.2808609961494,26,"f",-0.449023540400989,4.67112954620901
3,0,0,8,1,"B",1,"a c e",1.24920266256799,1,-3.33221114017793,8.09112166881799,2,"b c e",0.330201441728385,1,1.56910550225419,3.55110316462182,3,"a d e",0.498959585322939,1,2.43363261903752,4.99275752879377,4,"b d e",0.0360262426599623,1,-3.0304476591168,4.76748151938593,5,"a c f",-0.226584458901693,1,-0.844854537042832,1.78665271612551,6,"b c f",-0.904071890532738,1,-0.187461988878538,2.03523897459708,7,"a d f",0.708254262538993,1,0.278200099510165,5.40105476451116,8,"b d f",-1.19592115877847,1,-3.48631527503964,3.1966896248367,9,"a,c",-2.08853283861038,5.80434559043608,10,"b,c",0.690821756687827,2.93949924295686,11,"a,d",1.35591635927384,5.1463689436273,12,"b,d",-3.25838146707822,3.92823279435392,13,"a,e",-0.449289260570207,7.1448674362759,14,"b,e",-0.730671078431305,4.70459387692091,15,"a,f",-0.283327218766333,3.92928874265851,16,"b,f",-1.83688863195909,3.09899863077593,17,"c,e",-0.881552818961872,6.5453683580343,18,"d,e",-0.298407520039641,5.49557547849512,19,"c,f",-0.516158262960685,1.88093840288708,20,"d,f",-1.60405758776474,4.70756712756811,21,"a",-0.36630823966827,5.67264789332686,22,"b",-1.2837798551952,3.95883935056303,23,"c",-0.698855540961278,4.7409157571889,24,"d",-0.95123255390219,5.07707004755364,25,"e",-0.589980169500756,5.95241457987007,26,"f",-1.06010792536271,3.56938127179877
4,0,0,8,1,"B",1,"a c e",0.607534048690959,1,-4.63002626673352,20.7724268972095,2,"b c e",0.983708708831945,1,2.08950592546111,2.29785357341034,3,"a d e",-0.107020244226635,1,0.19972266948352,1.28196405999115,4,"b d e",-0.581435802923845,1,-1.91844514536305,5.70661857238109,5,"a c f",0.395836817901014,1,-0.558451731452038,1.07783186295473,6,"b c f",-1.40688956034606,1,-1.91184413691701,2.43843761424579,7,"a d f",0.323620956406214,1,-1.73772866952641,10.1136649574564,8,"b d f",0.63023359764282,1,-0.713394759379494,5.56723206806592,9,"a,c",-2.59423899909278,14.3640731499539,10,"b,c",0.0888308942720499,3.08356906404032,11,"a,d",-0.769003000021447,7.0357298878589,12,"b,d",-1.31591995237127,5.48163944298577,13,"a,e",-2.215151798625,14.4343709169115,14,"b,e",0.085530390049031,4.6845424762214,15,"a,f",-1.14809020048923,6.97470840089188,16,"b,f",-1.31261944814825,4.19782070388888,17,"c,e",-1.27026017063621,14.6924592977509,18,"d,e",-0.859361237939766,4.14253570686429,19,"c,f",-1.23514793418453,1.95073628281333,20,"d,f",-1.22556171445295,7.90425658421923,21,"a",-1.68162099955711,11.1645656045691,22,"b",-0.613544529049612,4.43278888716442,23,"c",-1.25270405241037,10.3099010459105,24,"d",-1.04246147619636,6.2103995398698,25,"e",-1.06481070428799,10.6207118678002,26,"f",-1.23035482431874,5.66323855278634
5,0,0,24,1,"B",1,"a c e",1.87598086175039,1,-0.995455908408301,10.1985251420919,2,"b c e",-0.259364078970513,1,1.54421568739925,10.4485460831192,3,"a d e",-0.174450005916222,1,-1.64373267355259,10.5402553338806,4,"b d e",-0.708628673238418,1,-7.15142073679821,27.5717803094483,5,"a c f",-0.617993068536526,1,-0.220437766579029,5.75763639585976,6,"b c f",0.930205369282031,1,-0.928460214103574,9.89274239327212,7,"a d f",-0.402934781121995,1,-0.574309548006242,3.13635911493403,8,"b d f",-1.18247419253729,1,-1.6300766288793,3.86928655471624,9,"a,c",-0.607946837493665,8.20209437716536,10,"b,c",0.307877736647836,10.1428669637806,11,"a,d",-1.10902111077942,7.71183092602597,12,"b,d",-4.39074868283875,19.6754708452792,13,"a,e",-1.31959429098045,10.2651049029764,14,"b,e",-2.80360252469948,21.0889697707389,15,"a,f",-0.397373657292636,4.59001364259257,16,"b,f",-1.27926842149143,7.43936480454705,17,"c,e",0.274379889495473,10.2941688505889,18,"d,e",-4.3975767051754,20.8356878416088,19,"c,f",-0.574448990341302,8.01514565608156,20,"d,f",-1.10219308844277,3.52487407101583,21,"a",-0.858483974136541,7.92273222756596,22,"b",-2.04143547309546,15.7479955674404,23,"c",-0.150034550422915,9.1865338777146,24,"d",-2.74988489680908,14.9555512149837,25,"e",-2.06159840783996,16.5142219057704,26,"f",-0.838321039392035,6.16445438394563
6,0,0,40,1,"B",1,"a c e",0.168126322169166,1,-1.60861012757435,10.550123322371,2,"b c e",-1.13222677938511,1,7.61057276801824,38.4274862277463,3,"a d e",-1.34598432373521,1,-2.04892698228216,4.0526042626813,4,"b d e",-1.03543406396193,1,-0.713511233419603,6.2461121148148,5,"a c f",-1.19294848768573,1,0.293052955389648,9.333016625326,6,"b c f",-0.0883794581552659,1,-2.09178556272297,8.0860093636385,7,"a d f",-0.0576271261895687,1,-0.102074551254246,3.96998569278508,8,"b d f",0.438595111132393,1,0.284779904257024,8.66770890315588,9,"a,c",-0.657778586092351,9.94308372689929,10,"b,c",2.75939360264763,28.0196291292799,11,"a,d",-1.0755007667682,4.10463740282666,12,"b,d",-0.21436566458129,7.52339168813765,13,"a,e",-1.82876855492825,7.94386716104118,14,"b,e",3.44853076729932,27.6729421492136,15,"a,f",0.0954892020677011,7.12891771783191,16,"b,f",-0.903502829232975,8.41409121401699,17,"c,e",3.00098132022195,28.3805428671689,18,"d,e",-1.38121910785088,5.27440668091049,19,"c,f",-0.899366303666663,8.75894495314843,20,"d,f",0.0913526765013892,6.70131455514688,21,"a",-0.866639676430277,7.58528187861342,22,"b",1.27251396903317,20.5043501828583,23,"c",1.05080750827764,21.0271284108119,24,"d",-0.644933215674746,6.05642770563134,25,"e",0.809881106185532,20.4657773841489,26,"f",-0.404006813582637,7.78959671782591
7,0,0,24,1,"B",1,"a c e",-0.319856475459803,1,-0.0995233851752769,18.2903341248329,2,"b c e",-0.27843131604694,1,0.50221204057448,2.77383017317431,3,"a d e",1.68492365092243,1,4.12851012053897,7.79806816182875,4,"b d e",0.592434873462118,1,1.59235094100155,3.74058027858203,5,"a c f",1.56243921746402,1,1.0528665870894,3.36423823833915,6,"b c f",-0.997817348488871,1,1.03068363974004,9.28768233811885,7,"a d f",0.655842932849925,1,13.8173448801995,60.8973639272703,8,"b d f",0.616079811814092,1,-3.22128273437041,20.3514126721065,9,"a,c",0.476671600957062,13.0225563086742,10,"b,c",0.766447840157261,6.78596871958867,11,"a,d",8.97292750036925,43.2263598252761,12,"b,d",-0.814465896684429,14.6781118104611,13,"a,e",2.01449336768185,14.0723643202147,14,"b,e",1.04728149078802,3.30390018015349,15,"a,f",7.43510573364447,43.1500954398692,16,"b,f",-1.09529954731518,15.7959694284919,17,"c,e",0.201344327699602,12.9447644222271,18,"d,e",2.86043053077026,6.18444655460749,19,"c,f",1.04177511341472,6.91025475124566,20,"d,f",5.29803107291456,45.7340050834642,21,"a",4.72479955066316,32.0400103655891,22,"b",-0.0240090282635839,11.4018977153947,23,"c",0.621559720557161,10.3297849712246,24,"d",4.07923080184241,32.4840682766582,25,"e",1.53088742923493,10.1789101307479,26,"f",3.16990309316464,32.60356240061
8,0,0,24,1,"B",1,"a c e",0.218741782489359,1,0.84262396014076,4.75230832067667,2,"b c e",0.537495948845882,1,-8.87935578346914,37.5610030904661,3,"a d e",-2.07167555451759,1,-2.58391380214097,3.84360676844058,4,"b d e",2.35196434994241,1,-1.03480794425874,14.0318108900551,5,"a c f",-0.806981394639821,1,1.98473014567433,12.9979845813694,6,"b c f",-2.50199785456002,1,-3.37907587856938,5.74717433335041,7,"a d f",0.67306286749508,1,-2.36486798305648,12.1667077468121,8,"b d f",-0.621220136330926,1,-4.20360339439421,20.7238839717741,9,"a,c",1.41367705290755,9.69852998531119,10,"b,c",-6.12921583101926,26.7262693171985,11,"a,d",-2.47439089259873,8.92644153892089,12,"b,d",-2.61920566932647,17.5808346454516,13,"a,e",-0.870644921000107,4.61293768455619,14,"b,e",-4.95708186386394,28.3278746189227,15,"a,f",-0.190068918691075,12.6469951016682,16,"b,f",-3.79133963648179,15.050181224923,17,"c,e",-4.01836591166419,26.9367701688041,18,"d,e",-1.80936087319986,10.2075195831877,19,"c,f",-0.697172866447522,10.3046469053691,20,"d,f",-3.28423568872535,16.8366739357036,21,"a",-0.530356919845591,9.4750216387973,22,"b",-4.37421075017287,22.5702429572104,23,"c",-2.35776938905586,20.354274994263,24,"d",-2.5467982809626,13.8687673585986,25,"e",-2.91386339243202,20.2917966072217,26,"f",-1.99070427758643,13.9452381229338
9,0,0,16,1,"B",1,"a c e",1.86510926607557,1,1.31883478091063,5.78375992558284,2,"b c e",0.0647169082104483,1,-2.79525365028635,14.2811817329784,3,"a d e",0.0696714932457703,1,-1.15410514839783,22.4138410332286,4,"b d e",-0.389831950358356,1,-3.13508452840066,7.92165518753179,5,"a c f",1.44339669651958,1,4.28813157690941,15.8488582484542,6,"b c f",0.35252673748734,1,0.661861305028335,1.9196316292877,7,"a d f",0.524189685560531,1,0.419064384695118,3.06142151685051,8,"b d f",-1.32166811665992,1,1.98337734783315,13.8237463516931,9,"a,c",2.80348317891002,11.8323048603381,10,"b,c",-1.06669617262901,10.1761425763366,11,"a,d",-0.367520381851357,15.7562967162635,12,"b,d",-0.575853590283755,11.3838000025207,13,"a,e",0.0823648162563993,16.1509069816688,14,"b,e",-2.9651690893435,11.3613599101024,15,"a,f",2.35359798080227,11.3991179479852,16,"b,f",1.32261932643074,9.7313684165754,17,"c,e",-0.73820943468786,10.919745724714,18,"d,e",-2.14459483839924,16.5669585621763,19,"c,f",2.47499644096887,11.2569234455873,20,"d,f",1.20122086626413,9.88090464362689,21,"a",1.21798139852933,13.914180432266,22,"b",-0.821274881456381,10.7136932187021,23,"c",0.868393503140507,11.1197874599339,24,"d",-0.471686986067556,13.6359119074864,25,"e",-1.44140213654355,13.9366483650134,26,"f",1.8381086536165,10.5264811426695
10,0,0,40,1,"B",1,"a c e",-0.796234680410622,1,-4.00468908517179,16.0793706357718,2,"b c e",1.41730727026132,1,0.552936567589903,4.08789929449084,3,"a d e",-0.351904402719241,1,-0.797874626287896,4.68823665113879,4,"b d e",0.515586965234421,1,2.5052898485745,5.16710721684182,5,"a c f",-2.11078980817888,1,-3.2210915882163,7.66714047393168,6,"b c f",1.38414057548377,1,3.44583041973092,8.29603664685948,7,"a d f",1.76632192932443,1,2.14589479065066,4.99460859244014,8,"b d f",0.955355196756934,1,-2.04129450734921,18.232055429475,9,"a,c",-3.61289033669404,12.52248480076,10,"b,c",1.99938349366041,6.65919687599203,11,"a,d",0.674010082181383,5.03584242479722,12,"b,d",0.231997670612645,13.5097692879551,13,"a,e",-2.40128185572984,11.8781665327068,14,"b,e",1.5291132080822,4.7323562444584,15,"a,f",-0.537598398782817,6.97337251946879,16,"b,f",0.702267956190856,14.3422106496773,17,"c,e",-1.72587625879094,11.8804515420019,18,"d,e",0.8537076111433,5.17623799974366,19,"c,f",0.112369415757311,8.61682075782737,20,"d,f",0.0523001416507278,13.4481919782265,21,"a",-1.46944012725633,9.75379785234263,22,"b",1.11569058213653,10.6537231441777,23,"c",-0.806753421516816,10.3860542270462,24,"d",0.453003876397014,10.1652470712258,25,"e",-0.436084323823822,9.22579002182319,26,"f",0.0823347787040192,11.2583493159054
