"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","M5","SD5","Num6","Str6","M6","SD6","Num7","Str7","M7","SD7","Num8","Str8","M8","SD8","offsetSd","offsetProp"
1,0,0,24,1,"W",1,"a c",0,1,-0.0188822792702261,1.11367480159645,2,"b c",0,1,-0.0453501830865287,1.17406050083189,3,"a d",0,1,0.0652235043934478,1.05211662379983,4,"b d",0,1,0.268584194055349,1.09666159483308,5,"a",0.0231706125616108,1.07258851076765,6,"b",0.11161700548441,1.13500966273244,7,"c",-0.0321162311783774,1.13210656531382,8,"d",0.166903849224399,1.06808075881338,0.5,0.5
2,0,0,24,1,"W",1,"a c",0,1,-0.0278173324740539,1.49581422296764,2,"b c",0,1,0.273019232279034,1.32976491241962,3,"a d",0,1,0.147289894122922,1.31137550733275,4,"b d",0,1,-0.0460126102238714,1.34297986471036,5,"a",0.0597362808244343,1.39438666788131,6,"b",0.113503311027581,1.33188697928537,7,"c",0.12260094990249,1.40831825645482,8,"d",0.0506386419495255,1.31670369352898,0.9,0.9
3,0,0,16,1,"W",1,"a c",0,1,-0.206916864341767,1.24309068027844,2,"b c",0,1,-0.0892012652984568,1.31381667254519,3,"a d",0,1,0.0745967427066226,0.964007255963884,4,"b d",0,1,-0.310940788164669,0.837966647403983,5,"a",-0.066160060817572,1.1035538737718,6,"b",-0.200071026731563,1.08980440086217,7,"c",-0.148059064820112,1.25956579852021,8,"d",-0.118172022729023,0.909831336325762,0.1,0.1
4,0,0,40,1,"W",1,"a c",0,1,-0.0526729659702445,1.21088762493062,2,"b c",0,1,-0.0384282198350642,1.03905055058553,3,"a d",0,1,-0.0748769169316405,1.21292155278322,4,"b d",0,1,0.0470091024174822,1.04419357137786,5,"a",-0.0637749414509425,1.20426212563564,6,"b",0.00429044129120903,1.03590402582339,7,"c",-0.0455505929026543,1.12110467021276,8,"d",-0.0139339072570792,1.12619197857012,0.5,0.5
5,0,0,24,1,"W",1,"a c",0,1,-0.183304747113694,1.17360288610497,2,"b c",0,1,-0.103157615635359,1.47723659697247,3,"a d",0,1,-0.153688629629136,1.17829762227943,4,"b d",0,1,-0.339792581641557,1.35727549596367,5,"a",-0.168496688371415,1.1634714458974,6,"b",-0.221475098638458,1.40843750908844,7,"c",-0.143231181374527,1.32043861023292,8,"d",-0.246740605635347,1.26085924366317,0.9,0.9
6,0,0,40,1,"W",1,"a c",0,1,-0.0393250450907497,0.901891708000498,2,"b c",0,1,-0.0320751451925384,1.05525795738245,3,"a d",0,1,-0.0602418332246447,0.957388775517166,4,"b d",0,1,-0.131537108787539,1.14173381845889,5,"a",-0.0497834391576972,0.924209036700038,6,"b",-0.0818061269900387,1.09351220773331,7,"c",-0.0357000951416441,0.975349295397456,8,"d",-0.0958894710060918,1.04752563265585,0.1,0.1
7,0,0,32,1,"W",1,"a c",0,1,-0.0591884649589127,0.996242350829079,2,"b c",0,1,0.0447142527742473,1.23549507409506,3,"a d",0,1,0.127865536747794,1.17422117994932,4,"b d",0,1,0.0822942507177212,0.973905698953332,5,"a",0.0343385358944405,1.08430320998596,6,"b",0.0635042517459842,1.10371485380058,7,"c",-0.00723710609233273,1.11455084758493,8,"d",0.105079893732757,1.07037410950285,0.5,0.5
8,0,0,40,1,"W",1,"a c",0,1,0.169670301568438,1.25634405615266,2,"b c",0,1,-0.10409039620773,1.28033936974313,3,"a d",0,1,-0.230358911957937,1.3449060396154,4,"b d",0,1,0.00585388690861123,1.40338906400446,5,"a",-0.0303443051947495,1.30868665686968,6,"b",-0.0491182546495593,1.33589099745005,7,"c",0.0327899526803543,1.26784977282414,8,"d",-0.112252512524663,1.37089355236361,0.9,0.9
9,0,0,8,1,"W",1,"a c",0,1,0.235357617383201,0.845074507166813,2,"b c",0,1,0.18427492612084,0.846854202319025,3,"a d",0,1,0.261103384337615,1.06314000303582,4,"b d",0,1,0.383148842435588,0.369622838248404,5,"a",0.248230500860408,0.92784964655171,6,"b",0.283711884278214,0.639514655351637,7,"c",0.20981627175202,0.817705264910154,8,"d",0.322126113386601,0.771483174827903,0.1,0.1
10,0,0,8,1,"W",1,"a c",0,1,-0.438435866537635,1.20433934825998,2,"b c",0,1,-0.170555314884548,1.36734320216585,3,"a d",0,1,-0.409324383455043,1.03315306714966,4,"b d",0,1,-0.175242922380751,1.36015949950019,5,"a",-0.423880124996339,1.08407440074579,6,"b",-0.17289911863265,1.31751576766743,7,"c",-0.304495590711092,1.25239676481406,8,"d",-0.292283652917897,1.17306579501078,0.5,0.5
11,0,0,24,1,"W",1,"a c",0,1,-0.413382420379003,1.13236317283288,2,"b c",0,1,0.156823354760935,1.55505343361334,3,"a d",0,1,0.0724548839157477,1.2709107815191,4,"b d",0,1,0.079168871761156,1.16781911178529,5,"a",-0.170463768231628,1.21580065327457,6,"b",0.117996113261046,1.36099301815836,7,"c",-0.128279532809034,1.37617786187651,8,"d",0.0758118778384519,1.20740535823583,0.9,0.9
12,0,0,24,1,"W",1,"a c",0,1,-0.128617643427287,0.916349593805016,2,"b c",0,1,-0.0864196013457235,1.00471277618306,3,"a d",0,1,0.263540540052705,1.01640387518802,4,"b d",0,1,0.148561975764391,1.1826864612671,5,"a",0.0674614483127094,0.97761373663187,6,"b",0.0310711872093339,1.09205137582406,7,"c",-0.107518622386505,0.95150147787795,8,"d",0.206051257908548,1.09243623131161,0.1,0.1
13,0,0,32,1,"W",1,"a c",0,1,0.0980276851580719,0.965053549918095,2,"b c",0,1,-0.03124629778763,1.03160649832133,3,"a d",0,1,0.153657041516956,1.44119126005912,4,"b d",0,1,0.0504556197443792,1.05229496755205,5,"a",0.125842363337514,1.21700055872032,6,"b",0.00960466097837461,1.03451882767123,7,"c",0.033390693685221,0.993064346545295,8,"d",0.102056330630668,1.252841050017,0.5,0.5
14,0,0,8,1,"W",1,"a c",0,1,-0.050481922511935,1.67058119880713,2,"b c",0,1,-0.105144256139986,1.45097309725466,3,"a d",0,1,0.115683852693683,1.59410314434887,4,"b d",0,1,-0.30813861995438,0.917335204731386,5,"a",0.0326009650908738,1.57975713103448,6,"b",-0.206641438047183,1.17735903599359,7,"c",-0.0778130893259607,1.51184441832316,8,"d",-0.0962273836303488,1.2753348041965,0.9,0.9
15,0,0,16,1,"W",1,"a c",0,1,-0.266712809518776,1.07240918996937,2,"b c",0,1,-0.269129557875699,0.839548335212982,3,"a d",0,1,-0.156271812603128,0.593346832697104,4,"b d",0,1,0.385051489907987,1.02313932391471,5,"a",-0.211492311060952,0.854389174931321,6,"b",0.0579609660161441,0.978782242013791,7,"c",-0.267921183697237,0.947383321503035,8,"d",0.114389838652429,0.867465076789229,0.1,0.1
16,0,0,32,1,"W",1,"a c",0,1,-0.264387031187229,1.14294170491743,2,"b c",0,1,0.192425055318287,1.15879754322861,3,"a d",0,1,0.0538829560767151,1.10690018499323,4,"b d",0,1,0.168405407140218,1.14464758607465,5,"a",-0.105252037555257,1.12756648435521,6,"b",0.180415231229252,1.1426310227636,7,"c",-0.0359809879344712,1.1647043947881,8,"d",0.111144181608467,1.11845042932454,0.5,0.5
17,0,0,32,1,"W",1,"a c",0,1,-0.0300983573885077,1.36525778764002,2,"b c",0,1,-0.00146252914183797,1.50120501781613,3,"a d",0,1,-0.0865601704934939,1.38364087013623,4,"b d",0,1,-0.0176371551453993,1.02424572702983,5,"a",-0.0583292639410008,1.36382471289293,6,"b",-0.00954984214361864,1.27483429459733,7,"c",-0.0157804432651728,1.42348234677542,8,"d",-0.0520986628194466,1.20807986494292,0.9,0.9
18,0,0,24,1,"W",1,"a c",0,1,0.0985621128098755,1.07386362939973,2,"b c",0,1,0.0990168178457166,0.845955579551981,3,"a d",0,1,0.174545015572058,1.1516822507179,4,"b d",0,1,-0.327722296301819,0.889617504996479,5,"a",0.136553564190967,1.10221293985626,6,"b",-0.114352739228051,0.885433643695859,7,"c",0.0987894653277961,0.956311097727205,8,"d",-0.0765886403648804,1.04917870212508,0.1,0.1
19,0,0,40,1,"W",1,"a c",0,1,-0.145059005444509,0.951182813147697,2,"b c",0,1,-0.2965122236154,0.984911255885512,3,"a d",0,1,-0.0291459256851172,0.998347525638783,4,"b d",0,1,-0.133525519248482,1.26103004662342,5,"a",-0.0871024655648132,0.97061334748049,6,"b",-0.215018871431941,1.12722873339455,7,"c",-0.220785614529955,0.965059974917218,8,"d",-0.0813357224667995,1.1312969472631,0.5,0.5
20,0,0,24,1,"W",1,"a c",0,1,0.00793077103054018,1.2391581573979,2,"b c",0,1,-0.232355996846706,1.12468795101975,3,"a d",0,1,0.0894530788853847,0.962221333729422,4,"b d",0,1,-0.163578137796351,1.20854738218599,5,"a",0.0486919249579624,1.09827287839958,6,"b",-0.197967067321529,1.15540809090059,7,"c",-0.112212612908083,1.17693145078445,8,"d",-0.0370625294554832,1.08820368254446,0.9,0.9
21,0,0,16,1,"W",1,"a c",0,1,0.0311459282177905,0.828783596688384,2,"b c",0,1,-0.158933769098111,1.06139213989663,3,"a d",0,1,0.150388944680142,0.933015593368427,4,"b d",0,1,-0.413562107199264,0.858469420380551,5,"a",0.0907674364489662,0.870201244613361,6,"b",-0.286247938148688,0.95835090263391,7,"c",-0.0638939204401603,0.941696739115174,8,"d",-0.131586581259561,0.927303478167789,0.1,0.1
22,0,0,16,1,"W",1,"a c",0,1,0.178357171210248,1.12413849401856,2,"b c",0,1,-0.494630398033902,0.851429272132718,3,"a d",0,1,0.169614233707967,0.894188679501614,4,"b d",0,1,-0.209857788323019,1.1890610757559,5,"a",0.173985702459108,0.999185518889238,6,"b",-0.352244093178461,1.02753595375077,7,"c",-0.158136613411827,1.03880492028315,8,"d",-0.0201217773075261,1.05270138936703,0.5,0.5
23,0,0,40,1,"W",1,"a c",0,1,0.247802165197451,1.3435338827816,2,"b c",0,1,0.197371033934024,1.3264057238615,3,"a d",0,1,0.0987024667482381,1.40042183833953,4,"b d",0,1,-0.0483715171190741,1.41565453992715,5,"a",0.173252315972845,1.36562191777037,6,"b",0.0744997584074747,1.36864321124654,7,"c",0.222586599565737,1.32676368447325,8,"d",0.025165474814582,1.4010742718388,0.9,0.9
24,0,0,16,1,"W",1,"a c",0,1,-0.490148215793573,1.43083319571055,2,"b c",0,1,-0.372303899150241,1.32777157316038,3,"a d",0,1,0.2443567745896,0.734954647823433,4,"b d",0,1,0.0791253437290774,0.9608288819539,5,"a",-0.122895720601986,1.17949702472994,6,"b",-0.146589277710582,1.16290583278874,7,"c",-0.431226057471907,1.35913887621872,8,"d",0.161741059159339,0.845646699035227,0.1,0.1
