"Data_Set","Num_Responses_per_Condition","BW","Trial","C1","Cstr1","C2","Cstr2","DF_ART_Omni","DF_Param","DF_ART_Con","T_ART_Omni","T_Param","T_ART_Con","P_ART_Omni","P_Param","P_ART_Con","P_Nonparam"
1,8,"between","1","5","a","6","b",28,28,28,-1.29865244801887,-1.10332936488674,-1.29865244801887,0.204657290161906,0.279276807519756,0.204657290161906,0.723975273923011
1,8,"between","2","7","c","8","d",28,28,28,-2.74633413103146,-2.34942776276094,-2.74633413103146,0.0104134555130208,0.0260861726504796,0.0104134555130208,0.0864607178417516
1,8,"between","3","1","a c","2","b c",28,28,28,-3.09738175370265,-3.47153025557941,-2.83135358918626,0.0044085362167197,0.00169747593662878,0.00848766108350422,0.0147630147630148
1,8,"between","4","1","a c","3","a d",28,28,28,-2.99956969832256,-4.35265488274195,-3.98963460294428,0.00562338212748045,0.000162199398971323,0.000432046072403881,0.0104118104118104
1,8,"between","5","1","a c","4","b d",28,28,28,-0.0326040184600298,-2.44146797874986,-1.8017704658458,0.974221674672864,0.0212037787906772,0.0823592086476748,0.0379176379176379
1,8,"between","6","2","b c","3","a d",28,28,28,0.0978120553800828,-0.881124627162539,1.15828101375802,0.922778371082519,0.385751538345329,0.256533729039314,0.194871794871795
1,8,"between","7","2","b c","4","b d",28,28,28,3.06477773524262,1.03006227682955,1.02958312334046,0.00478259611828649,0.311796942990846,0.312017960730271,0.278632478632479
1,8,"between","8","3","a d","4","b d",28,28,28,2.96696567986254,1.91118690399209,2.18786413709848,0.00609475097506295,0.0662670361752333,0.0371875461265741,0.0379176379176379
2,24,"between","9","5","a","6","b",92,92,92,0.745001651381143,1.04817514598211,0.745001651381144,0.458169703732411,0.29730378047154,0.45816970373241,0.351783817537233
2,24,"between","10","7","c","8","d",92,92,92,1.66891028062358,1.89772939015927,1.66891028062358,0.0985349569284981,0.0608674320728678,0.0985349569284981,0.0871177304575176
2,24,"between","11","1","a c","2","b c",92,92,92,-4.69154226539475,-3.89224532163933,-3.94074333766105,9.40215136955169e-06,0.000187819885381927,0.000158112172032974,0.000468756068964032
2,24,"between","12","1","a c","3","a d",92,92,92,-4.60466185307262,-3.29151975459584,-3.26700334767384,1.32195451641279e-05,0.00141417202352783,0.00152842951246532,0.00632736419267434
2,24,"between","13","1","a c","4","b d",92,92,92,0.111703387271304,2.08306907423378,2.30088562618274,0.911301943334828,0.0400193441160721,0.0236572428451378,0.0336825577922627
2,24,"between","14","2","b c","3","a d",92,92,92,0.0868804123221248,0.600725567043483,-0.673739989987213,0.930955385612626,0.549499890505536,0.502165836126662,0.587992653723386
2,24,"between","15","2","b c","4","b d",92,92,92,4.80324565266605,5.9753143958731,6.24162896384379,6.03636859654929e-06,4.29719156924959e-08,1.31220087122673e-08,1.2248048068359e-07
2,24,"between","16","3","a d","4","b d",92,92,92,4.71636524034393,5.37458882882962,5.56788897385658,8.52451761749837e-06,5.76713326755855e-07,2.53351664727877e-07,1.69572525566164e-06
3,40,"between","17","5","a","6","b",156,156,156,1.19953759185717,1.40699936494652,1.19953759185717,0.232137673586144,0.1614167524779,0.232137673586144,0.350638736014246
3,40,"between","18","7","c","8","d",156,156,156,-8.35359937213365,-8.03536162838223,-8.35359937213365,3.38507355504809e-14,2.15075140390364e-13,3.38507355504809e-14,1.97985602298351e-11
3,40,"between","19","1","a c","2","b c",156,156,156,-2.15376312216107,-0.858517426199973,-1.07166285542788,0.0327945029976511,0.391923997247686,0.285526611001419,0.193391234774725
3,40,"between","20","1","a c","3","a d",156,156,156,-2.21501918365598,-7.53527491499408,-7.5595677099102,0.028207854971526,3.70982242169594e-12,3.236276416643e-12,8.98450225808914e-10
3,40,"between","21","1","a c","4","b d",156,156,156,-0.433692915383969,-4.6869599046364,-4.90068527401075,0.665110600227208,6.00298330202154e-06,2.37176019581894e-06,1.33069454787044e-05
3,40,"between","22","2","b c","3","a d",156,156,156,-0.0612560614949113,-6.67675748879411,6.48790485448231,0.951233691644986,4.05091908168849e-10,1.09470733699407e-09,2.83208649320567e-09
3,40,"between","23","2","b c","4","b d",156,156,156,1.7200702067771,-3.82844247843643,-3.82902241858286,0.0874027427285553,0.000186321588941562,0.000185920973223773,0.000497486995866285
3,40,"between","24","3","a d","4","b d",156,156,156,1.78132626827201,2.84831501035768,2.65888243589945,0.0768049387571296,0.00498801598062445,0.00865774433524571,0.00873245021798314
4,40,"between","25","5","a","6","b",156,156,156,8.71061331553272,8.48099180094422,8.71061331553272,4.12784138694788e-15,1.60315808926798e-14,4.12784138694788e-15,7.70978918627512e-11
4,40,"between","26","7","c","8","d",156,156,156,-4.17748144983865,-4.20797048187675,-4.17748144983865,4.89085431053614e-05,4.33446437564948e-05,4.89085431053614e-05,0.00390955554765901
4,40,"between","27","1","a c","2","b c",156,156,156,3.67741445752231,9.69004132153576,9.60838586047348,0.000323734489716225,1.12500224429036e-17,1.85211909186047e-17,8.53804903703516e-16
4,40,"between","28","1","a c","3","a d",156,156,156,3.74982486878154,0.71759004513272,0.986519408751348,0.000248904591963805,0.474083270064994,0.3254059098766,0.418229514165269
4,40,"between","29","1","a c","4","b d",156,156,156,0.134476478052855,3.02148235086729,3.3228479132863,0.893199151702087,0.00294061599719922,0.00111018494998136,0.00370155556700091
4,40,"between","30","2","b c","3","a d",156,156,156,0.0724104112592303,-8.97245127640304,8.62186645172213,0.942368054480297,8.66376374618097e-16,6.98364982554082e-15,2.09408683187392e-13
4,40,"between","31","2","b c","4","b d",156,156,156,-3.54293797946945,-6.66855897066847,-6.28553794718719,0.000522228733292246,4.23087715807841e-10,3.1228752443784e-09,2.56764849785881e-08
4,40,"between","32","3","a d","4","b d",156,156,156,-3.61534839072868,2.30389230573457,2.33632850453495,0.000404334696952795,0.0225484612458633,0.0207462024499674,0.0570806482987846
5,8,"between","33","5","a","6","b",28,28,28,-0.909456053300002,-0.780980507201347,-0.909456053300002,0.37087190266961,0.441367355815835,0.37087190266961,0.514748002342915
5,8,"between","34","7","c","8","d",28,28,28,1.13591549791951,0.932982701180752,1.13591549791951,0.265621437058114,0.358805015213062,0.265621437058114,0.32261573863689
5,8,"between","35","1","a c","2","b c",28,28,28,-1.05133225786688,-1.62895917530072,-1.41843990317802,0.302095337169699,0.114522669456383,0.167097556580506,0.194871794871795
5,8,"between","36","1","a c","3","a d",28,28,28,-0.867349112740173,-0.417004167949486,-0.214104136328757,0.393123513314477,0.679855248400776,0.832017402923086,0.878477078477078
