"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","Ms5","SDs5","M5","SD5","Num6","Str6","Ms6","SDs6","M6","SD6","Num7","Str7","Ms7","SDs7","M7","SD7","Num8","Str8","Ms8","SDs8","M8","SD8","Num9","Str9","Ms9","SDs9","M9","SD9","Num10","Str10","M10","SD10","Num11","Str11","M11","SD11","Num12","Str12","M12","SD12","Num13","Str13","M13","SD13","Num14","Str14","M14","SD14","Num15","Str15","M15","SD15"
1,0,0,24,1,"B",1,"a d",0,1,0.748266707250687,0.527680730530278,2,"b d",0,1,1.17781345941812,1.26709508919495,3,"c d",0,1,1.85095409022594,1.92671073600107,4,"a e",0,1,1.13513367626832,0.648830638310345,5,"b e",0,1,0.968695311496988,0.673766757149476,6,"c e",0,1,0.865960101228166,0.671183917960165,7,"a f",0,1,1.30311301422152,1.21401766592542,8,"b f",0,1,2.08578760308661,2.75941014638527,9,"c f",0,1,1.1637539807355,1.19262093533453,10,"a",1.06217113258018,0.871060890151616,11,"b",1.41076545800057,1.83635649765498,12,"c",1.29355605739654,1.40775109494256,13,"d",1.25901141896492,1.42186538157005,14,"e",0.989929696331159,0.664709946751887,15,"f",1.51755153268121,1.88992627603733
2,0,0,16,1,"B",1,"a d",0,1,1.42959881593113,1.16970386712038,2,"b d",0,1,1.71040741921126,2.08091037304375,3,"c d",0,1,1.64610626622939,1.6305303884694,4,"a e",0,1,0.809802150337863,1.11458376890093,5,"b e",0,1,1.68989097771525,2.42688282043352,6,"c e",0,1,1.1705192030895,0.769947048754066,7,"a f",0,1,1.89236365371853,1.68777724325989,8,"b f",0,1,1.43284540548877,2.15079990687414,9,"c f",0,1,1.23912106233825,0.910976165721545,10,"a",1.37725487332917,1.39396659390557,11,"b",1.61104793413843,2.18044423273263,12,"c",1.35191551055238,1.16083872136503,13,"d",1.5953708337906,1.63764213460589,14,"e",1.22340411038087,1.6120339285084,15,"f",1.52144337384851,1.65135885385283
3,0,0,24,1,"B",1,"a d",0,1,1.51472547182401,1.23206190537917,2,"b d",0,1,1.69029158821439,2.4429182618186,3,"c d",0,1,1.84520787162943,1.98353973481392,4,"a e",0,1,1.3334932736633,1.32055156209539,5,"b e",0,1,1.50223742795434,1.09739549947409,6,"c e",0,1,1.46594091391736,1.29225608572939,7,"a f",0,1,1.08634400493194,1.33579016264196,8,"b f",0,1,1.46629161330632,1.52461610606531,9,"c f",0,1,1.33204024327727,1.46055541566227,10,"a",1.31152091680642,1.29071101652246,11,"b",1.55294020982502,1.75674161311545,12,"c",1.54772967627468,1.59826137876173,13,"d",1.68340831055594,1.92821240378546,14,"e",1.43389053851167,1.22528544858563,15,"f",1.29489195383851,1.43078956014703
4,0,0,8,1,"B",1,"a d",0,1,1.0237998383438,0.643874806732012,2,"b d",0,1,1.92942968795047,1.81876762717554,3,"c d",0,1,1.6534006918397,1.57881038123095,4,"a e",0,1,1.81977984807628,1.16154151505528,5,"b e",0,1,1.29538057341352,1.11917962129868,6,"c e",0,1,1.10394799038798,0.805402012496519,7,"a f",0,1,1.41741804870816,1.73794450652502,8,"b f",0,1,1.21315785369418,0.7038846085422,9,"c f",0,1,1.15629192406618,0.221550306828925,10,"a",1.42033257837608,1.25150119590841,11,"b",1.47932270501939,1.28282506847861,12,"c",1.30454686876462,1.01733115357025,13,"d",1.53554340604466,1.42879204763407,14,"e",1.40636947062593,1.04153695463887,15,"f",1.26228927548951,1.04790968930673
5,0,0,16,1,"B",1,"a d",0,1,1.82482587006394,1.94843782326324,2,"b d",0,1,2.10989268020298,3.66123983162438,3,"c d",0,1,1.39335073352411,1.76499243970675,4,"a e",0,1,1.85176078863932,1.70496389703629,5,"b e",0,1,2.13694559035288,1.92690215733928,6,"c e",0,1,1.36164417662737,1.58467033496827,7,"a f",0,1,1.09840560208393,0.943987501444383,8,"b f",0,1,1.95695315399002,3.05781455737147,9,"c f",0,1,1.02961521979924,0.690454227733195,10,"a",1.59166408692906,1.59628199643486,11,"b",2.06793047484862,2.90750796817857,12,"c",1.26153670998357,1.40550230029862,13,"d",1.77602309459701,2.5636945600612,14,"e",1.78345018520652,1.73748558023869,15,"f",1.36165799195773,1.89800527157395
6,0,0,24,1,"B",1,"a d",0,1,2.09671533959723,3.11193294720771,2,"b d",0,1,1.42431613367144,1.6459818268505,3,"c d",0,1,1.62978776771817,2.00745039174207,4,"a e",0,1,2.4448940336,5.02855906320772,5,"b e",0,1,2.25983751083819,2.08266798217337,6,"c e",0,1,1.33787152574351,1.03339490355478,7,"a f",0,1,1.28839588773819,1.51584032153109,8,"b f",0,1,1.68665203444042,2.49458825083353,9,"c f",0,1,1.22456720746651,1.10637886483534,10,"a",1.94333508697847,3.50867693858701,11,"b",1.79026855965002,2.10287366160379,12,"c",1.39740883364273,1.44134272337118,13,"d",1.71693974699561,2.32389123414843,14,"e",2.0142010233939,3.19063313042959,15,"f",1.39987170988171,1.7886198066085
7,0,0,40,1,"B",1,"a d",0,1,1.7413337425929,2.11681002089972,2,"b d",0,1,1.23247023545495,1.48421999282248,3,"c d",0,1,1.52355888446367,2.04123147876766,4,"a e",0,1,1.43429876314094,2.10803974089152,5,"b e",0,1,1.43535363730868,2.05452159651658,6,"c e",0,1,2.29837228924025,2.9729388100623,7,"a f",0,1,2.12577261940302,5.76256456611488,8,"b f",0,1,1.43362144518609,1.9057283842566,9,"c f",0,1,1.91173194510436,2.48366408429275,10,"a",1.76713504171229,3.72674352789678,11,"b",1.36714843931657,1.81789270042703,12,"c",1.91122103960276,2.52679138481007,13,"d",1.49912095417051,1.89732460596154,14,"e",1.72267489656329,2.42970524917683,15,"f",1.82370866989782,3.76554519796669
8,0,0,24,1,"B",1,"a d",0,1,1.57977213761523,1.56785795590667,2,"b d",0,1,1.10691109559578,1.08962574647984,3,"c d",0,1,1.8797070860383,2.55618504157474,4,"a e",0,1,1.28921350794888,0.756806061437066,5,"b e",0,1,1.78727993212278,1.62047870635599,6,"c e",0,1,1.14777686610196,0.860765409401328,7,"a f",0,1,1.12691228765168,0.87451570457766,8,"b f",0,1,0.948595691893839,0.91691094865943,9,"c f",0,1,3.03112246471752,3.83296073637256,10,"a",1.3319659777386,1.12480454342513,11,"b",1.28092890653747,1.28135030911594,12,"c",2.01953547228593,2.77944989333039,13,"d",1.52213010641644,1.84396888223011,14,"e",1.40809010205787,1.16297127560253,15,"f",1.70221014808768,2.48599159858298
9,0,0,16,1,"B",1,"a d",0,1,1.07973762265114,1.09690079014806,2,"b d",0,1,1.54473597252818,1.61249561237628,3,"c d",0,1,1.53105883450514,1.25633056977429,4,"a e",0,1,1.06876923652615,1.03122001155769,5,"b e",0,1,1.46810946375591,1.08755520768844,6,"c e",0,1,1.32691963872837,1.45262672388294,7,"a f",0,1,1.4002537475992,0.869120013433691,8,"b f",0,1,2.54224536510175,3.65923794359331,9,"c f",0,1,1.96730632024817,1.40584273689229,10,"a",1.18292020225883,0.994283770054526,11,"b",1.85169693379528,2.39274459876559,12,"c",1.60842826449389,1.37142336378904,13,"d",1.38517747656149,1.32862142420329,14,"e",1.28793277967015,1.19089624711244,15,"f",1.96993514431637,2.31672967683402
10,0,0,32,1,"B",1,"a d",0,1,1.46141312013805,1.4988102937725,2,"b d",0,1,1.91204202530811,1.90911510202396,3,"c d",0,1,1.48157074383754,2.57138960359316,4,"a e",0,1,1.79207730049962,2.00634177643841,5,"b e",0,1,1.95988230348514,2.23469158823941,6,"c e",0,1,1.84939650206476,2.27050750751364,7,"a f",0,1,2.1735757409286,2.32471614364227,8,"b f",0,1,1.55389101939741,1.5671615616571,9,"c f",0,1,1.28734748063823,1.0535894157645,10,"a",1.80902205385542,1.97374631602378,11,"b",1.80860511606355,1.91141241864103,12,"c",1.53943824218018,2.06324069307956,13,"d",1.61834196309457,2.03067549897388,14,"e",1.8671187020165,2.15180172960029,15,"f",1.67160474698808,1.75112717879781
11,0,0,8,1,"B",1,"a d",0,1,1.12520503242778,0.995152658013525,2,"b d",0,1,2.93594580180326,3.96802869336002,3,"c d",0,1,1.93829997920759,1.82548574328731,4,"a e",0,1,1.71891441926382,1.70578572412648,5,"b e",0,1,2.87924015402619,4.9332923343604,6,"c e",0,1,2.72387505762399,2.52068261440811,7,"a f",0,1,1.29614244678885,0.966964462922191,8,"b f",0,1,1.94965084412188,1.76843332087395,9,"c f",0,1,0.867959452099926,0.556595879439796,10,"a",1.38008729949348,1.23956342870826,11,"b",2.58827893331711,3.65570954156956,12,"c",1.84337816297717,1.90945108041445,13,"d",1.99981693781287,2.58453924605395,14,"e",2.440676543638,3.24073443951265,15,"f",1.37125091433688,1.23979574132287
12,0,0,24,1,"B",1,"a d",0,1,1.59213358307622,1.69067433723099,2,"b d",0,1,1.48075385988238,1.25737918910834,3,"c d",0,1,1.60602353876248,1.83472556660263,4,"a e",0,1,1.64990128975478,1.6413946605736,5,"b e",0,1,2.02105009814699,2.18562485742694,6,"c e",0,1,4.69135261820187,13.9809883279012,7,"a f",0,1,2.03738796640519,2.25957013140348,8,"b f",0,1,1.66950333331293,2.01038659387489,9,"c f",0,1,1.5910124663435,1.47556363141151,10,"a",1.75980761307873,1.86876769844571,11,"b",1.7237690971141,1.84924858824671,12,"c",2.62946287443595,8.20195626975885,13,"d",1.55963699390702,1.59115127047259,14,"e",2.78743466870121,8.22205072604939,15,"f",1.76596792202054,1.92533807445806
