"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","Ms5","SDs5","M5","SD5","Num6","Str6","Ms6","SDs6","M6","SD6","Num7","Str7","Ms7","SDs7","M7","SD7","Num8","Str8","Ms8","SDs8","M8","SD8","Num9","Str9","M9","SD9","Num10","Str10","M10","SD10","Num11","Str11","M11","SD11","Num12","Str12","M12","SD12","Num13","Str13","M13","SD13","Num14","Str14","M14","SD14","Num15","Str15","M15","SD15","Num16","Str16","M16","SD16","Num17","Str17","M17","SD17","Num18","Str18","M18","SD18","Num19","Str19","M19","SD19","Num20","Str20","M20","SD20","Num21","Str21","M21","SD21","Num22","Str22","M22","SD22","Num23","Str23","M23","SD23","Num24","Str24","M24","SD24","Num25","Str25","M25","SD25","Num26","Str26","M26","SD26"
1,0,0,32,1,"B",1,"a c e",0,1,0.828370781571604,0.521628937865882,2,"b c e",0,1,1.08820280322369,0.980514629491683,3,"a d e",0,1,1.19686314794424,1.37974013365213,4,"b d e",0,1,1.26754518562652,1.17646441343318,5,"a c f",0,1,0.954653303835976,0.815591211669797,6,"b c f",0,1,1.15739858317874,1.07490257466655,7,"a d f",0,1,1.05298265514725,0.954802691860658,8,"b d f",0,1,1.00231713147922,1.01127542702765,9,"a,c",0.89151204270379,0.682095456958389,10,"b,c",1.12280069320121,1.02118953271864,11,"a,d",1.12492290154574,1.17922820509088,12,"b,d",1.13493115855287,1.09642041234503,13,"a,e",1.01261696475792,1.05124078711636,14,"b,e",1.17787399442511,1.07809664833404,15,"a,f",1.00381797949161,0.882246878437736,16,"b,f",1.07985785732898,1.0382043692055,17,"c,e",0.958286792397647,0.790005818574798,18,"d,e",1.23220416678538,1.2724194372742,19,"c,f",1.05602594350736,0.951993997827247,20,"d,f",1.02764989331324,0.975942224294533,21,"a",1.00821747212477,0.966611430737746,22,"b",1.12886592587704,1.05531110101131,23,"c",1.0071563679525,0.872687068346053,24,"d",1.12992703004931,1.1340970557449,25,"e",1.09524547959151,1.06379238995287,26,"f",1.0418379184103,0.960345170976093
2,0,0,16,1,"B",1,"a c e",0,1,0.806369216665673,0.422181621946207,2,"b c e",0,1,0.780255548299123,0.924946687752247,3,"a d e",0,1,0.943326638749056,0.922372913119377,4,"b d e",0,1,0.70368575155122,0.488086995430975,5,"a c f",0,1,0.682866996295429,0.83856501445989,6,"b c f",0,1,1.05506004945053,1.22409758934655,7,"a d f",0,1,0.962668938343754,1.26299402957101,8,"b d f",0,1,0.774298141609557,0.690014475411823,9,"a,c",0.74461810648055,0.656074628629458,10,"b,c",0.917657798874828,1.07633277265523,11,"a,d",0.952997788546405,1.08793795245652,12,"b,d",0.738991946580389,0.589015642703675,13,"a,e",0.874847927707364,0.709047415840019,14,"b,e",0.741970649925172,0.728525528690843,15,"a,f",0.822767967319591,1.06409875613901,16,"b,f",0.914679095530045,0.987806975708086,17,"c,e",0.793312382482398,0.707378414168988,18,"d,e",0.823506195150138,0.736040685849791,19,"c,f",0.868963522872981,1.04930567252731,20,"d,f",0.868483539976656,1.00567706099963,21,"a",0.848807947513478,0.897351336928373,22,"b",0.828324872727608,0.865375644633807,23,"c",0.831137952677689,0.888513959951564,24,"d",0.845994867563397,0.874504638869069,25,"e",0.808409288816268,0.716261570282314,26,"f",0.868723531424818,1.01953377762397
3,0,0,40,1,"B",1,"a c e",0,1,0.98358550089509,0.921909760934188,2,"b c e",0,1,1.16555909865575,1.14693938010179,3,"a d e",0,1,1.14909269171731,1.16508983014263,4,"b d e",0,1,0.854399038210173,0.75612846153354,5,"a c f",0,1,1.17481515319427,1.51416093763097,6,"b c f",0,1,1.01075720980287,0.965187691810874,7,"a d f",0,1,1.01692333093905,0.865705035404655,8,"b d f",0,1,1.18733693487414,1.48943635557917,9,"a,c",1.07920032704468,1.24926719147588,10,"b,c",1.08815815422931,1.05611243261657,11,"a,d",1.08300801132818,1.02202130389135,12,"b,d",1.02086798654216,1.18552898121909,13,"a,e",1.0663390963062,1.0472059115218,14,"b,e",1.00997906843296,0.977838090394837,15,"a,f",1.09586924206666,1.22805604401566,16,"b,f",1.0990470723385,1.25018437910122,17,"c,e",1.07457229977542,1.03796540401156,18,"d,e",1.00174586496374,0.987095887070315,19,"c,f",1.09278618149857,1.26433479067084,20,"d,f",1.10213013290659,1.21346655166263,21,"a",1.08110416918643,1.13772107197668,22,"b",1.05451307038573,1.11965982334503,23,"c",1.08367924063699,1.15309407832848,24,"d",1.05193799893517,1.10375280271231,25,"e",1.03815908236958,1.0103205006451,26,"f",1.09745815720258,1.23526772906996
4,0,0,16,1,"B",1,"a c e",0,1,0.965515567852055,0.663731844318347,2,"b c e",0,1,1.08779211396668,0.864525337382177,3,"a d e",0,1,0.738372749090247,0.654180408520183,4,"b d e",0,1,1.02224553961536,0.637216522515533,5,"a c f",0,1,0.802754296402602,0.842091716310285,6,"b c f",0,1,0.788469489307874,0.794579392532967,7,"a d f",0,1,1.03987169524765,1.00032972693642,8,"b d f",0,1,1.10952370365931,0.845151725337462,9,"a,c",0.884134932127328,0.750415071154287,10,"b,c",0.938130801637276,0.830820801284711,11,"a,d",0.889122222168949,0.845412410497843,12,"b,d",1.06588462163733,0.737603680070638,13,"a,e",0.851944158471151,0.658447107673916,14,"b,e",1.05501882679102,0.747816286746259,15,"a,f",0.921312995825126,0.91750833002717,16,"b,f",0.948996596483591,0.823234655071016,17,"c,e",1.02665384090937,0.760703679579676,18,"d,e",0.880309144352804,0.651415917914409,19,"c,f",0.795611892855238,0.805400230930236,20,"d,f",1.07469769945348,0.911626094824426,21,"a",0.886628577148139,0.79296100283432,22,"b",1.00200771163731,0.781991056561212,23,"c",0.911132866882302,0.785802737186882,24,"d",0.977503421903142,0.792045177151224,25,"e",0.953481492631085,0.706388812140097,26,"f",0.935154796154359,0.864813989820107
5,0,0,8,1,"B",1,"a c e",0,1,0.949907528397524,1.36087034432531,2,"b c e",0,1,1.13422424236709,0.60537762529188,3,"a d e",0,1,0.596696319681082,0.553481668427651,4,"b d e",0,1,1.0032267737184,0.733657472880473,5,"a c f",0,1,0.531162544492076,0.468681344965657,6,"b c f",0,1,0.73640752922646,0.603980681719516,7,"a d f",0,1,1.28205506620042,1.79961071491256,8,"b d f",0,1,0.836534102532239,0.987093404426357,9,"a,c",0.7405350364448,1.00673735490657,10,"b,c",0.935315885796774,0.619244468723885,11,"a,d",0.93937569294075,1.33400277919043,12,"b,d",0.91988043812532,0.84456665505794,13,"a,e",0.773301924039303,1.02003931268353,14,"b,e",1.06872550804274,0.653288544937138,15,"a,f",0.906608805346247,1.32823654557608,16,"b,f",0.78647081587935,0.792217297353638,17,"c,e",1.04206588538231,1.02192764737598,18,"d,e",0.799961546699742,0.66197858745989,19,"c,f",0.633785036859268,0.532896868327496,20,"d,f",1.05929458436633,1.42090629567428,21,"a",0.839955364692775,1.16691699684346,22,"b",0.927598161961047,0.72852600253751,23,"c",0.837925461120787,0.828100699839899,24,"d",0.929628065533035,1.09832547419941,25,"e",0.921013716041024,0.855856345109184,26,"f",0.846539810612798,1.07752364842783
6,0,0,32,1,"B",1,"a c e",0,1,1.03300459951475,0.8238089115625,2,"b c e",0,1,1.37912921530179,1.2303531236598,3,"a d e",0,1,1.09754667854427,1.22218735309742,4,"b d e",0,1,0.91181023843278,1.05923397081577,5,"a c f",0,1,1.09006436831385,0.972180949924579,6,"b c f",0,1,0.914965259351759,0.768228877932034,7,"a d f",0,1,0.925799311419731,0.93521218170848,8,"b d f",0,1,0.77864688144075,0.776872520175378,9,"a,c",1.0615344839143,0.894336658164257,10,"b,c",1.14704723732678,1.04402645316698,11,"a,d",1.011672994982,1.08299431184169,12,"b,d",0.845228559936765,0.923884593200659,13,"a,e",1.06527563902951,1.03441683128685,14,"b,e",1.14546972686729,1.1629348495242,15,"a,f",1.00793183986679,0.949889003484265,16,"b,f",0.846806070396255,0.769479574372966,17,"c,e",1.20606690740827,1.05320496412033,18,"d,e",1.00467845848852,1.13835890554843,19,"c,f",1.0025148138328,0.87364597115968,20,"d,f",0.852223096430241,0.856063306722841,21,"a",1.03660373944815,0.989554046732683,22,"b",0.996137898631771,0.993518066941373,23,"c",1.10429086062054,0.96918361315872,24,"d",0.928450777459382,1.00609247834924,25,"e",1.1053726829484,1.09695082245975,26,"f",0.927368955131522,0.864784385747741
7,0,0,16,1,"B",1,"a c e",0,1,0.618518780427627,0.552375428185987,2,"b c e",0,1,1.22797594086446,0.898946243255308,3,"a d e",0,1,0.816671004593921,0.778989163920855,4,"b d e",0,1,1.07759470684791,0.93342648881873,5,"a c f",0,1,0.885096292798971,0.796003249179207,6,"b c f",0,1,0.842092191097323,0.69827902516418,7,"a d f",0,1,1.10768202185856,1.25716754367178,8,"b d f",0,1,1.19512131466001,1.26075278276378,9,"a,c",0.751807536613299,0.687435753158288,10,"b,c",1.03503406598089,0.81570708146627,11,"a,d",0.962176513226238,1.03933779402689,12,"b,d",1.13635801075396,1.0928246748306,13,"a,e",0.717594892510774,0.671859609929252,14,"b,e",1.15278532385619,0.904678814841687,15,"a,f",0.996389157328764,1.04121093177269,16,"b,f",1.01860675287867,1.01843339751085,17,"c,e",0.923247360646043,0.796562142892193,18,"d,e",0.947132855720917,0.856027704183165,19,"c,f",0.863594241948147,0.736885695329681,20,"d,f",1.15140166825928,1.23928546297571,21,"a",0.856992024919769,0.880517539105315,22,"b",1.08569603836743,0.957951044756111,23,"c",0.893420801297095,0.761783631247546,24,"d",1.0492672619901,1.06155456929056,25,"e",0.93519010818348,0.820329620958307,26,"f",1.00749795510372,1.02174010007744
8,0,0,24,1,"B",1,"a c e",0,1,1.02074346477775,1.14265825899371,2,"b c e",0,1,1.382771786033,1.16263593706289,3,"a d e",0,1,1.03312502177139,1.03114550553795,4,"b d e",0,1,0.891915039756286,0.969244608422731,5,"a c f",0,1,0.897323508658058,0.801478722817278,6,"b c f",0,1,0.934451348125364,0.941130584704686,7,"a d f",0,1,0.983040007589917,0.751818654339952,8,"b d f",0,1,0.963007758987624,1.00711338719587,9,"a,c",0.959033486717906,0.978357489663116,10,"b,c",1.15861156707918,1.07062542739351,11,"a,d",1.00808251468065,0.893063410386607,12,"b,d",0.927461399371955,0.978449025255731,13,"a,e",1.02693424327457,1.07670898788173,14,"b,e",1.13734341289464,1.08752994682012,15,"a,f",0.940181758123987,0.769953780839207,16,"b,f",0.948729553556494,0.964363764711238,17,"c,e",1.20175762540537,1.15494081179848,18,"d,e",0.962520030763839,0.992539134689563,19,"c,f",0.915887428391711,0.864952647717022,20,"d,f",0.973023883288771,0.879234613432424,21,"a",0.98355800069928,0.932064963295946,22,"b",1.04303648322557,1.02675570168012,23,"c",1.05882252689854,1.02503810692627,24,"d",0.967771957026305,0.932667129605274,25,"e",1.08213882808461,1.07785203083196,26,"f",0.944455655840241,0.867995812718759
9,0,0,40,1,"B",1,"a c e",0,1,1.0097382282303,1.25838852705657,2,"b c e",0,1,1.08381378021342,1.36733369470787,3,"a d e",0,1,0.690352192276723,0.829614139748735,4,"b d e",0,1,1.10191633857265,1.02950275456104,5,"a c f",0,1,0.827987060176421,0.720061691226731,6,"b c f",0,1,0.85151035988118,0.927667692723283,7,"a d f",0,1,1.16864359684398,1.01357477752215,8,"b d f",0,1,1.17634133075249,1.00032907826248,9,"a,c",0.918862644203359,1.02277767846402,10,"b,c",0.9676620700473,1.16681911017336,11,"a,d",0.929497894560354,0.951237687577551,12,"b,d",1.13912883466257,1.00927104200025,13,"a,e",0.85004521025351,1.07114276920321,14,"b,e",1.09286505939304,1.20261408770271,15,"a,f",0.998315328510203,0.89022839910123,16,"b,f",1.01392584531683,0.972391688657234,17,"c,e",1.04677600422186,1.30617969056136,18,"d,e",0.896134265424689,0.951780390906381,19,"c,f",0.839748710028801,0.825190873332574,20,"d,f",1.17249246379823,1.00058765508747,21,"a",0.924180269381856,0.984559354397553,22,"b",1.05339545235493,1.0908525572089,23,"c",0.943262357125329,1.09398295888179,24,"d",1.03431336461146,0.983233076734849,25,"e",0.971455134823274,1.14170519541857,26,"f",1.00612058691352,0.929312558632642
10,0,0,40,1,"B",1,"a c e",0,1,0.777640317556099,0.704502185108247,2,"b c e",0,1,1.3133880280853,1.23971892322124,3,"a d e",0,1,1.03404663076762,0.955921132407663,4,"b d e",0,1,0.922227761396014,0.820348218164699,5,"a c f",0,1,0.938927427516962,0.858595021242889,6,"b c f",0,1,1.06642422324679,0.996774029917196,7,"a d f",0,1,1.1519685439951,1.10004494046119,8,"b d f",0,1,0.923693737371836,0.862626563718607,9,"a,c",0.85828387253653,0.784559147922166,10,"b,c",1.18990612566605,1.12456922810416,11,"a,d",1.09300758738136,1.02568032850741,12,"b,d",0.922960749383925,0.836408678297596,13,"a,e",0.905843474161857,0.844259221523894,14,"b,e",1.11780789474066,1.06286703970162,15,"a,f",1.04544798575603,0.986310201840781,16,"b,f",0.995058980309313,0.928978471108237,17,"c,e",1.0455141728207,1.03750149822027,18,"d,e",0.978137196081814,0.886848846151526,19,"c,f",1.00267582538188,0.926570646476406,20,"d,f",1.03783114068347,0.988906202217786,21,"a",0.975645729958943,0.917819781742784,22,"b",1.05643343752499,0.996929222285482,23,"c",1.02409499910129,0.980738600426928,24,"d",1.00798416838264,0.936784969401609,25,"e",1.01182568445126,0.962672821447437,26,"f",1.02025348303267,0.955390066158507
