"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","Ms5","SDs5","M5","SD5","Num6","Str6","Ms6","SDs6","M6","SD6","Num7","Str7","Ms7","SDs7","M7","SD7","Num8","Str8","Ms8","SDs8","M8","SD8","Num9","Str9","M9","SD9","Num10","Str10","M10","SD10","Num11","Str11","M11","SD11","Num12","Str12","M12","SD12","Num13","Str13","M13","SD13","Num14","Str14","M14","SD14","Num15","Str15","M15","SD15","Num16","Str16","M16","SD16","Num17","Str17","M17","SD17","Num18","Str18","M18","SD18","Num19","Str19","M19","SD19","Num20","Str20","M20","SD20","Num21","Str21","M21","SD21","Num22","Str22","M22","SD22","Num23","Str23","M23","SD23","Num24","Str24","M24","SD24","Num25","Str25","M25","SD25","Num26","Str26","M26","SD26","offsetSd","offsetProp"
1,0,0,32,1,"W",1,"a c e",0,1,2.54750575610258,3.43194219105035,2,"b c e",0,1,1.88842897497534,3.13018610756945,3,"a d e",0,1,2.05510746546663,2.69137154901773,4,"b d e",0,1,2.64326811739528,4.0801170156647,5,"a c f",0,1,1.84641094919746,2.13657092866806,6,"b c f",0,1,1.25530115448761,1.20137573521815,7,"a d f",0,1,2.24251640146138,2.1233995699753,8,"b d f",0,1,2.16867690306593,3.15549900016491,9,"a,c",2.19695835265002,2.85774520248483,10,"b,c",1.57186506473148,2.37345118712919,11,"a,d",2.148811933464,2.40661606844412,12,"b,d",2.4059725102306,3.62606127208102,13,"a,e",2.3013066107846,3.06944037547284,14,"b,e",2.26584854618531,3.62733128519412,15,"a,f",2.04446367532942,2.12243116644246,16,"b,f",1.71198902877677,2.41280607777279,17,"c,e",2.21796736553896,3.27524426726874,18,"d,e",2.34918779143095,3.44146248260309,19,"c,f",1.55085605184254,1.74504278081386,20,"d,f",2.20559665226365,2.66825317756106,21,"a",2.17288514305701,2.6315173562282,22,"b",1.98891878748104,3.08093419879074,23,"c",1.88441170869075,2.63516850472865,24,"d",2.2773922218473,3.06792377499765,25,"e",2.28357757848496,3.34677775512612,26,"f",1.8782263520531,2.26944291559668,0.5,0.5
2,0,0,16,1,"W",1,"a c e",0,1,2.00030148011639,2.65925143229064,2,"b c e",0,1,1.55999404122561,1.80346907312984,3,"a d e",0,1,1.54216039917492,1.87138509518063,4,"b d e",0,1,2.20289240874915,3.68952145333861,5,"a c f",0,1,1.17961552193673,1.51832231669217,6,"b c f",0,1,1.80028306295989,1.57184618623785,7,"a d f",0,1,1.26914055374462,1.11941223919206,8,"b d f",0,1,2.60799540294683,3.90153342304182,9,"a,c",1.58995850102656,2.17049136772333,10,"b,c",1.68013855209275,1.66858958671419,11,"a,d",1.40565047645977,1.52319494149578,12,"b,d",2.40544390584799,3.74092813036671,13,"a,e",1.77123093964566,2.27386732752978,14,"b,e",1.88144322498738,2.87527045164641,15,"a,f",1.22437803784068,1.31296161319999,16,"b,f",2.20413923295336,2.95454349979649,17,"c,e",1.780147760671,2.24623518929237,18,"d,e",1.87252640396203,2.89723057554724,19,"c,f",1.48994929244831,1.55254080960521,20,"d,f",1.93856797834573,2.90420140954523,21,"a",1.49780448874317,1.86236466425813,22,"b",2.04279122897037,2.89651639357107,23,"c",1.63504852655966,1.92098710835595,24,"d",1.90554719115388,2.87779688584848,25,"e",1.82633708231652,2.57201540566097,26,"f",1.71425863539702,2.32108339570636,0.9,0.9
3,0,0,8,1,"W",1,"a c e",0,1,2.33242109198038,3.78528015116602,2,"b c e",0,1,1.23394504626531,0.966204703324234,3,"a d e",0,1,2.0234982932661,2.15192638273865,4,"b d e",0,1,1.97928025961103,2.46505379515905,5,"a c f",0,1,1.74918743550777,1.51876394507784,6,"b c f",0,1,1.75207893276021,2.41575048779715,7,"a d f",0,1,0.965783963533093,0.552357692273348,8,"b d f",0,1,2.20494067104065,1.81788246894895,9,"a,c",2.04080426374408,2.8024462432897,10,"b,c",1.49301198951276,1.79739931629866,11,"a,d",1.49464112839959,1.61299393782435,12,"b,d",2.09211046532584,2.09558263453908,13,"a,e",2.17795969262324,2.9787655613137,14,"b,e",1.60661265293817,1.84918703783202,15,"a,f",1.35748569952043,1.17578582480488,16,"b,f",1.97850980190043,2.07852775857372,17,"c,e",1.78318306912285,2.72836800979145,18,"d,e",2.00138927643856,2.23545316101358,19,"c,f",1.75063318413399,1.9493160137879,20,"d,f",1.58536231728687,1.44707998444965,21,"a",1.76772269607184,2.26628991406998,22,"b",1.7925612274193,1.94441313043428,23,"c",1.76690812662842,2.33255950888408,24,"d",1.79337579686272,1.86438606338036,25,"e",1.8922861727807,2.45606263757451,26,"f",1.66799775071043,1.69083503631078,0.1,0.1
4,0,0,16,1,"W",1,"a c e",0,1,2.10448176500244,2.7740838485326,2,"b c e",0,1,2.06215140737359,2.22787487527831,3,"a d e",0,1,2.47994678987037,4.19641981007887,4,"b d e",0,1,1.71755364848564,1.28626447415808,5,"a c f",0,1,1.78473212433212,1.45021806060883,6,"b c f",0,1,2.02687520940507,1.35400197066674,7,"a d f",0,1,2.40177507940726,2.21170923582429,8,"b d f",0,1,2.16343552013645,2.34794316116499,9,"a,c",1.94460694466728,2.18350135356594,10,"b,c",2.04451330838933,1.81357935361957,11,"a,d",2.44086093463882,3.29991613297304,12,"b,d",1.94049458431105,1.8759959585457,13,"a,e",2.2922142774364,3.50442116243721,14,"b,e",1.88985252792962,1.79801433741554,15,"a,f",2.09325360186969,1.86623468232126,16,"b,f",2.09515536477076,1.88663864017976,17,"c,e",2.08331658618802,2.47502916080705,18,"d,e",2.09875021917801,3.07757853711164,19,"c,f",1.90580366686859,1.38559260161866,20,"d,f",2.28260529977186,2.24701858701765,21,"a",2.19273393965305,2.78690575522839,22,"b",1.99250394635019,1.83110026980201,23,"c",1.9945601265283,1.99172452884301,24,"d",2.19067775947493,2.67462767237588,25,"e",2.09103340268301,2.77036138872134,26,"f",2.09420448332022,1.86151249546601,0.5,0.5
5,0,0,40,1,"W",1,"a c e",0,1,2.23561248814434,2.74388474520226,2,"b c e",0,1,1.86878143820827,2.6420669910691,3,"a d e",0,1,2.32366713641919,3.62273854058178,4,"b d e",0,1,2.1885983323563,3.21915303424773,5,"a c f",0,1,2.22264970403752,2.71167210026199,6,"b c f",0,1,2.01543540167832,2.84125044092124,7,"a d f",0,1,1.69584041456904,2.08479894055678,8,"b d f",0,1,2.09528544629065,2.6584082077104,9,"a,c",2.22913109609093,2.71051411483967,10,"b,c",1.94210841994329,2.72704645669299,11,"a,d",2.00975377549411,2.9537308588514,12,"b,d",2.14194188932347,2.93375657508505,13,"a,e",2.27963981228176,3.19340193097592,14,"b,e",2.02868988528228,2.93050469235353,15,"a,f",1.95924505930328,2.41784791960038,16,"b,f",2.05536042398448,2.73417474879735,17,"c,e",2.0521969631763,2.68271244304573,18,"d,e",2.25613273438774,3.40581208832638,19,"c,f",2.11904255285792,2.76155265350795,20,"d,f",1.89556293042985,2.38220841774576,21,"a",2.11944243579252,2.82794529923668,22,"b",2.04202515463338,2.825145878246,23,"c",2.08561975801711,2.71405049361148,24,"d",2.07584783240879,2.93523785857552,25,"e",2.15416484878202,3.05771243939521,26,"f",2.00730274164388,2.57318518322032,0.9,0.9
6,0,0,8,1,"W",1,"a c e",0,1,1.1931259224407,1.4542737702696,2,"b c e",0,1,1.49298235113788,1.84965333258788,3,"a d e",0,1,2.02926625848152,2.07470923876572,4,"b d e",0,1,2.93262909283801,5.05404195643479,5,"a c f",0,1,1.92222390096069,1.83523959175447,6,"b c f",0,1,0.746194842268127,0.527352674529015,7,"a d f",0,1,1.26830868675592,0.940548717402966,8,"b d f",0,1,2.11342339582738,1.47929097908645,9,"a,c",1.5576749117007,1.64331882391273,10,"b,c",1.119588596703,1.36933060026229,11,"a,d",1.64878747261872,1.6049834456148,12,"b,d",2.52302624433269,3.62220821399992,13,"a,e",1.61119609046111,1.78385046115448,14,"b,e",2.21280572198794,3.75093085158558,15,"a,f",1.59526629385831,1.4486677597511,16,"b,f",1.42980911904775,1.28431756663859,17,"c,e",1.34305413678929,1.61477682790032,18,"d,e",2.48094767565977,3.76119278334013,19,"c,f",1.33420937161441,1.43887951325304,20,"d,f",1.69086604129165,1.27455642794556,21,"a",1.60323119215971,1.59852191057167,22,"b",1.82130742051785,2.78642433272478,23,"c",1.33863175420185,1.5044965153179,24,"d",2.08590685847571,2.79146054113274,25,"e",1.91200090622453,2.90533182829171,26,"f",1.51253770645303,1.3493207008421,0.1,0.1
7,0,0,24,1,"W",1,"a c e",0,1,3.01205505815801,4.28935991835431,2,"b c e",0,1,3.7275450241147,6.57294188008108,3,"a d e",0,1,2.14330679030583,2.51358460434307,4,"b d e",0,1,1.98207519887501,1.79517377068394,5,"a c f",0,1,2.00232133558613,1.87991802669596,6,"b c f",0,1,2.10289423616825,2.74270853345883,7,"a d f",0,1,1.98781643894817,1.99663307741912,8,"b d f",0,1,2.42135850424855,2.42426561269045,9,"a,c",2.50718819687207,3.3156201983957,10,"b,c",2.91521963014148,5.04948328626196,11,"a,d",2.065561614627,2.24697008663147,12,"b,d",2.20171685156178,2.12186704372479,13,"a,e",2.57768092423192,3.50544000424926,14,"b,e",2.85481011149485,4.84737897355859,15,"a,f",1.99506888726715,1.91842765661323,16,"b,f",2.2621263702084,2.56575588244145,17,"c,e",3.36980004113636,5.50240392428833,18,"d,e",2.06269099459042,2.16229461160254,19,"c,f",2.05260778587719,2.32663505669909,20,"d,f",2.20458747159836,2.20790877771359,21,"a",2.28637490574954,2.82594143571031,22,"b",2.55846824085163,3.86917552213952,23,"c",2.71120391350677,4.25385872287929,24,"d",2.13363923309439,2.17485886069295,25,"e",2.71624551786339,4.20994719719203,26,"f",2.12859762873778,2.25737310096661,0.5,0.5
8,0,0,40,1,"W",1,"a c e",0,1,2.02813601798877,2.12421743582765,2,"b c e",0,1,1.94291158506773,2.06976907283506,3,"a d e",0,1,2.3637415827567,3.68230310208833,4,"b d e",0,1,1.65431237702985,1.76150642856267,5,"a c f",0,1,2.38643062320513,2.66733892615802,6,"b c f",0,1,2.61620879454209,5.64006430646317,7,"a d f",0,1,3.75561470936289,9.96096994859553,8,"b d f",0,1,3.03016951574808,4.83892669377715,9,"a,c",2.20728332059695,2.40258397365792,10,"b,c",2.27956018980491,4.23479123734255,11,"a,d",3.05967814605979,7.49445117577319,12,"b,d",2.34224094638897,3.68381028439595,13,"a,e",2.19593880037274,2.99164913681079,14,"b,e",1.79861198104879,1.91513921116817,15,"a,f",3.07102266628401,7.27800784097029,16,"b,f",2.82318915514508,5.2255739310453,17,"c,e",1.98552380152825,2.08429561768856,18,"d,e",2.00902697989328,2.89017098234059,19,"c,f",2.50131970887361,4.38514730054967,20,"d,f",3.39289211255548,7.78942372488402,21,"a",2.63348073332837,5.56395662772895,22,"b",2.31090056809694,3.95649807269426,23,"c",2.24342175520093,3.43215686371539,24,"d",2.70095954622438,5.89735678974301,25,"e",1.99727539071076,2.51175205303605,26,"f",2.94710591071455,6.31672558689998,0.9,0.9
9,0,0,16,1,"W",1,"a c e",0,1,1.50548462402785,1.95050258917306,2,"b c e",0,1,1.57810754131298,1.68818244420434,3,"a d e",0,1,2.32570657827054,1.56119741410073,4,"b d e",0,1,2.89448351066282,6.13964923372227,5,"a c f",0,1,1.51525816545059,2.02482458647516,6,"b c f",0,1,1.61123841514117,2.95911710908468,7,"a d f",0,1,1.23571333085093,1.40188256857268,8,"b d f",0,1,1.21442162051209,0.921154607594803,9,"a,c",1.51037139473922,1.95568970197195,10,"b,c",1.59467297822708,2.36986314897776,11,"a,d",1.78070995456073,1.56105695958678,12,"b,d",2.05445256558746,4.40211877689079,13,"a,e",1.91559560114919,1.78713212480001,14,"b,e",2.2362955259879,4.47949289941232,15,"a,f",1.37548574815076,1.71899260302922,16,"b,f",1.41283001782663,2.16521776222549,17,"c,e",1.54179608267041,1.79478183986764,18,"d,e",2.61009504446668,4.41616352539787,19,"c,f",1.56324829029588,2.4946266624534,20,"d,f",1.22506747568151,1.16689047642137,21,"a",1.64554067464998,1.7605896346201,22,"b",1.82456277190727,3.5146502670875,23,"c",1.55252218648315,2.15577440998642,24,"d",1.91758126007409,3.27927829249896,25,"e",2.07594556356855,3.38694086103503,26,"f",1.3941578829887,1.93939330577499,0.1,0.1
10,0,0,40,1,"W",1,"a c e",0,1,1.43926984485706,1.31327893365381,2,"b c e",0,1,1.41953664775737,1.63914006529747,3,"a d e",0,1,2.16576670594517,2.2738681884961,4,"b d e",0,1,2.11795499051012,2.04694644019778,5,"a c f",0,1,2.27804022162806,3.34306676916729,6,"b c f",0,1,1.60738395838667,1.98129547373834,7,"a d f",0,1,3.1511117820465,8.39741679347201,8,"b d f",0,1,1.58244881742396,1.48646993599995,9,"a,c",1.85865503324256,2.55868290175234,10,"b,c",1.51346030307202,1.80920955063663,11,"a,d",2.65843924399583,6.13272445157385,12,"b,d",1.85020190396704,1.79774492571012,13,"a,e",1.80251827540111,1.88084245713551,14,"b,e",1.76874581913375,1.87572699511227,15,"a,f",2.71457600183728,6.36571169350541,16,"b,f",1.59491638790531,1.74037059779442,17,"c,e",1.42940324630721,1.47577730953532,18,"d,e",2.14186084822765,2.14978333804601,19,"c,f",1.94271209000736,2.75120009806031,20,"d,f",2.36678029973523,6.04365546104568,21,"a",2.2585471386192,4.70113221690605,22,"b",1.68183110351953,1.80572247513741,23,"c",1.68605766815729,2.21565906526694,24,"d",2.25432057398144,4.52294179136472,25,"e",1.78563204726743,1.87244721272103,26,"f",2.1547461948713,4.68551115155242,0.5,0.5
