"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","Ms5","SDs5","M5","SD5","Num6","Str6","Ms6","SDs6","M6","SD6","Num7","Str7","Ms7","SDs7","M7","SD7","Num8","Str8","Ms8","SDs8","M8","SD8","Num9","Str9","M9","SD9","Num10","Str10","M10","SD10","Num11","Str11","M11","SD11","Num12","Str12","M12","SD12","Num13","Str13","M13","SD13","Num14","Str14","M14","SD14","Num15","Str15","M15","SD15","Num16","Str16","M16","SD16","Num17","Str17","M17","SD17","Num18","Str18","M18","SD18","Num19","Str19","M19","SD19","Num20","Str20","M20","SD20","Num21","Str21","M21","SD21","Num22","Str22","M22","SD22","Num23","Str23","M23","SD23","Num24","Str24","M24","SD24","Num25","Str25","M25","SD25","Num26","Str26","M26","SD26"
1,0,0,40,1,"B",1,"a c e",0,1,1.47637426084866,1.37023079792366,2,"b c e",0,1,1.15157984999284,1.43073811053377,3,"a d e",0,1,1.25037317751757,1.309506444609,4,"b d e",0,1,1.84437875322336,2.15068836833043,5,"a c f",0,1,2.05469953086946,2.03606982116716,6,"b c f",0,1,1.51043798036381,1.72770767379738,7,"a d f",0,1,1.94402445215128,1.98742463491038,8,"b d f",0,1,1.5045183686976,2.05684196528897,9,"a,c",1.76553689585906,1.74874493820349,10,"b,c",1.33100891517832,1.5864258518456,11,"a,d",1.59719881483443,1.70830040018663,12,"b,d",1.67444856096048,2.09790858908804,13,"a,e",1.36337371918312,1.33654936853193,14,"b,e",1.4979793016081,1.84811164093695,15,"a,f",1.99936199151037,1.99989563749713,16,"b,f",1.5074781745307,1.88735980353059,17,"c,e",1.31397705542075,1.40147771662917,18,"d,e",1.54737596537047,1.79424991675771,19,"c,f",1.78256875561663,1.89608531925967,20,"d,f",1.72427141042444,2.02172090620127,21,"a",1.68136785534674,1.72526369975734,22,"b",1.5027287380694,1.8619619373159,23,"c",1.54827290551869,1.67851048482887,24,"d",1.63582368789746,1.90741691488215,25,"e",1.43067651039561,1.60908062701251,26,"f",1.75342008302054,1.95395590529875
2,0,0,16,1,"B",1,"a c e",0,1,1.26710786597818,1.16713057314109,2,"b c e",0,1,1.37327108695508,1.15569441680004,3,"a d e",0,1,1.80359992335107,1.65515798626798,4,"b d e",0,1,1.5975442069934,2.35598370150682,5,"a c f",0,1,1.09893472422741,0.999665214126862,6,"b c f",0,1,1.49717954200416,0.967370820356718,7,"a d f",0,1,1.9984169514076,3.1553297216307,8,"b d f",0,1,1.29145706049665,0.770789590188534,9,"a,c",1.18302129510279,1.07236732950815,10,"b,c",1.43522531447962,1.05025902762539,11,"a,d",1.90100843737933,2.48049444583949,12,"b,d",1.44450063374502,1.73131640798813,13,"a,e",1.53535389466462,1.43491840652603,14,"b,e",1.48540764697424,1.8289492775979,15,"a,f",1.5486758378175,2.34729830357003,16,"b,f",1.39431830125041,0.866721992141068,17,"c,e",1.32018947646663,1.1438124625307,18,"d,e",1.70057206517223,2.00557914638653,19,"c,f",1.29805713311579,0.988577409720204,20,"d,f",1.64493700595212,2.2877772842137,21,"a",1.54201486624106,1.92986406514436,22,"b",1.43986297411232,1.42046769027783,23,"c",1.30912330479121,1.06055688447375,24,"d",1.67275453556218,2.13435234297313,25,"e",1.51038077081943,1.63087934766503,26,"f",1.47149706953395,1.75694868275347
3,0,0,32,1,"B",1,"a c e",0,1,1.74736333785075,1.40707229560296,2,"b c e",0,1,1.44482634465767,1.58330177077262,3,"a d e",0,1,1.63962313082891,1.5599549148467,4,"b d e",0,1,1.52819393006485,1.69742326615363,5,"a c f",0,1,1.43697156641425,1.72534400613189,6,"b c f",0,1,1.26248716239331,1.35265175974185,7,"a d f",0,1,1.38094276420633,1.41971399993102,8,"b d f",0,1,1.81741033782395,2.4868315550282,9,"a,c",1.5921674521325,1.5695418639492,10,"b,c",1.35365675352549,1.46365389119702,11,"a,d",1.51028294751762,1.4853309771173,12,"b,d",1.6728021339444,2.11709303108432,13,"a,e",1.69349323433983,1.47464492610226,14,"b,e",1.48651013736126,1.62881785921276,15,"a,f",1.40895716531029,1.56760165028643,16,"b,f",1.53994875010863,2.00539341286488,17,"c,e",1.59609484125421,1.4936482625509,18,"d,e",1.58390853044688,1.61812413916612,19,"c,f",1.34972936440378,1.54039758482152,20,"d,f",1.59917655101514,2.0207084756728,21,"a",1.55122519982506,1.52254386716808,22,"b",1.51322944373494,1.81982597276992,23,"c",1.47291210282899,1.51626948706209,24,"d",1.59154254073101,1.82331258074735,25,"e",1.59000168585054,1.55100002411906,26,"f",1.47445295770946,1.79396335721494
4,0,0,24,1,"B",1,"a c e",0,1,1.1152364719848,0.951194231314954,2,"b c e",0,1,1.65459678391228,1.62636793610366,3,"a d e",0,1,1.40535987036787,1.10351004576854,4,"b d e",0,1,1.81104413718687,3.1331562282661,5,"a c f",0,1,1.61013436727955,2.29567871871079,6,"b c f",0,1,2.76528503767533,7.15323240090156,7,"a d f",0,1,1.86781466303029,2.27703750369746,8,"b d f",0,1,1.20841867619784,1.04542398473244,9,"a,c",1.36268541963217,1.75621719783987,10,"b,c",2.20994091079381,5.16230422120581,11,"a,d",1.63658726669908,1.78544326788499,12,"b,d",1.50973140669236,2.33054743044965,13,"a,e",1.26029817117634,1.02964227863574,14,"b,e",1.73282046054958,2.4707382970212,15,"a,f",1.73897451515492,2.26566754425806,16,"b,f",1.98685185693659,5.11797797393829,17,"c,e",1.38491662794854,1.34589451806238,18,"d,e",1.60820200377737,2.33277394571234,19,"c,f",2.18770970247744,5.2876946506203,20,"d,f",1.53811666961407,1.78413392860679,21,"a",1.49963634316563,1.76691684860376,22,"b",1.85983615874308,3.99942935625676,23,"c",1.78631316521299,3.85897632945629,24,"d",1.57315933669572,2.06599381024335,25,"e",1.49655931586296,1.89764416382667,26,"f",1.86291318604575,3.93879649063448
5,0,0,8,1,"B",1,"a c e",0,1,1.66674214759838,0.71676088879747,2,"b c e",0,1,1.66803468639004,2.38140409547003,3,"a d e",0,1,0.967934585943218,0.699345630210262,4,"b d e",0,1,0.728207218062537,0.421512639173259,5,"a c f",0,1,3.01560140992587,3.61265672549316,6,"b c f",0,1,3.45139967563651,4.61547469636601,7,"a d f",0,1,1.34342804430023,1.58702262068874,8,"b d f",0,1,0.79260979108515,0.905042786570217,9,"a,c",2.34117177876212,2.61065673415702,10,"b,c",2.55971718101328,3.66549139689342,11,"a,d",1.15568131512172,1.20050148167559,12,"b,d",0.760408504573843,0.682838107664711,13,"a,e",1.3173383667708,0.773439995877,14,"b,e",1.19812095222629,1.72190613908388,15,"a,f",2.17951472711305,2.83047888719243,16,"b,f",2.12200473336083,3.49407706868824,17,"c,e",1.66738841699421,1.69889823407298,18,"d,e",0.848070902002877,0.571382962759826,19,"c,f",3.23350054278119,4.01029464866699,20,"d,f",1.06801891769269,1.28004702259991,21,"a",1.74842654694192,2.08755210081112,22,"b",1.66006284279356,2.7499649243192,23,"c",2.4504444798877,3.13231045925161,24,"d",0.958044909847784,0.981473548027911,25,"e",1.25772965949854,1.31445137606237,26,"f",2.15075973023694,3.12806875691014
6,0,0,24,1,"B",1,"a c e",0,1,1.50837983638936,1.58492890409266,2,"b c e",0,1,1.47807356375385,1.22465875086232,3,"a d e",0,1,1.34443016752719,1.42397664158795,4,"b d e",0,1,1.49495296085219,1.02641870913755,5,"a c f",0,1,1.37647681865306,2.51373893717843,6,"b c f",0,1,1.68486463402671,2.11653904390656,7,"a d f",0,1,0.907824247151919,0.53575362615553,8,"b d f",0,1,1.76651971766106,1.38101440170485,9,"a,c",1.44242832752121,2.07988896801292,10,"b,c",1.58146909889028,1.71378802725573,11,"a,d",1.12612720733955,1.08692959608951,12,"b,d",1.63073633925663,1.21148680727155,13,"a,e",1.42640500195827,1.49279021472799,14,"b,e",1.48651326230302,1.11784253341241,15,"a,f",1.14215053290249,1.81349361210877,16,"b,f",1.72569217584388,1.76839626576601,17,"c,e",1.49322670007161,1.40123168802011,18,"d,e",1.41969156418969,1.23029590548593,19,"c,f",1.53067072633988,2.30406448830872,20,"d,f",1.33717198240649,1.12340333620977,21,"a",1.28427776743038,1.65830209512013,22,"b",1.60610271907345,1.47641967194323,23,"c",1.51194871320575,1.89688201109898,24,"d",1.37843177329809,1.17257966571959,25,"e",1.45645913213065,1.31209938704784,26,"f",1.43392135437319,1.80561629301478
7,0,0,8,1,"B",1,"a c e",0,1,1.56473553193688,1.23410089479267,2,"b c e",0,1,2.11201644235219,1.94598677580043,3,"a d e",0,1,2.70087415571506,2.09611570069652,4,"b d e",0,1,1.05318880876608,0.787332479474449,5,"a c f",0,1,1.42466167496657,1.05391630866677,6,"b c f",0,1,0.856873514164617,0.377123006799766,7,"a d f",0,1,1.11662274660999,0.907909055566082,8,"b d f",0,1,2.86360151935558,2.18523003698282,9,"a,c",1.49469860345172,1.11099639876522,10,"b,c",1.48444497825841,1.50122481411351,11,"a,d",1.90874845116252,1.76191958379118,12,"b,d",1.95839516406083,1.84167018337572,13,"a,e",2.13280484382597,1.76219912295979,14,"b,e",1.58260262555914,1.53474780956267,15,"a,f",1.27064221078828,0.963494369383342,16,"b,f",1.8602375167601,1.83539266797413,17,"c,e",1.83837598714454,1.599315529228,18,"d,e",1.87703148224057,1.75032610785903,19,"c,f",1.14076759456559,0.8189531129317,20,"d,f",1.99011213298278,1.8512057962973,21,"a",1.70172352730712,1.46410384875766,22,"b",1.72142007115962,1.67021734467121,23,"c",1.48957179085506,1.299139606138,24,"d",1.93357180761168,1.77310883924474,25,"e",1.85770373469255,1.64937650650619,26,"f",1.56543986377419,1.47271743211909
8,0,0,16,1,"B",1,"a c e",0,1,2.57744143601825,2.4414572532913,2,"b c e",0,1,2.09164899768224,3.31360746576507,3,"a d e",0,1,1.04850812060505,0.705215876387708,4,"b d e",0,1,1.62547043421755,1.82503273426538,5,"a c f",0,1,1.56955737889978,2.31225459103908,6,"b c f",0,1,1.13833972255031,0.901136509128683,7,"a d f",0,1,1.33423126162958,1.24309411295306,8,"b d f",0,1,1.6119712078224,2.36726769746115,9,"a,c",2.07349940745902,2.39445033346398,10,"b,c",1.61499436011627,2.43728438431832,11,"a,d",1.19136969111732,1.00470325896871,12,"b,d",1.61872082101998,2.07925211679936,13,"a,e",1.81297477831165,1.93083419163519,14,"b,e",1.85855971594989,2.64208900364712,15,"a,f",1.45189432026468,1.83003693831355,16,"b,f",1.37515546518636,1.7783162085346,17,"c,e",2.33454521685024,2.87367682705813,18,"d,e",1.3369892774113,1.39219243192023,19,"c,f",1.35394855072505,1.74009745616185,20,"d,f",1.47310123472599,1.86526574858533,21,"a",1.63243454928817,1.87497258207044,22,"b",1.61685759056812,2.24730244917093,23,"c",1.84424688378764,2.40782390297843,24,"d",1.40504525606865,1.63414130613076,25,"e",1.83576724713077,2.29562956792342,26,"f",1.41352489272552,1.79040200042557
9,0,0,24,1,"B",1,"a c e",0,1,1.89514602115391,1.61285433026714,2,"b c e",0,1,1.52467149339704,1.07886075883175,3,"a d e",0,1,1.79529451960284,1.82678314309003,4,"b d e",0,1,1.4455702648394,1.35439414980397,5,"a c f",0,1,1.46617866124724,1.28379987631278,6,"b c f",0,1,1.58187511111475,1.49440163223508,7,"a d f",0,1,0.870191903653195,0.768572045561988,8,"b d f",0,1,1.80699779267085,1.80414034516445,9,"a,c",1.68066234120057,1.45825094775311,10,"b,c",1.55327330225589,1.28968355742844,11,"a,d",1.33274321162802,1.46309268729298,12,"b,d",1.62628402875512,1.58866727198228,13,"a,e",1.84522027037837,1.70545848297895,14,"b,e",1.48512087911822,1.21196637480239,15,"a,f",1.16818528245022,1.08917146092164,16,"b,f",1.6944364518928,1.64275204355881,17,"c,e",1.70990875727547,1.3702579967011,18,"d,e",1.62043239222112,1.60061589505856,19,"c,f",1.52402688618099,1.37942580038154,20,"d,f",1.33859484816202,1.45119647549197,21,"a",1.5067027764143,1.46345136072337,22,"b",1.58977866550551,1.43975093028274,23,"c",1.61696782172823,1.37078198176412,24,"d",1.47951362019157,1.52626021430274,25,"e",1.66517057474829,1.48271557717744,26,"f",1.43131086717151,1.41137565662794
10,0,0,24,1,"B",1,"a c e",0,1,2.46477967509755,5.04107150089137,2,"b c e",0,1,2.59187307741155,5.63208576920402,3,"a d e",0,1,1.63087874203037,1.85631449429862,4,"b d e",0,1,2.47804590709085,4.74298245977995,5,"a c f",0,1,1.35398931084959,1.26821653554531,6,"b c f",0,1,1.22551893224238,1.03054035416342,7,"a d f",0,1,1.51153529366735,1.44157114350263,8,"b d f",0,1,1.19096335401357,1.32655187006048,9,"a,c",1.90938449297357,3.6793966004405,10,"b,c",1.90869600482696,4.06437131058535,11,"a,d",1.57120701784886,1.64526156599262,12,"b,d",1.83450463055221,3.50609892618526,13,"a,e",2.04782920856396,3.78149388724969,14,"b,e",2.5349594922512,5.15118195935033,15,"a,f",1.43276230225847,1.34549968037706,16,"b,f",1.20824114312797,1.17522885614463,17,"c,e",2.52832637625455,5.28797923945904,18,"d,e",2.05446232456061,3.58861493794543,19,"c,f",1.28975412154598,1.14498859529505,20,"d,f",1.35124932384046,1.37997951429407,21,"a",1.74029575541122,2.84003789710454,22,"b",1.87160031768959,3.77566831264308,23,"c",1.90904024890027,3.85620820793196,24,"d",1.70285582420054,2.72733865714668,25,"e",2.29139435040758,4.5013571836527,26,"f",1.32050172269322,1.26162739502928
