"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","M5","SD5","Num6","Str6","M6","SD6","Num7","Str7","M7","SD7","Num8","Str8","M8","SD8"
1,0,0,8,1,"B",1,"a c",0,1,0.659701412318944,1.1081132439038,2,"b c",0,1,-0.308706900260215,1.02720177338123,3,"a d",0,1,0.613380441003296,2.06250612004835,4,"b d",0,1,-0.446882140587755,1.57496815130253,5,"a",0.63654092666112,1.59961469788608,6,"b",-0.377794520423985,1.2864951538746,7,"c",0.175497256029364,1.14695735902597,8,"d",0.0832491502077703,1.85540328370354
2,0,0,32,1,"B",1,"a c",0,1,-0.0137626556639384,1.04686743741596,2,"b c",0,1,0.0992215219316325,1.08023456516419,3,"a d",0,1,0.190277353454532,1.73902592336337,4,"b d",0,1,-0.0649267765078619,1.24530906520655,5,"a",0.088257348895297,1.42756612505418,6,"b",0.0171473727118853,1.1593639301227,7,"c",0.0427294331338471,1.05674124234664,8,"d",0.0626752884733352,1.50589975792398
3,0,0,40,1,"B",1,"a c",0,1,0.237967771291558,1.03791172517477,2,"b c",0,1,0.103788333586083,1.17621134348346,3,"a d",0,1,-0.291528871996982,1.14865262476723,4,"b d",0,1,-0.247136658028493,1.51839898311287,5,"a",-0.0267805503527116,1.11988479498491,6,"b",-0.071674162221205,1.36100438645779,7,"c",0.170878052438821,1.10424212803035,8,"d",-0.269332765012737,1.33791831514025
4,0,0,32,1,"B",1,"a c",0,1,0.272490904759029,1.6009215947009,2,"b c",0,1,0.177700990069947,1.21063299777183,3,"a d",0,1,0.276236446605955,1.62020197228705,4,"b d",0,1,-0.107094231598428,1.40648053166073,5,"a",0.274363675682492,1.59775815337297,6,"b",0.0353033792357593,1.30964762661042,7,"c",0.225095947414488,1.40875837758787,8,"d",0.0845711075037637,1.51736811600694
5,0,0,24,1,"B",1,"a c",0,1,-0.12088973076001,2.16938863848275,2,"b c",0,1,-0.40075755592377,2.11487834147969,3,"a d",0,1,0.326761324967997,1.51267678257201,4,"b d",0,1,-0.0108767921656389,2.29264127847121,5,"a",0.102935797103993,1.86385995169755,6,"b",-0.205817174044704,2.19083738014162,7,"c",-0.26082364334189,2.124106488834,8,"d",0.157942266401179,1.92900084832932
6,0,0,40,1,"B",1,"a c",0,1,0.0739885801947806,1.23907116439312,2,"b c",0,1,0.271647913171363,1.23496319245199,3,"a d",0,1,0.0636297406544787,1.17739549091955,4,"b d",0,1,0.0696722909436936,1.28001602540056,5,"a",0.0688091604246297,1.20096421345197,6,"b",0.170660102057528,1.25383115375111,7,"c",0.172818246683072,1.23318159209145,8,"d",0.0666510157990862,1.22197223742396
7,0,0,32,1,"B",1,"a c",0,1,-0.501677832467364,1.50752958154662,2,"b c",0,1,0.0716229162649327,1.74360658882686,3,"a d",0,1,0.367250284902868,2.62605260049177,4,"b d",0,1,0.327162233524675,1.25240397200571,5,"a",-0.0672137737822482,2.16872907652475,6,"b",0.199392574894804,1.51140570803258,7,"c",-0.215027458101216,1.6424713794078,8,"d",0.347206259213772,2.04097090142349
8,0,0,40,1,"B",1,"a c",0,1,-0.0904622647593139,1.88359826036644,2,"b c",0,1,-0.83250287014026,2.262943057744,3,"a d",0,1,0.00585467245103524,1.26855450417412,4,"b d",0,1,0.769239579607857,4.3043753490854,5,"a",-0.0423037961541393,1.59633791183427,6,"b",-0.0316316452662014,3.51057237969719,7,"c",-0.461482567449787,2.102132067397,8,"d",0.387547126029446,3.17624362106594
9,0,0,24,1,"B",1,"a c",0,1,0.124018239285513,1.95374655930516,2,"b c",0,1,-0.00639777080324166,1.1561946865911,3,"a d",0,1,-0.296479691899334,2.12653831167646,4,"b d",0,1,-0.139492461720397,1.29850031591184,5,"a",-0.0862307263069103,2.03127415588456,6,"b",-0.0729451162618195,1.218116985147,7,"c",0.0588102342411359,1.58948721001801,8,"d",-0.217986076809866,1.74481548069509
10,0,0,16,1,"B",1,"a c",0,1,-0.313489950029393,1.45291238147634,2,"b c",0,1,0.0624939189795018,0.972205536322749,3,"a d",0,1,-0.132372886360203,0.946200062628417,4,"b d",0,1,-0.0962443037545581,1.74474867060572,5,"a",-0.222931418194798,1.20958752403715,6,"b",-0.0168751923875282,1.39169837658895,7,"c",-0.125498015524946,1.23095793873003,8,"d",-0.114308595057381,1.38076742835426
11,0,0,32,1,"B",1,"a c",0,1,-0.219908678939698,1.3945803309169,2,"b c",0,1,0.157365550362262,1.79112436640002,3,"a d",0,1,-0.138931294816249,1.53952272997717,4,"b d",0,1,-0.14588659216726,1.45331162163237,5,"a",-0.179419986877974,1.45770769158253,6,"b",0.00573947909750124,1.62519286240698,7,"c",-0.031271564288718,1.60366533618133,8,"d",-0.142408943491755,1.48511325042431
12,0,0,32,1,"B",1,"a c",0,1,-0.503686598749452,2.01295141986148,2,"b c",0,1,-0.120453926592013,1.36025905053071,3,"a d",0,1,-0.328376562241905,1.46457451061774,4,"b d",0,1,0.19083500299099,1.34056834325432,5,"a",-0.416031580495678,1.74845622217568,6,"b",0.0351905381994883,1.34884245467706,7,"c",-0.312070262670732,1.71510792708486,8,"d",-0.0687707796254573,1.41712010543985
13,0,0,40,1,"B",1,"a c",0,1,-0.127720749143933,1.4041616855693,2,"b c",0,1,-0.0258055368078071,1.41731089667739,3,"a d",0,1,0.10032432492748,1.83338962751291,4,"b d",0,1,0.385067731378774,1.28029737694322,5,"a",-0.0136982121082264,1.62662423663858,6,"b",0.179631097285484,1.35779823331412,7,"c",-0.0767631429758701,1.40273197578597,8,"d",0.242696028153127,1.57769361081076
14,0,0,32,1,"B",1,"a c",0,1,-0.501899211856977,1.62166453271511,2,"b c",0,1,-0.293735294380256,1.65528359667716,3,"a d",0,1,0.750159074888496,2.4082328736275,4,"b d",0,1,-0.387642553408758,1.49090095940486,5,"a",0.124129931515759,2.13211730071829,6,"b",-0.340688923894507,1.56340252824043,7,"c",-0.397817253118617,1.62888541291453,8,"d",0.181258260739869,2.06792200468997
15,0,0,8,1,"B",1,"a c",0,1,1.137822218229,3.18806225459209,2,"b c",0,1,0.235986725337364,1.81730340490169,3,"a d",0,1,0.626926269445938,2.14921212411398,4,"b d",0,1,-0.286478807059054,0.961709378747284,5,"a",0.882374243837468,2.63974789878484,6,"b",-0.025246040860845,1.43024979386198,7,"c",0.686904471783181,2.54973929722643,8,"d",0.170223731193442,1.6762103909395
16,0,0,40,1,"B",1,"a c",0,1,-0.0641208106159444,1.14203211146973,2,"b c",0,1,-0.0145804649570622,1.58668505853423,3,"a d",0,1,0.290351497701504,1.77828491841282,4,"b d",0,1,-0.0188280662546503,1.26184949094642,5,"a",0.11311534354278,1.49559632719619,6,"b",-0.0167042656058563,1.42439803737196,7,"c",-0.0393506377865033,1.37380351091924,8,"d",0.135761715723427,1.53993150521997
17,0,0,16,1,"B",1,"a c",0,1,-0.824615494786084,3.70566769820522,2,"b c",0,1,-0.105235779440979,1.67412945562583,3,"a d",0,1,-0.774564080978341,2.65965373953796,4,"b d",0,1,0.420992219844461,1.47194568306393,5,"a",-0.799589787882213,3.17300106090987,6,"b",0.157878220201741,1.57352419519847,7,"c",-0.464925637113532,2.85205243162304,8,"d",-0.17678593056694,2.20000418305635
18,0,0,8,1,"B",1,"a c",0,1,0.192751685468989,0.804539448070659,2,"b c",0,1,-0.031150870186507,0.919059277737238,3,"a d",0,1,0.319055125879368,1.568628775063,4,"b d",0,1,-0.896587947414043,1.05145045373528,5,"a",0.255903405674179,1.20606716060758,6,"b",-0.463869408800275,1.05348473892271,7,"c",0.0808004076412412,0.842385706359954,8,"d",-0.288766410767338,1.43466981941016
