"Data_Set","Num_Responses_per_Condition","BW","Trial","C1","Cstr1","C2","Cstr2","DF_ART_Omni","DF_Param","DF_ART_Con","T_ART_Omni","T_Param","T_ART_Con","P_ART_Omni","P_Param","P_ART_Con","P_Nonparam"
1,8,"between","1","5","a","6","b",28,28,28,1.46004962909189,1.91079090001673,1.46004962909189,0.155406584158508,0.0663199734574561,0.155406584158508,0.171256260747419
1,8,"between","2","7","c","8","d",28,28,28,0.109031710773273,0.173775688954005,0.109031710773273,0.913954984131587,0.8632920251408,0.913954984131587,0.642022222684723
1,8,"between","3","1","a c","2","b c",28,28,28,-0.179655997413407,1.2899565215666,1.29184022107489,0.858716475337744,0.207618426913778,0.206974224817991,0.234498834498834
1,8,"between","4","1","a c","3","a d",28,28,28,0.359311994826812,0.0617012867999677,0.659102153609636,0.722057335492585,0.951239049984004,0.515214560762169,0.720901320901321
1,8,"between","5","1","a c","4","b d",28,28,28,-0.48763770726496,1.47401117089612,1.31820430721927,0.62960296307415,0.151633719864281,0.198117874493815,0.13038073038073
1,8,"between","6","2","b c","3","a d",28,28,28,0.538967992240219,-1.22825523476663,0.632738067465252,0.594168818913601,0.229575869365178,0.532038550242446,0.505361305361305
1,8,"between","7","2","b c","4","b d",28,28,28,-0.307981709851553,0.184054649329514,0.0263640861443851,0.760375723058202,0.855297082010206,0.979153945306936,0.959129759129759
1,8,"between","8","3","a d","4","b d",28,28,28,-0.846949702091772,1.41230988409615,0.659102153609637,0.404204360333055,0.168877348799825,0.515214560762169,0.798445998445998
2,32,"between","9","5","a","6","b",124,124,124,0.250725957988054,0.307663463294637,0.250725957988054,0.802440964455011,0.758854581784922,0.802440964455011,0.780408714544605
2,32,"between","10","7","c","8","d",124,124,124,0.756460337979618,-0.086297468533709,0.756460337979618,0.450808055343183,0.93136914365897,0.450808055343183,0.491058430487301
2,32,"between","11","1","a c","2","b c",124,124,124,-0.287188248013744,-0.345659121804329,0.0300402475151537,0.774447546083589,0.730184631938828,0.976083251192847,0.962782362583026
2,32,"between","12","1","a c","3","a d",124,124,124,0.370673203831691,-0.624231568222724,0.31709150154885,0.71151341135282,0.533622306524797,0.751707434797878,0.71380807271844
2,32,"between","13","1","a c","4","b d",124,124,124,0.464176354347794,0.156529396019558,0.680912277010163,0.643335292316089,0.875870313875022,0.497196555622364,0.483465073872979
2,32,"between","14","2","b c","3","a d",124,124,124,0.657861451845435,-0.278572446418395,-0.287051254033696,0.511846593985015,0.781036978970992,0.774552193006309,0.846699504837427
2,32,"between","15","2","b c","4","b d",124,124,124,0.751364602361538,0.502188517823887,0.65087202949501,0.453856912529715,0.61642552723779,0.51633337973495,0.517476214550846
2,32,"between","16","3","a d","4","b d",124,124,124,0.0935031505161031,0.780760964242282,0.363820775461314,0.925654758158564,0.436431070861384,0.716611429535539,0.743882304403363
3,40,"between","17","5","a","6","b",156,156,156,0.932749833672283,0.230192018440544,0.932749833672283,0.352390536629784,0.818244140849831,0.352390536629784,0.396418137218605
3,40,"between","18","7","c","8","d",156,156,156,2.80986146920292,2.25718119774748,2.80986146920292,0.00559142934614106,0.0253848727880831,0.00559142934614106,0.00544296647914499
3,40,"between","19","1","a c","2","b c",156,156,156,0.670860562492017,0.486493098094361,0.808367822846451,0.503301404348937,0.627300355271156,0.420109899601942,0.412728984089183
3,40,"between","20","1","a c","3","a d",156,156,156,0.505541352449341,1.91979089217405,2.19905532354886,0.613892207246425,0.0567093344256033,0.0293459355416784,0.0273408141284117
3,40,"between","21","1","a c","4","b d",156,156,156,0.807428605570748,1.75883846850834,2.61429593771618,0.420648997057009,0.0805656549731654,0.00981739157491894,0.0130203085025893
3,40,"between","22","2","b c","3","a d",156,156,156,-0.165319210042675,1.43329779407969,-1.3906875007024,0.868906780244868,0.153773876760377,0.166300830863069,0.159437956424207
3,40,"between","23","2","b c","4","b d",156,156,156,0.136568043078732,1.27234537041398,1.80592811486973,0.891548323583017,0.205143650918756,0.0728574146565148,0.0806977408086848
