"Data_Set","ART_Con_Warning","Omnibus_ART_Warning","Num_Responses_per_Condition","Random_Seed","BW","Num1","Str1","Ms1","SDs1","M1","SD1","Num2","Str2","Ms2","SDs2","M2","SD2","Num3","Str3","Ms3","SDs3","M3","SD3","Num4","Str4","Ms4","SDs4","M4","SD4","Num5","Str5","M5","SD5","Num6","Str6","M6","SD6","Num7","Str7","M7","SD7","Num8","Str8","M8","SD8"
1,0,0,8,1,"B",1,"a c",0,1,-0.767970023117264,2.02516120109371,2,"b c",0,1,17.366506939136,48.9018164546912,3,"a d",0,1,0.229010081051027,1.33642146186011,4,"b d",0,1,8.82726183068708,17.5117521933218,5,"a",-0.269479971033118,1.73564548629377,6,"b",13.0968843849115,35.7566018615015,7,"c",8.29926845800935,34.721616256533,8,"d",4.52813595586905,12.7928421210944
2,0,0,32,1,"B",1,"a c",0,1,0.191643584434744,5.60963817928937,2,"b c",0,1,1.54046884269476,3.82640486360437,3,"a d",0,1,2.67350389775372,14.574845816189,4,"b d",0,1,-24.8259653338504,127.447788997838,5,"a",1.43257374109423,11.0261402195917,6,"b",-11.6427482455778,90.4229928225454,7,"c",0.866056213564751,4.81152902536662,8,"d",-11.0762307180483,91.0447168615698
3,0,0,40,1,"B",1,"a c",0,1,-2.97853395018929,15.3765085628982,2,"b c",0,1,-1.71779819601412,7.52407400127079,3,"a d",0,1,6.42689286892026,34.1476369290234,4,"b d",0,1,2.12612571816418,14.284494244491,5,"a",1.72417945936549,26.7351444344219,6,"b",0.204163761075029,11.507397275073,7,"c",-2.3481660731017,12.0445841572341,8,"d",4.27650929354222,26.0972231473818
4,0,0,32,1,"B",1,"a c",0,1,1.29082182262545,4.87468061876936,2,"b c",0,1,2.15837341123273,8.92229835181801,3,"a d",0,1,0.397719490072194,14.2402600740639,4,"b d",0,1,-10.8140886866868,66.4335943229133,5,"a",0.844270656348822,10.5677971228665,6,"b",-4.32785763772705,47.4720439210847,7,"c",1.72459761692909,7.1453279458345,8,"d",-5.20818459830731,47.9936678350201
5,0,0,24,1,"B",1,"a c",0,1,7.9373043689489,30.4113829120854,2,"b c",0,1,-6.06197519203647,29.3029199920495,3,"a d",0,1,-0.391379274257808,3.50266462747386,4,"b d",0,1,-0.0749310438761224,2.04685473257819,5,"a",3.77296254734554,21.8243391688886,6,"b",-3.0684531179563,20.770121370377,7,"c",0.937664588456215,30.377961126832,8,"d",-0.233155159066965,2.84246660540398
6,0,0,40,1,"B",1,"a c",0,1,-0.720744050187784,3.18609181233974,2,"b c",0,1,2.29086795490765,11.3541834297956,3,"a d",0,1,-0.73077117128297,3.46048780648059,4,"b d",0,1,-7.11895614295154,30.6474816063272,5,"a",-0.725757610735377,3.30500604144693,6,"b",-2.41404409402194,23.4467170214385,7,"c",0.785061952359935,8.42320030791591,8,"d",-3.92486365711726,21.9073593861771
7,0,0,32,1,"B",1,"a c",0,1,0.225618559347534,3.35877352914736,2,"b c",0,1,3.59544522673633,17.2207988985555,3,"a d",0,1,-0.510884994186588,5.4547276474055,4,"b d",0,1,-1.98603122982772,10.3665104675645,5,"a",-0.142633217419527,4.50885691511453,6,"b",0.804706998454308,14.3776061236226,7,"c",1.91053189304193,12.424149047769,8,"d",-1.24845811200715,8.25063084176931
8,0,0,40,1,"B",1,"a c",0,1,3.09430616196003,9.65515473496416,2,"b c",0,1,-0.361537495249127,2.6493056192585,3,"a d",0,1,-2.74139524244005,26.5313093062539,4,"b d",0,1,-0.214481863441509,4.10298542319199,5,"a",0.176455459759993,20.0534953200577,6,"b",-0.288009679345318,3.43236933964707,7,"c",1.36638433335545,7.24634312248542,8,"d",-1.47793855294078,18.9057473938528
9,0,0,24,1,"B",1,"a c",0,1,-4.79165927431338,15.476844247482,2,"b c",0,1,-8.17349342245695,40.3183811973231,3,"a d",0,1,-2.35331549650607,11.4804269142026,4,"b d",0,1,-1.32809775402939,9.40802118442304,5,"a",-3.57248738540973,13.5363994508644,6,"b",-4.75079558824317,29.1679713504056,7,"c",-6.48257634838517,30.2593916287358,8,"d",-1.84070662526773,10.3961606518214
10,0,0,16,1,"B",1,"a c",0,1,-2.27655257319522,10.8432043539038,2,"b c",0,1,3.33893912858545,8.79302772721639,3,"a d",0,1,-0.450098834665912,3.6338155316231,4,"b d",0,1,0.254872099989304,1.68027777947061,5,"a",-1.36332570393056,8.00883162866947,6,"b",1.79690561428738,6.42123946911587,7,"c",0.531193277695118,10.1212906156246,8,"d",-0.0976133673383042,2.80779504329889
