"Data_Set","Num_Responses_per_Condition","BW","Trial","C1","Cstr1","C2","Cstr2","DF_ART_Omni","DF_Param","DF_ART_Con","T_ART_Omni","T_Param","T_ART_Con","P_ART_Omni","P_Param","P_ART_Con","P_Nonparam"
1,8,"between","1","5","a","6","b",28,28,28,-0.955052604613446,-1.45408584605544,-0.955052604613445,0.347724485562747,0.15704092775154,0.347724485562748,0.109965793427398
1,8,"between","2","7","c","8","d",28,28,28,-0.145313931758787,0.410249956453045,-0.145313931758787,0.885504043970617,0.684744882123665,0.885504043970617,0.196374318583243
1,8,"between","3","1","a c","2","b c",28,28,28,2.73250560991571,-1.39497616728252,-1.28483280833009,0.010763038909469,0.17399121290396,0.209378430132139,0.234498834498834
1,8,"between","4","1","a c","3","a d",28,28,28,-2.14449807360473,-0.0766916789199089,-1.06613786223135,0.0408153317423756,0.93941420967233,0.295468477022424,0.234498834498834
1,8,"between","5","1","a c","4","b d",28,28,28,0.657184893524031,-0.738103435983743,-2.1322757244627,0.516428153331195,0.466593282993967,0.0418933800832978,0.082983682983683
1,8,"between","6","2","b c","3","a d",28,28,28,-4.87700368352044,1.31828448836261,-0.218694946098738,3.88206324154056e-05,0.198091392203481,0.828473930393289,0.959129759129759
1,8,"between","7","2","b c","4","b d",28,28,28,-2.07532071639168,0.656872731298777,-0.84744291613261,0.0472588610549735,0.516625894438249,0.40393414435007,0.505361305361305
1,8,"between","8","3","a d","4","b d",28,28,28,2.80168296712877,-0.661411757063834,-1.06613786223135,0.0091180962942962,0.513754697424991,0.295468477022425,0.194871794871795
2,32,"between","9","5","a","6","b",124,124,124,1.04046170574605,1.15158500540993,1.04046170574605,0.30014989849245,0.251707203591544,0.300149898492449,0.780408714544605
2,32,"between","10","7","c","8","d",124,124,124,0.272481838878512,1.05179502078548,0.272481838878512,0.785704774618948,0.294938988222287,0.785704774618948,0.194074151794675
2,32,"between","11","1","a c","2","b c",124,124,124,-8.58376450103914,-0.0840009700082265,-1.27949574117134,3.20150118746752e-14,0.933191123217722,0.203111453730246,0.182825049271254
2,32,"between","12","1","a c","3","a d",124,124,124,-6.39635591442168,-0.154563144830675,-0.549330171542896,2.94739787627849e-09,0.877417019817791,0.583766813506037,0.635830538177863
2,32,"between","13","1","a c","4","b d",124,124,124,-13.03114973165,1.55802495805377,1.13278022951702,5.53172467050129e-25,0.121775977109602,0.25949215133076,0.258496022005298
2,32,"between","14","2","b c","3","a d",124,124,124,2.18740858661746,-0.0705621748224488,-0.730165569628443,0.0305883522855893,0.943859889756169,0.46666620519279,0.534928151385112
2,32,"between","15","2","b c","4","b d",124,124,124,-4.44738523061086,1.642025928062,2.41227597068836,1.9082402019425e-05,0.103118399276426,0.0173178977385162,0.0170651507774625
2,32,"between","16","3","a d","4","b d",124,124,124,-6.63479381722832,1.71258810288445,1.68211040105992,9.02955885885417e-10,0.0892878235534567,0.0950640915527533,0.105991233365792
3,40,"between","17","5","a","6","b",156,156,156,0.44946161826222,0.471456355053388,0.449461618262221,0.653722534365367,0.637973563295828,0.653722534365367,0.607532355328293
3,40,"between","18","7","c","8","d",156,156,156,-2.61338474624525,-2.05474542485488,-2.61338474624525,0.00984248327362373,0.0415717163411778,0.00984248327362373,0.0162083689861758
3,40,"between","19","1","a c","2","b c",156,156,156,-2.1797609236523,-0.27650468399974,-0.758664643036258,0.03077451002617,0.782526461870757,0.449197905003558,0.481491018374651
3,40,"between","20","1","a c","3","a d",156,156,156,6.32492954993292,-2.0627990932184,-2.11011227082432,2.55007402613381e-09,0.0407895233417157,0.0364441814736603,0.0423693334685488
3,40,"between","21","1","a c","4","b d",156,156,156,4.5255701171119,-1.11955443783518,-2.08815734546314,1.18791869575351e-05,0.264624464824291,0.0384084007386565,0.031744308662304
